Date,NORTH AMERICA
2010-12,3373.145942224356
2011-01,3446.488135649642
2011-02,3573.047205318601
2011-03,3575.2805839960565
2011-04,3676.7819914365505
2011-05,3627.575479969249
2011-06,3560.3560859464606
2011-07,3489.256015906596
2011-08,3300.710797559266
2011-09,3039.080775186198
2011-10,3370.129535190756
2011-11,3350.647720264274
2011-12,3370.893124698926
2012-01,3532.2235301331607
2012-02,3682.6532357223723
2012-03,3778.211615836911
2012-04,3757.796902419176
2012-05,3509.362723433801
2012-06,3643.1600772768074
2012-07,3693.7659045756236
2012-08,3783.5653802048396
2012-09,3881.9505874366705
2012-10,3815.1531684004253
2012-11,3833.192864592401
2012-12,3868.631814382359
2013-01,4060.493650710275
2013-02,4100.927682303727
2013-03,4242.810027860995
2013-04,4314.031924968977
2013-05,4393.398173805097
2013-06,4318.96576157946
2013-07,4545.973049637368
2013-08,4423.659014074351
2013-09,4570.132830091654
2013-10,4767.533640778149
2013-11,4887.382323371052
2013-12,5012.55914276448
2014-01,4838.389144507823
2014-02,5061.616554238373
2014-03,5097.020176602181
2014-04,5134.2746786944035
2014-05,5247.586266678058
2014-06,5371.726159437883
2014-07,5299.569004805951
2014-08,5502.082256236882
2014-09,5393.952863234559
2014-10,5502.425317653734
2014-11,5634.961918583239
2014-12,5608.9686003014485
2015-01,5429.340916903837
2015-02,5743.372475169437
2015-03,5651.677917573849
2015-04,5722.113966954889
2015-05,5773.584985445878
2015-06,5658.048922371495
2015-07,5749.459559049108
2015-08,5396.07826388923
2015-09,5244.438599956446
2015-10,5663.540692683166
2015-11,5672.3979512547785
2015-12,5558.387659879522
2016-01,5268.858365085457
2016-02,5264.5703851377175
2016-03,5630.674410891965
2016-04,5675.815659676024
2016-05,5758.32442718455
2016-06,5770.863163801462
2016-07,5986.547007381312
2016-08,5991.9479206218575
2016-09,5999.329557754725
2016-10,5887.038904416619
2016-11,6090.9070023714185
2016-12,6201.637252927388
2017-01,6334.096681155002
2017-02,6558.681160598616
2017-03,6566.148449868542
2017-04,6623.046344
2017-05,6702.823535
2017-06,6751.074234
2017-07,6892.933661
2017-08,6909.960166
2017-09,7054.996607
2017-10,7204.06083
2017-11,7408.328487
2017-12,7497.433804
2018-01,7905.048457
2018-02,7594.848535
2018-03,7412.403509
2018-04,7447.94123953329
2018-05,7622.658304171423
2018-06,7669.786459763997
2018-07,7937.714581795334
2018-08,8175.116923615412
2018-09,8207.090959133557
2018-10,7631.262234914397
2018-11,7768.166053839936
2018-12,7067.61223654718
2019-01,7663.428363595106
2019-02,7912.409737455876
2019-03,8044.692771288691
2019-04,8360.592315598326
2019-05,7836.912008176652
2019-06,8379.989639356829
2019-07,8497.27930187434
2019-08,8346.669044772287
2019-09,8493.663813562933
2019-10,8665.081518235904
2019-11,8979.676755819468
2019-12,9237.344485406544
2020-01,9249.365734529665
2020-02,8494.035474762612
2020-03,7374.665680551738
2020-04,8339.209524588798
2020-05,8760.121152782132
2020-06,8961.685752538298
2020-07,9490.700358121763
2020-08,10189.220644467032
2020-09,9800.28060643432
2020-10,9539.30969589426
2020-11,10647.34872959447
2020-12,11079.41647651035
2021-01,10972.828268594336
2021-02,11269.557715188053
2021-03,11695.547012665273
2021-04,12323.411312720558
2021-05,12406.000856919092
2021-06,12730.345011
2021-07,13012.957029809933
2021-08,13375.48531992854
2021-09,12752.72465154277
2021-10,13642.70365720531
2021-11,13475.660081620046
2021-12,14008.385706208424
2022-01,13242.457378749727
2022-02,12868.707186217027
2022-03,13327.504702269898
2022-04,12128.09402603945
2022-05,12105.783613424774
2022-06,11086.048415571957
2022-07,12091.988865882837
2022-08,11611.875129710732
2022-09,10535.078159129656
2022-10,11361.047577169407
2022-11,11975.870247000672
2022-12,11272.678454755784
2023-01,12024.277156984082
2023-02,11719.809881481006
2023-03,12110.995878506388
2023-04,12271.09596102738
2023-05,12309.248796835178
2023-06,13124.66090001819
2023-07,13571.674158873857
