Date,ACWI WITH BRAZIL ADR
2009-10,1545.767983438765
2009-11,1609.6143482456048
2009-12,1642.6621419840783
2010-01,1571.7388161957651
2010-02,1591.6859244028599
2010-03,1694.112215695325
2010-04,1696.7842253455137
2010-05,1535.3287865512095
2010-06,1488.432536089284
2010-07,1608.8924636542783
2010-08,1552.4333763166678
2010-09,1701.2655073989092
2010-10,1762.8224370458581
2010-11,1724.1827965364448
2010-12,1851.1080201579528
2011-01,1881.1282979819873
2011-02,1935.7635055737721
2011-03,1933.127007882146
2011-04,2012.7915829594826
2011-05,1969.5326653325235
2011-06,1938.2921533666895
2011-07,1907.234038674637
2011-08,1767.4632846700936
2011-09,1601.502155643376
2011-10,1772.063268212803
2011-11,1719.9517900559667
2011-12,1716.735079918367
2012-01,1815.1647151539314
2012-02,1905.9767074899307
2012-03,1919.7422437486211
2012-04,1898.2276271670075
2012-05,1728.8363256966975
2012-06,1814.6452289272495
2012-07,1839.290688809787
2012-08,1879.367643845362
2012-09,1938.6334604154897
2012-10,1925.605257821765
2012-11,1950.4473969054047
2012-12,1994.4232077035233
2013-01,2086.1336460944253
2013-02,2085.729777548102
2013-03,2124.509277480434
2013-04,2185.5341188133925
2013-05,2180.1877515675933
2013-06,2117.439083053144
2013-07,2219.623954346532
2013-08,2173.5358212548854
2013-09,2285.1878445404636
2013-10,2376.5801122578287
2013-11,2411.3650144391645
2013-12,2453.852522751251
2014-01,2356.0969225534172
2014-02,2470.0677590693526
2014-03,2479.5931746059036
2014-04,2503.2071470070773
2014-05,2556.81643330815
2014-06,2604.31865347664
2014-07,2572.832846855055
2014-08,2628.405361769417
2014-09,2545.5532239081617
2014-10,2562.915450569481
2014-11,2606.59590229452
2014-12,2557.0905483401334
2015-01,2517.3912661484032
2015-02,2658.0984040187564
2015-03,2617.481548667291
2015-04,2692.552943041114
2015-05,2690.0263302755043
2015-06,2625.9962432674197
2015-07,2649.87579980371
2015-08,2468.945090332347
2015-09,2379.977672837119
2015-10,2566.7627585617706
2015-11,2545.7179833416744
2015-12,2499.827124957329
2016-01,2349.1233391510837
2016-02,2332.491571683324
2016-03,2504.151001344237
2016-04,2540.8374124593074
2016-05,2544.710064549697
2016-06,2527.948389396858
2016-07,2636.5126944819576
2016-08,2645.5804516522862
2016-09,2661.9405709202406
2016-10,2615.6361478777185
2016-11,2636.999621337088
2016-12,2693.6800738473084
2017-01,2767.105564654949
2017-02,2844.3896148934773
2017-03,2879.854322577509
2017-04,2924.6273279842194
2017-05,2989.7892291476383
2017-06,3003.602972367715
2017-07,3086.8058650071875
2017-08,3098.097492767949
2017-09,3157.5933072697717
2017-10,3223.9175133587532
2017-11,3286.742309397327
2017-12,3339.8367867880984
2018-01,3527.1512809100973
2018-02,3379.123162710568
2018-03,3306.9089347125837
2018-04,3339.1574504344226
2018-05,3345.1292179738166
2018-06,3327.496809341489
2018-07,3427.3763035057186
2018-08,3455.6778076208548
2018-09,3470.0278936139684
2018-10,3207.676636562906
2018-11,3254.910114099963
2018-12,3024.863855816463
2019-01,3262.3711372665325
2019-02,3350.4862772069973
2019-03,3393.5042570759697
2019-04,3508.612532573116
2019-05,3299.048799296156
2019-06,3515.182406773444
2019-07,3524.4499472747075
2019-08,3441.552716337635
2019-09,3513.979866215319
2019-10,3609.6301497399613
2019-11,3698.506486487968
2019-12,3827.5905692783876
2020-01,3785.530428922045
2020-02,3480.4771261988585
2020-03,3014.1551499652746
2020-04,3337.2065793777037
2020-05,3482.0402420964047
2020-06,3592.891911113821
2020-07,3781.4481921961733
2020-08,4014.7938451232294
2020-09,3886.0356669011458
2020-10,3791.6251046194297
2020-11,4258.679441111497
2020-12,4455.601723121567
2021-01,4436.058204944826
2021-02,4539.898368417974
2021-03,4661.562609005433
2021-04,4865.349747628576
2021-05,4940.40137992931
2021-06,5005.298177
2021-07,5040.416576870829
2021-08,5167.23223061138
2021-09,4955.041220882292
2021-10,5209.655541300659
2021-11,5084.343823
2021-12,5288.11665311352
2022-01,5026.983344955081
2022-02,4896.733484015257
2022-03,5001.08456122759
2022-04,4601.902395658827
2022-05,4606.569168177859
2022-06,4219.558578696373
2022-07,4514.308239026341
2022-08,4346.9898556133285
2022-09,3930.2816501288285
2022-10,4166.735712830979
2022-11,4492.063182144824
2022-12,4315.0596717054195
2023-01,4624.4941009083395
2023-02,4492.702922918233
2023-03,4631.42532598938
2023-04,4697.470971999216
2023-05,4646.865716581981
2023-06,4915.639185431081
2023-07,5095.470757966101
