Date,ACWI ex TAIWAN
2009-09,115.90510274923483
2009-10,114.15803677346541
2009-11,118.85678065003411
2009-12,121.20960266357808
2010-01,116.01145866091446
2010-02,117.57312663097763
2010-03,125.13112272430368
2010-04,125.30053348262231
2010-05,113.42682048252017
2010-06,109.91395029815193
2010-07,118.84262995016738
2010-08,114.65287041911819
2010-09,125.60131206056363
2010-10,130.15681663967916
2010-11,127.18838553059919
2010-12,136.4011130824946
2011-01,138.5057684654752
2011-02,142.80588293728695
2011-03,142.6243379726419
2011-04,148.4045167305044
2011-05,145.17600620374634
2011-06,142.95143310055371
2011-07,140.57734644849234
2011-08,130.349542432837
2011-09,118.06421495930093
2011-10,130.7825719037352
2011-11,126.98902346433606
2011-12,126.67837239599885
2012-01,133.98755931860643
2012-02,140.68255942187025
2012-03,141.6773697995295
2012-04,140.11965620033993
2012-05,127.47899236125282
2012-06,133.87772284950148
2012-07,135.72145242398724
2012-08,138.6639163312756
2012-09,142.95514137678492
2012-10,142.11215080161733
2012-11,143.81703204471754
2012-12,147.10271010769392
2013-01,153.9701832826434
2013-02,153.9373049014152
2013-03,156.80809231610803
2013-04,161.2629624160909
2013-05,160.81698799786173
2013-06,156.10203732703
2013-07,163.65863236642508
2013-08,160.21471031936028
2013-09,168.5417413613089
2013-10,175.30611693589606
2013-11,177.8558878928528
2013-12,180.93122434763407
2014-01,173.67754915805233
2014-02,182.13656453499343
2014-03,182.89335409970383
2014-04,184.62857228588737
2014-05,188.51298474864043
2014-06,191.9891535086764
2014-07,189.62711867577895
2014-08,193.78055065724658
2014-09,187.59493078256858
2014-10,188.8721450720468
2014-11,192.0381950374804
2014-12,188.33788899100898
2015-01,185.3296172880815
2015-02,195.69506510947147
2015-03,192.6411375121745
2015-04,198.18885017784174
2015-05,197.93165562997925
2015-06,193.29402935208194
2015-07,195.1866279484206
2015-08,181.83348434104516
2015-09,175.22452570554492
2015-10,189.025462600507
2015-11,187.52279220406245
2015-12,184.11870884480248
2016-01,172.98298027774538
2016-02,171.6929284124126
2016-03,184.39414704989565
2016-04,187.27659325003762
2016-05,187.4763912068807
2016-06,186.2219323195583
2016-07,194.19190289162444
2016-08,194.8068615111442
2016-09,195.9432517096705
2016-10,192.53507695092006
2016-11,194.0807938525012
2016-12,198.36263558660727
2017-01,203.72940311430207
2017-02,209.39394557254337
2017-03,211.94056346842453
2017-04,215.229248
2017-05,219.975932
2017-06,220.865859
2017-07,227.039208
2017-08,227.872564
2017-09,232.446345
2017-10,237.139468
2017-11,241.905534
2017-12,245.819522
2018-01,259.622791
2018-02,248.676847
2018-03,243.233725
2018-04,245.75201061371857
2018-05,246.06845832110383
2018-06,244.77482092641398
2018-07,252.08663538418256
2018-08,254.05864090097594
2018-09,255.16904605718466
2018-10,236.19831731973778
2018-11,239.72121202261053
2018-12,222.6626
2019-01,240.4321397005792
2019-02,246.7985862686956
2019-03,249.86848908264437
2019-04,258.2855734479482
2019-05,243.0304022863465
2019-06,258.9871346458035
2019-07,259.6482837324086
2019-08,253.4841743881251
2019-09,258.7475971883815
2019-10,265.6423451679097
2019-11,272.16119448013984
2019-12,281.59700359055546
2020-01,278.6333328990622
2020-02,255.88675921154152
2020-03,221.33937271602397
2020-04,244.937397314199
2020-05,255.85069335177417
2020-06,263.8080996745343
2020-07,277.32387021760627
2020-08,294.66000093187654
2020-09,284.9218567421732
2020-10,277.8244696473586
2020-11,312.1769883111487
2020-12,326.37298137867833
2021-01,324.4950653755275
2021-02,331.8741824262782
2021-03,340.935328444882
2021-04,355.6331299273499
2021-05,361.35257024764184
2021-06,366.159834
2021-07,368.8774453299995
2021-08,377.98212693729755
2021-09,362.3680729269143
2021-10,381.15476715334785
2021-11,371.674538
2021-12,386.4461904174201
2022-01,367.2584730586618
2022-02,357.7707830413424
2022-03,365.8175438172725
2022-04,336.65694974491004
2022-05,336.84017442259477
2022-06,308.80581181309844
2022-07,330.5857611166832
2022-08,318.2862133515169
2022-09,288.15221881275005
2022-10,306.043559981197
2022-11,329.16274444112736
2022-12,316.29003349642363
2023-01,338.6861232317583
2023-02,328.88175008735953
2023-03,339.02620237510314
2023-04,344.22566863349647
2023-05,340.0745219937635
2023-06,360.06455780384124
2023-07,373.4178916179736
