Date,EFM EUROPE + CIS (E+C) ex RU
2021-02,473.1803746551613
2021-03,452.36279414561926
2021-04,481.26430439710515
2021-05,528.6195124095917
2021-06,512.2819581778597
2021-07,523.762988302608
2021-08,558.1075793089807
2021-09,532.2120040394808
2021-10,547.6727220724806
2021-11,496.7775461426935
2021-12,515.5451913155104
2022-01,513.326969806171
2022-02,459.49130891431554
2022-03,475.40783559636026
2022-04,434.3985946002079
2022-05,425.3797917718883
2022-06,384.57812461088645
2022-07,389.3999370516871
2022-08,381.61027916075875
2022-09,340.33028011982583
2022-10,387.28522303313025
2022-11,446.653548792768
2022-12,468.59653279252257
2023-01,486.10144796179435
2023-02,496.0296812750142
2023-03,479.9227088825237
2023-04,504.5083866176331
2023-05,495.0659807211934
2023-06,527.7401726193639
2023-07,578.2573741472743
