Date,EM (EMERGING MARKETS)
2010-07,373.68182751934427
2010-08,366.4245759069178
2010-09,407.14514974647744
2010-10,418.96722770312
2010-11,407.9073934257327
2010-12,437.015464465369
2011-01,425.15873360733264
2011-02,421.194022921835
2011-03,445.95760475980796
2011-04,459.79130483503417
2011-05,447.7313020325521
2011-06,440.84353714863397
2011-07,438.88556958064856
2011-08,399.66492156038026
2011-09,341.39596494477996
2011-10,386.6163197928843
2011-11,360.84981602334847
2011-12,356.5006050598685
2012-01,396.9372544713957
2012-02,420.71369322218237
2012-03,406.67055461520715
2012-04,401.8104351777497
2012-05,356.749440407865
2012-06,370.51832598979496
2012-07,377.74571567632375
2012-08,376.4878393583062
2012-09,399.2058376409025
2012-10,396.78231533846724
2012-11,401.81963578516627
2012-12,421.46730146725935
2013-01,427.27812635125696
2013-02,421.90989193392534
2013-03,414.6427160823853
2013-04,417.7681933601445
2013-05,407.050269420545
2013-06,381.1377775199062
2013-07,385.1200320814994
2013-08,378.50455639872416
2013-09,403.1188461853542
2013-10,422.70372308053675
2013-11,416.52270413422974
2013-12,410.50099065517304
2014-01,383.84498855142755
2014-02,396.56023854663187
2014-03,408.7326986377551
2014-04,410.0984923239168
2014-05,424.4132769791905
2014-06,435.6894395206403
2014-07,444.1138176521908
2014-08,454.12199254838754
2014-09,420.4617376910111
2014-10,425.41936007321635
2014-11,420.91954446542536
2014-12,401.52110174017145
2015-01,403.92802174445427
2015-02,416.4347496601578
2015-03,410.51284136152543
2015-04,442.0874898154418
2015-05,424.3834784212107
2015-06,413.36157822715495
2015-07,384.707821103821
2015-08,349.91220334853716
2015-09,339.3855158071046
2015-10,363.59519154896986
2015-11,349.41218581278184
2015-12,341.6232208269297
2016-01,319.46070147387593
2016-02,318.93798160889804
2016-03,361.14223411116154
2016-04,363.10498868484314
2016-05,349.5604241652135
2016-06,363.53136954685647
2016-07,381.8249085543466
2016-08,391.31408122142943
2016-09,396.34581280111246
2016-10,397.29084847531254
2016-11,379.0031712231379
2016-12,379.8400764857435
2017-01,400.6260731364599
2017-02,412.8899936212731
2017-03,423.3127426804414
2017-04,432.580492
2017-05,445.369462
2017-06,449.852805
2017-07,476.668313
2017-08,487.300587
2017-09,485.362974
2017-10,502.377752
2017-11,503.386216
2017-12,521.456347
2018-01,564.917531
2018-02,538.863922
2018-03,528.84462
2018-04,526.5048613001965
2018-05,507.8486655789627
2018-06,486.7490900183652
2018-07,497.44163521685255
2018-08,483.99122901484816
2018-09,481.4225237964442
2018-10,439.499004515587
2018-11,457.6106385791464
2018-12,445.487949
2019-01,484.4937817182199
2019-02,485.58305856637656
2019-03,489.65846417730694
2019-04,499.9666763056998
2019-05,463.68839599236185
2019-06,492.62771988870355
2019-07,486.6038847347418
2019-08,462.87866157895587
2019-09,471.7149159969536
2019-10,491.6056431400323
2019-11,490.92921579055803
2019-12,527.5551460078065
2020-01,502.9633388798838
2020-02,476.4404982210197
2020-03,403.0577942668652
2020-04,439.96734225056497
2020-05,443.34662211041115
2020-06,475.93660224520767
2020-07,518.4671724465458
2020-08,529.9276721643677
2020-09,521.4279958294331
2020-10,532.1709633192157
2020-11,581.3901087886279
2020-12,624.13011192012
2021-01,643.2645613488085
2021-02,648.1846885210772
2021-03,638.3954080478318
2021-04,654.2900217523685
2021-05,669.4632234610484
2021-06,670.6169728985849
2021-07,625.4854908883418
2021-08,641.8577430608931
2021-09,616.3498620853138
2021-10,622.4288125965392
2021-11,597.062826
2021-12,608.2658271806738
2022-01,596.751968274274
2022-02,578.914931315769
2022-03,565.8397390391214
2022-04,534.3641422149916
2022-05,536.7168708786612
2022-06,501.05226854321535
2022-07,499.8213942279884
2022-08,501.9080007660027
2022-09,443.0682283964937
2022-10,429.31169828854803
2022-11,492.986209391287
2022-12,486.056984487745
2023-01,524.4367386605016
2023-02,490.4310180420126
2023-03,505.2848151208904
2023-04,499.55857840320783
2023-05,491.16788196532923
2023-06,509.81743378188736
2023-07,541.5542836701421
