Date,JORDAN + EGYPT + MOROCCO
2011-07,1122.307321214919
2011-08,1084.7138918030428
2011-09,988.403011802626
2011-10,1051.9045799411062
2011-11,960.2595683156195
2011-12,885.1669577936307
2012-01,1049.7038425079688
2012-02,1162.0447602434306
2012-03,1121.393989333044
2012-04,1097.9971332288985
2012-05,1043.3044741114884
2012-06,1041.2787676951655
2012-07,1063.1937391134386
2012-08,1146.6869215575832
2012-09,1207.3130255653548
2012-10,1179.808082958022
2012-11,1055.0774470194044
2012-12,1110.2975599749923
2013-01,1098.0609393841312
2013-02,1069.2136856366733
2013-03,1015.5946701360529
2013-04,1020.8716687489739
2013-05,1038.7251866975153
2013-06,932.7424269100295
2013-07,1001.1510389234962
2013-08,948.8817255342022
2013-09,1012.7885479714674
2013-10,1113.4054036436225
2013-11,1093.5804857285218
2013-12,1137.6301075179003
2014-01,1176.500913300936
2014-02,1238.0681774796203
2014-03,1225.9164587828675
2014-04,1278.429036668276
2014-05,1257.8014751539224
2014-06,1221.620067541028
2014-07,1299.6177206482237
2014-08,1355.7976801069817
2014-09,1420.791004508534
2014-10,1366.0638492501384
2014-11,1349.6695579372847
2014-12,1300.549577602849
2015-01,1331.281197509461
2015-02,1305.940309439314
2015-03,1285.7873537037703
2015-04,1259.8321654099068
2015-05,1250.0884891746896
2015-06,1222.2711252275028
2015-07,1214.8306717093558
2015-08,1127.2367315477381
2015-09,1124.2484385066675
2015-10,1101.0005169146666
2015-11,1006.1160742180135
2015-12,1063.0500746292164
2016-01,971.1603646854593
2016-02,1000.6212496982499
2016-03,1071.497455389818
2016-04,1186.9002180307393
2016-05,1136.2554062097436
2016-06,1091.8026283827612
2016-07,1226.3865042564441
2016-08,1229.0798330521943
2016-09,1237.512295583499
2016-10,1310.6221953087163
2016-11,1096.6126516799168
2016-12,1176.795554503818
2017-01,1206.7908428670823
2017-02,1232.2017908483758
2017-03,1167.3895504952352
2017-04,1175.46957
2017-05,1225.565691
2017-06,1251.941077
2017-07,1279.018965
2017-08,1301.391784
2017-09,1268.261307
2017-10,1266.442628
2017-11,1280.828394
2017-12,1279.529633
2018-01,1336.280431
2018-02,1331.44655
2018-03,1389.803268
2018-04,1400.3157373707686
2018-05,1274.806373838779
2018-06,1270.9513920635936
2018-07,1251.323497675197
2018-08,1251.1369271460696
2018-09,1209.348306759697
2018-10,1143.3725455881445
2018-11,1151.4979744807533
2018-12,1156.8543234415881
2019-01,1208.4456973767883
2019-02,1211.6214805034408
2019-03,1188.8047775191328
2019-04,1256.8772032900365
2019-05,1225.1902232617215
2019-06,1277.2558441915364
2019-07,1292.914356580931
2019-08,1345.32948056932
2019-09,1322.790873769837
2019-10,1349.6247908266012
2019-11,1349.496995736381
2019-12,1406.8422574846963
2020-01,1442.4684732990984
2020-02,1402.2324835033119
2020-03,1044.9098586268904
2020-04,1092.4405700081102
2020-05,1100.9063015015167
2020-06,1125.0061678051777
2020-07,1145.6541573545019
2020-08,1202.6979141901936
2020-09,1178.2353758461672
2020-10,1179.2455097970744
2020-11,1216.9628982362551
2020-12,1244.0350199715276
2021-01,1297.79500494247
2021-02,1268.924466495155
2021-03,1218.2981341083478
2021-04,1248.5790909485909
2021-05,1263.5554419263633
2021-06,1255.236867905655
2021-07,1279.0879407776397
2021-08,1326.682682351467
2021-09,1319.6580646631305
2021-10,1402.2846134067481
2021-11,1348.373723342717
2021-12,1380.8851898014284
2022-01,1365.8789696099943
2022-02,1272.9821967457203
2022-03,1193.6075855426825
2022-04,1183.9435182020657
2022-05,1114.1728266585276
2022-06,1049.1263348770706
2022-07,1041.334529421075
2022-08,1038.8617140193157
2022-09,974.0980194759147
2022-10,930.8024408571289
2022-11,1025.0563368007508
2022-12,1038.289206124487
2023-01,1028.9326970709326
2023-02,1066.4961999741058
2023-03,1020.0049876712661
2023-04,1048.5186007614006
2023-05,1072.956777408029
2023-06,1121.9263547018809
2023-07,1165.9895834573754
