Date,ACWI ex BELGIUM
2010-03,1364.6096164946462
2010-04,1367.1187171139245
2010-05,1237.4183561428738
2010-06,1199.2358455759434
2010-07,1296.7087562736424
2010-08,1251.3924277800666
2010-09,1370.966810012277
2010-10,1420.4807652291697
2010-11,1389.4421197855193
2010-12,1491.2759123999942
2011-01,1514.6611914870264
2011-02,1558.7886732184934
2011-03,1557.170869702737
2011-04,1620.43201232329
2011-05,1585.7548321037887
2011-06,1560.9226416507004
2011-07,1535.6624154787448
2011-08,1423.4151809607247
2011-09,1289.0538562827455
2011-10,1427.4207657279385
2011-11,1384.6565836666546
2011-12,1381.878482952595
2012-01,1462.317952903896
2012-02,1535.682499492281
2012-03,1545.6462739417332
2012-04,1528.027679138101
2012-05,1390.9900016026738
2012-06,1459.3366456526628
2012-07,1479.3451865758846
2012-08,1511.2934684172087
2012-09,1558.9018246987628
2012-10,1548.5002001442788
2012-11,1568.0769088629943
2012-12,1603.6160859307222
2013-01,1677.596391452638
2013-02,1677.107897187914
2013-03,1707.7273980568164
2013-04,1756.6338675763498
2013-05,1751.9071202012635
2013-06,1700.8007782784216
2013-07,1781.9951087972163
2013-08,1744.8171324430364
2013-09,1834.8252417945532
2013-10,1908.4978980601832
2013-11,1935.7089382711742
2013-12,1968.9405327146583
2014-01,1890.3595261958926
2014-02,1981.326538348129
2014-03,1990.1868254131036
2014-04,2009.0183317802255
2014-05,2051.8148386985495
2014-06,2090.4940705943372
2014-07,2065.4031052121754
2014-08,2111.00066506762
2014-09,2042.4404031224915
2014-10,2057.072300237143
2014-11,2091.1164209963213
2014-12,2050.8561033785304
2015-01,2018.26034660189
2015-02,2130.6561629994317
2015-03,2097.8320930512505
2015-04,2158.8348456795015
2015-05,2156.01114713131
2015-06,2105.071726925675
2015-07,2123.2382633829943
2015-08,1977.702186832235
2015-09,1905.992270141124
2015-10,2055.4102359766803
2015-11,2037.9048012894882
2015-12,2001.0893104588172
2016-01,1880.0552531896587
2016-02,1867.7408667520451
2016-03,2006.122191223778
2016-04,2035.752443805243
2016-05,2038.1385314990098
2016-06,2025.8326457319138
2016-07,2113.417278956071
2016-08,2120.621389322707
2016-09,2133.292124657868
2016-10,2097.755338529508
2016-11,2114.2521017188838
2016-12,2159.9347792528883
2017-01,2219.214304407313
2017-02,2281.538941151989
2017-03,2309.29399821817
2017-04,2345.134146
2017-05,2396.678237
2017-06,2407.920754
2017-07,2474.696319
2017-08,2484.335195
2017-09,2532.333301
2017-10,2584.962272
2017-11,2635.425346
2017-12,2678.156999
2018-01,2829.271254
2018-02,2710.440673
2018-03,2652.259456
2018-04,2678.019280835566
2018-05,2681.889034889742
2018-06,2667.0520789347643
2018-07,2747.559442970733
2018-08,2769.663687804401
2018-09,2781.9900676686666
2018-10,2573.88161240623
2018-11,2611.4931807105377
2018-12,2427.73097
2019-01,2619.285262557766
2019-02,2689.3524521752533
2019-03,2723.0205018647375
2019-04,2814.9612581376514
2019-05,2648.164821036118
2019-06,2821.572492980878
2019-07,2829.3637297145065
2019-08,2762.482588504995
2019-09,2820.555247571525
2019-10,2898.4081017406465
2019-11,2969.2568539634617
2019-12,3073.8850633268203
2020-01,3040.146837189929
2020-02,2795.335367263718
2020-03,2418.139647362955
2020-04,2677.4329532544702
2020-05,2794.109144935145
2020-06,2883.256954393939
2020-07,3035.7528787537553
2020-08,3221.9124444384456
2020-09,3118.1321924533795
2020-10,3042.623274716233
2020-11,3416.852721832317
2020-12,3575.7082685021455
2021-01,3559.6278308380784
2021-02,3642.395016063635
2021-03,3739.83891565245
2021-04,3903.12160999234
2021-05,3963.598279952267
2021-06,4016.157309
2021-07,4044.091310927748
2021-08,4145.476067562604
2021-09,3974.2626604440875
2021-10,4177.303318514929
2021-11,4077.162101
2021-12,4240.053347502175
2022-01,4031.8242238499142
2022-02,3927.5311058541024
2022-03,4012.7191740888716
2022-04,3691.299248146721
2022-05,3695.8723674039506
2022-06,3384.0870746000764
2022-07,3620.991838392144
2022-08,3487.9951142160544
2022-09,3153.832130461975
2022-10,3344.0032238517815
2022-11,3603.2293477584244
2022-12,3460.794589353993
2023-01,3709.1152172675
2023-02,3602.587905480586
2023-03,3713.727641400172
2023-04,3767.1171512328065
2023-05,3727.710499330176
2023-06,3944.310678763093
2023-07,4088.3497738160745
