Date,WORLD ex EUROPE
1981-11,218.35109845
1981-12,214.34847648000002
1982-01,209.65886828
1982-02,195.80362786
1982-03,189.23011969
1982-04,199.40707606
1982-05,193.12295207
1982-06,186.18007174000002
1982-07,182.18940843000001
1982-08,198.52552229999998
1982-09,198.55726479
1982-10,214.91324932
1982-11,228.11675641
1982-12,237.99438257
1983-01,244.05473766
1983-02,248.19984262
1983-03,256.06719806
1983-04,273.71932815
1983-05,271.02268863
1983-06,280.30794952
1983-07,275.01052319
1983-08,278.07734787
1983-09,283.82823432
1983-10,279.77298136
1983-11,286.73094025
1983-12,290.68036184
1984-01,291.02257488
1984-02,283.11245639000003
1984-03,297.90993139
1984-04,297.44537208
1984-05,274.95899153
1984-06,277.93499452000003
1984-07,270.00617337
1984-08,297.96206036
1984-09,297.47172793
1984-10,301.10652572
1984-11,299.85443672
1984-12,306.90483639999997
1985-01,324.34559717
1985-02,327.83747346
1985-03,333.83974941
1985-04,330.51069486
1985-05,347.33947182
1985-06,353.9202361
1985-07,355.10058605
1985-08,354.04954279000003
1985-09,355.73843761
1985-10,369.27014468
1985-11,387.39209281
1985-12,405.77631136
1986-01,411.12818003
1986-02,444.47509916
1986-03,489.98293607
1986-04,493.33101414000004
1986-05,505.99968362
1986-06,525.60229616
1986-07,532.31697566
1986-08,574.7785443
1986-09,555.87155205
1986-10,542.28488775
1986-11,563.16805192
1986-12,573.27925816
1987-01,653.74498926
1987-02,674.57118674
1987-03,718.63029192
1987-04,764.63131028
1987-05,766.99702222
1987-06,759.94460071
1987-07,771.79622792
1987-08,829.17635913
1987-09,808.79072036
1987-10,676.12316214
1987-11,663.28239918
1987-12,688.9893928500001
1988-01,718.6386438999999
1988-02,759.92831559
1988-03,783.1677916
1988-04,791.532713
1988-05,775.17754209
1988-06,775.6539616700001
1988-07,793.41938909
1988-08,747.5786576300001
1988-09,776.65638573
1988-10,822.63385883
1988-11,856.12757284
1988-12,864.43675181
1989-01,895.41464413
1989-02,890.7215912500001
1989-03,881.44603354
1989-04,900.3578882200001
1989-05,884.6033905200001
1989-06,861.9785982999999
1989-07,957.95629067
1989-08,931.24092596
1989-09,960.2639490600001
1989-10,936.92630696
1989-11,969.96643324
1989-12,980.02106382
1990-01,920.46273272
1990-02,874.85866829
1990-03,799.36566646
1990-04,791.18824069
1990-05,881.1973288400001
1990-06,861.16396662
1990-07,857.78577246
1990-08,779.05493344
1990-09,700.35575684
1990-10,767.83155642
1990-11,747.00301656
1990-12,772.90015981
1991-01,801.6504955300001
1991-02,877.04773392
1991-03,863.46963114
1991-04,875.61810967
1991-05,892.96731119
1991-06,844.62387739
1991-07,877.626843
1991-08,867.72587625
1991-09,888.91097953
1991-10,915.2892799800001
1991-11,868.49472762
1991-12,929.63019165
1992-01,905.80977611
1992-02,882.55573522
1992-03,836.42056946
1992-04,833.90921465
1992-05,860.65964405
1992-06,825.9064105
1992-07,841.6219171700001
1992-08,871.40279864
1992-09,865.6046677100001
1992-10,856.48007739
1992-11,877.3189854
1992-12,879.27414312
1993-01,882.41522988
1993-02,907.00547733
1993-03,961.41322914
1993-04,1014.1635768900001
1993-05,1041.5810754
1993-06,1034.72611556
1993-07,1061.87805022
1993-08,1095.01960832
1993-09,1068.3422036700001
1993-10,1091.84597324
1993-11,1015.1973706900001
1993-12,1053.97467585
1994-01,1129.6810666
1994-02,1124.98341731
1994-03,1069.59462708
1994-04,1098.1309197
1994-05,1119.45827405
1994-06,1119.1104601700001
1994-07,1126.67515487
1994-08,1159.5732681700001
1994-09,1134.57384388
1994-10,1160.18078667
1994-11,1107.30310196
1994-12,1119.34608021
1995-01,1099.15481844
1995-02,1111.4257461
1995-03,1165.40526814
1995-04,1206.93361278
1995-05,1211.32285971
1995-06,1205.92979207
1995-07,1264.87817497
1995-08,1244.6229793300001
1995-09,1279.97237489
1995-10,1253.8375970700001
1995-11,1310.98237537
1995-12,1347.6553502900001
1996-01,1377.78128261
1996-02,1379.27480102
1996-03,1404.37685603
1996-04,1446.01762934
1996-05,1443.03796661
1996-06,1446.59210492
1996-07,1382.1425853800001
1996-08,1387.43474978
1996-09,1451.80793569
1996-10,1451.9885064
1996-11,1536.17586685
1996-12,1488.31043107
1997-01,1511.98196915
1997-02,1527.85900781
1997-03,1462.71594359
1997-04,1535.89804262
1997-05,1643.27358552
1997-06,1724.72684011
1997-07,1803.1692339147514
1997-08,1674.8101736846445
1997-09,1735.1386816278696
1997-10,1640.7101010664699
1997-11,1671.0530449245264
1997-12,1672.4056766284614
1998-01,1707.7519342220278
1998-02,1814.2288115228266
1998-03,1864.4498901319846
1998-04,1873.0303628311008
1998-05,1817.0438722476106
1998-06,1872.844876730025
1998-07,1847.281937084773
1998-08,1592.5321350413226
1998-09,1673.320851664856
1998-10,1833.2580789600866
1998-11,1947.7620669001344
1998-12,2047.8138910767818
1999-01,2123.888334982097
1999-02,2065.592617911834
1999-03,2184.0433734292887
1999-04,2280.0933729926555
1999-05,2209.1440832052954
1999-06,2343.5001218849457
1999-07,2322.463199241058
1999-08,2304.5724821962785
1999-09,2279.6510448952167
1999-10,2413.630145024431
1999-11,2482.3494694521964
1999-12,2657.791497481877
2000-01,2523.022547457208
2000-02,2470.5353378221093
2000-03,2697.403772886875
2000-04,2585.359365804422
2000-05,2498.114115532362
2000-06,2596.5126049057817
2000-07,2507.8993954948733
2000-08,2642.773363976776
2000-09,2494.455341669927
2000-10,2442.182005343766
2000-11,2269.537732356064
2000-12,2249.560659481261
2001-01,2314.2998286273837
2001-02,2122.1087382559595
2001-03,1991.4283818096485
2001-04,2140.7489417426964
2001-05,2149.4560231598657
2001-06,2088.005695380084
2001-07,2045.3148524954775
2001-08,1926.1226121446637
2001-09,1766.5956476605427
2001-10,1789.8873591366114
2001-11,1911.4857488505772
2001-12,1907.4366511116948
2002-01,1867.7722312135656
2002-02,1844.4916516593146
2002-03,1917.714680126958
2002-04,1830.5561585133648
2002-05,1837.5008531105184
2002-06,1705.5653359239898
2002-07,1581.6368006019438
2002-08,1585.6124492371976
2002-09,1425.190880971879
2002-10,1517.0379321660753
2002-11,1601.523141872424
2002-12,1515.5424995934306
2003-01,1480.1153453100144
2003-02,1463.4020175468206
2003-03,1465.4149558782392
2003-04,1568.4267100108036
2003-05,1652.52024333192
2003-06,1685.9789892776491
2003-07,1719.9347726085757
2003-08,1773.0211973151193
2003-09,1773.8073548759676
2003-10,1873.4866722836537
2003-11,1881.138571212389
2003-12,1983.675107031802
2004-01,2019.2128891068862
2004-02,2042.1933381465235
2004-03,2050.4189804017406
2004-04,1998.0044315850284
2004-05,2010.2046223786867
2004-06,2057.420029177233
2004-07,1985.9152920965946
2004-08,1997.7311585919228
2004-09,2018.2669852825127
2004-10,2057.806100386673
2004-11,2147.478560799142
2004-12,2225.442559812058
2005-01,2171.348145029241
2005-02,2222.1302796368295
2005-03,2184.929700297874
2005-04,2140.849148131068
2005-05,2192.710218734697
2005-06,2206.835068671881
2005-07,2282.472829443713
2005-08,2292.3183241255006
2005-09,2353.5955400949383
2005-10,2303.9818146303583
2005-11,2397.2240877755535
2005-12,2437.1185237728864
2006-01,2524.251506635332
2006-02,2517.9181193012164
2006-03,2554.446071036563
2006-04,2607.987228011036
2006-05,2510.9673886446876
2006-06,2506.1640018996986
2006-07,2511.3829992357214
2006-08,2569.98857394814
2006-09,2604.691628879013
2006-10,2692.7294936354947
2006-11,2744.553430085485
2006-12,2784.7437519477035
2007-01,2825.6913225103567
2007-02,2808.790966045064
2007-03,2835.5745468081386
2007-04,2931.5468113011398
2007-05,3029.324251653731
2007-06,2994.492556968961
2007-07,2926.8714001215894
2007-08,2940.028074806858
2007-09,3075.2777071146174
2007-10,3144.955899585653
2007-11,3002.0608096321143
2007-12,2970.552347290053
2008-01,2786.3422063450294
2008-02,2740.2038081445894
2008-03,2694.723533066946
2008-04,2846.5733577591054
2008-05,2905.6282819133307
2008-06,2684.358042248796
2008-07,2624.4383844864747
2008-08,2619.89951548185
2008-09,2347.634011774993
2008-10,1926.312485667189
2008-11,1804.6787369165436
2008-12,1846.9227454322836
2009-01,1703.634513710008
2009-02,1528.7113817988154
2009-03,1647.9725638186935
2009-04,1813.9332776694482
2009-05,1954.2577906805077
2009-06,1958.4661264814338
2009-07,2107.09185489817
2009-08,2173.6080637722353
2009-09,2253.6987953426246
2009-10,2207.1575134001237
2009-11,2309.6225972852385
2009-12,2354.166909262228
2010-01,2276.062380172458
2010-02,2342.631069798298
2010-03,2484.839542392821
2010-04,2513.9059663234752
2010-05,2299.78401047635
2010-06,2197.029826108501
2010-07,2343.8579724775173
2010-08,2255.803167233403
2010-09,2450.3223068628863
2010-10,2535.262375851128
2010-11,2540.381373996464
2010-12,2716.5085002633205
2011-01,2759.1999784835516
2011-02,2858.305731133249
2011-03,2828.308062468831
2011-04,2904.249657030012
2011-05,2859.5529868781277
2011-06,2818.389474208812
2011-07,2786.206674151326
2011-08,2624.3291919704493
2011-09,2422.095727588214
2011-10,2656.2594092560266
2011-11,2613.004448653709
2011-12,2626.3846582348647
2012-01,2761.4216976062353
2012-02,2881.3971888626634
2012-03,2939.0361924352196
2012-04,2918.300898749184
2012-05,2704.687596378372
2012-06,2816.3152387580803
2012-07,2854.097664389379
2012-08,2907.5556466243006
2012-09,2985.2642044705744
2012-10,2941.946994825543
2012-11,2965.105026293377
2012-12,3010.317576271933
2013-01,3154.919158718569
2013-02,3196.210868120707
2013-03,3301.655588297191
2013-04,3391.434916616287
2013-05,3390.906359409816
2013-06,3336.868522407975
2013-07,3487.5392935768655
2013-08,3402.4128138789238
2013-09,3544.92481365916
2013-10,3678.6726513175954
2013-11,3752.432842558525
2013-12,3830.0989961228147
2014-01,3690.5927921147204
2014-02,3842.9170171805554
2014-03,3865.993889703688
2014-04,3883.803708637699
2014-05,3976.428342914513
2014-06,4076.673498194208
2014-07,4045.230475205738
2014-08,4160.78671042359
2014-09,4063.3892391408467
2014-10,4136.907270635675
2014-11,4210.676167376686
2014-12,4181.514380374868
2015-01,4080.762799257085
2015-02,4314.052463147418
2015-03,4262.614274512137
2015-04,4333.922761817302
2015-05,4365.459158243421
2015-06,4275.0212878386565
2015-07,4332.646947131275
2015-08,4053.4047128607967
2015-09,3917.4522717925183
2015-10,4237.979449892525
2015-11,4235.765631830051
2015-12,4172.722578234544
2016-01,3931.3898729710395
2016-02,3915.5166258235827
2016-03,4187.6054073410905
2016-04,4242.420786769052
2016-05,4281.92326180062
2016-06,4279.356823305296
2016-07,4460.653065090115
2016-08,4461.466060191584
2016-09,4480.484140992315
2016-10,4411.808432425497
2016-11,4523.161218274662
2016-12,4594.4948266989795
2017-01,4709.963012035137
2017-02,4862.636610862559
2017-03,4872.695569241617
2017-04,4914.717576
2017-05,4977.189171
2017-06,5019.684791
2017-07,5130.524888
2017-08,5139.081848
2017-09,5237.274166
2017-10,5360.119016
2017-11,5509.179202
2017-12,5581.035484
2018-01,5873.562477
2018-02,5661.806361
2018-03,5521.677973
2018-04,5557.690511483639
2018-05,5660.058080086128
2018-06,5667.797071033276
2018-07,5841.401717176959
2018-08,5983.103287873392
2018-09,6019.799070099402
2018-10,5582.66401182343
2018-11,5677.967670215407
2018-12,5200.30935292759
2019-01,5622.205984772916
2019-02,5785.844194602644
2019-03,5873.088102199408
2019-04,6080.8523048147945
2019-05,5725.199732739892
2019-06,6100.475376548355
2019-07,6171.016141245938
2019-08,6052.461525832414
2019-09,6171.785050478964
2019-10,6317.937700487089
2019-11,6515.728720877409
2019-12,6695.3406305612125
2020-01,6688.503492344523
2020-02,6137.446193342565
2020-03,5344.262862403855
2020-04,5995.5627623720775
2020-05,6289.170636914542
2020-06,6434.145531795161
2020-07,6756.671919187553
2020-08,7249.730453900957
2020-09,6997.660343859924
2020-10,6825.136725616565
2020-11,7632.50142902759
2020-12,7947.648725079101
2021-01,7877.251534549819
2021-02,8081.2948136226205
2021-03,8354.676548963453
2021-04,8745.643454998652
2021-05,8815.849835436293
2021-06,9007.79471
2021-07,9167.812296447695
2021-08,9416.977035588861
2021-09,9039.548905642021
2021-10,9575.448644536997
2021-11,9429.411599123723
2021-12,9784.845306215213
2022-01,9251.418096692933
2022-02,9023.50770706728
2022-03,9328.200973267893
2022-04,8502.451452262965
2022-05,8496.48571165209
2022-06,7784.54177079913
2022-07,8452.99964605035
2022-08,8135.773688280216
2022-09,7369.503619455989
2022-10,7898.912746595695
2022-11,8376.504927580174
2022-12,7944.209137121791
2023-01,8477.54575789078
2023-02,8238.9554556487
2023-03,8507.536451863265
2023-04,8609.083769553077
2023-05,8622.697945622662
2023-06,9168.296754899251
2023-07,9482.158404916772
