Date,MSCI Emerging Markets Top 100 Select Index
2006-08,1731.6872293746248
2006-09,1722.0751020345108
2006-10,1788.2650547149651
2006-11,1927.7219187194573
2006-12,2024.1748850330182
2007-01,1973.0826473801578
2007-02,1957.3346029867812
2007-03,2041.512191586994
2007-04,2094.8968955384125
2007-05,2169.651881523746
2007-06,2298.115004601337
2007-07,2408.445027434413
2007-08,2383.3399347717445
2007-09,2660.414287717905
2007-10,2978.7123601808617
2007-11,2776.1396311594162
2007-12,2766.486190758864
2008-01,2429.5781293076725
2008-02,2623.2018371088943
2008-03,2506.45807962843
2008-04,2751.3175330986383
2008-05,2857.333930677378
2008-06,2602.8112400164364
2008-07,2424.6208865520066
2008-08,2213.866266338374
2008-09,1828.2725866095295
2008-10,1334.6635317138428
2008-11,1224.7752709167094
2008-12,1298.360835128211
2009-01,1212.709636659015
2009-02,1151.7471851939968
2009-03,1331.0499545352716
2009-04,1530.3002512110488
2009-05,1781.7361136514735
2009-06,1739.0851741682532
2009-07,1919.4318337668155
2009-08,1916.6223681317827
2009-09,2107.3169002018317
2009-10,2124.7793749929024
2009-11,2208.532608872253
2009-12,2280.4666540219664
2010-01,2120.2276813181793
2010-02,2126.829668176414
2010-03,2298.074243920545
2010-04,2327.836933121959
2010-05,2111.3997597377625
2010-06,2059.2244721293323
2010-07,2244.7741359743945
2010-08,2160.7428941623216
2010-09,2370.919531659481
2010-10,2446.479919762286
2010-11,2411.9677896085996
2010-12,2611.6891593480887
2011-01,2587.1013849845226
2011-02,2591.476797773007
2011-03,2720.888400966216
2011-04,2780.8952567288297
2011-05,2695.5416781120325
2011-06,2631.151299845661
2011-07,2603.9833165775012
2011-08,2376.302968281083
2011-09,2037.8320620563827
2011-10,2334.2403177064293
2011-11,2203.3056189845643
2011-12,2178.574856453076
2012-01,2418.9834241883123
2012-02,2547.547663901544
2012-03,2457.9235923976557
2012-04,2431.4339735351246
2012-05,2132.275143131497
2012-06,2201.517610488341
2012-07,2266.4125804061605
2012-08,2240.5567831719877
2012-09,2374.28570277054
2012-10,2360.162989383692
2012-11,2386.595453985012
2012-12,2513.4547993252595
2013-01,2541.000681467758
2013-02,2496.5385130884247
2013-03,2440.827101403675
2013-04,2455.220170014669
2013-05,2395.35455538477
2013-06,2243.18010267082
2013-07,2287.588875101327
2013-08,2305.8821514635306
2013-09,2464.4898350910757
2013-10,2579.6313411980527
2013-11,2569.2554397399836
2013-12,2526.078510252362
2014-01,2344.0239232806957
2014-02,2413.552814935812
2014-03,2466.340129554005
2014-04,2466.493348742239
2014-05,2567.0201811308457
2014-06,2652.0169328405746
2014-07,2712.261743247387
2014-08,2784.2610351454955
2014-09,2524.597154586947
2014-10,2576.226925896786
2014-11,2527.318208525868
2014-12,2406.473060660316
2015-01,2415.680611595198
2015-02,2514.3742518246827
2015-03,2480.7968547607456
2015-04,2728.5322077583405
2015-05,2596.4219343149757
2015-06,2554.3522701630795
2015-07,2337.0619132897614
2015-08,2122.2381168497463
2015-09,2046.9582293260025
2015-10,2226.959420757907
2015-11,2148.67810341891
2015-12,2076.4985725943693
2016-01,1916.847758553
2016-02,1912.0819347612041
2016-03,2179.7980631890146
2016-04,2187.989844471303
2016-05,2120.4766528721752
2016-06,2216.784233206619
2016-07,2332.0210303989816
2016-08,2435.1618850459186
2016-09,2498.59905848633
2016-10,2510.8115721114677
2016-11,2420.5693830416153
2016-12,2412.386290081404
2017-01,2567.710559667011
2017-02,2632.346602624486
2017-03,2691.0167674521776
2017-04,2759.7533282364843
2017-05,2852.142293048547
2017-06,2903.3714116161873
2017-07,3107.994754523105
2017-08,3191.54223394352
2017-09,3201.7301293089813
2017-10,3347.0284703331363
2017-11,3369.411927239423
2017-12,3432.978995580755
2018-01,3776.6880684615176
2018-02,3593.485808647165
2018-03,3531.4696344712324
2018-04,3493.531882962332
2018-05,3387.157100311364
2018-06,3268.484181152276
2018-07,3323.214190468346
2018-08,3217.4658777878926
2018-09,3223.719138576134
2018-10,2905.0141509916207
2018-11,2991.6046721009043
2018-12,2882.2575354569235
2019-01,3207.0194119763933
2019-02,3210.946301596344
2019-03,3239.9342818945743
2019-04,3347.9968816211826
2019-05,3030.4775678846345
2019-06,3276.0339447940137
2019-07,3261.3154626064816
2019-08,3092.6362299413713
2019-09,3172.5827152992
2019-10,3338.4440462350403
2019-11,3355.8944384201986
2019-12,3665.278916659511
2020-01,3482.3298897765426
2020-02,3340.0143661489965
2020-03,2899.3582971442615
2020-04,3120.213487860178
2020-05,3144.341704068762
2020-06,3406.4166791545567
2020-07,3772.683930569799
2020-08,3839.0988937203465
2020-09,3806.7632376088973
2020-10,3909.528403060471
2020-11,4288.234871070458
2020-12,4640.773367654062
2021-01,4886.750699333808
2021-02,4902.197142390622
2021-03,4775.585843459351
2021-04,4899.482111839164
2021-05,4941.236091330052
2021-06,4984.992492027122
2021-07,4549.573591152775
2021-08,4561.792379058116
2021-09,4302.979123993384
2021-10,4380.099706140895
2021-11,4182.116370142718
2021-12,4235.2138348319695
2022-01,4152.167506665156
2022-02,3886.5357708758443
2022-03,3672.691904663252
2022-04,3417.874053887102
2022-05,3501.053951046688
2022-06,3269.0449149432898
2022-07,3187.4122715926023
2022-08,3177.9027123401165
2022-09,2718.7904489162247
2022-10,2519.739722132859
2022-11,3082.7361818294394
2022-12,3062.70158503016
2023-01,3466.77276362523
2023-02,3181.115915688746
2023-03,3332.4366647345314
2023-04,3185.9237715766662
2023-05,3176.6740404816583
2023-06,3311.397938270747
2023-07,3530.853221647536
