Date,ACWI ex CHINA
2020-03,2389.625023505307
2020-04,2651.008613009754
2020-05,2772.6302289060327
2020-06,2853.2940030890877
2020-07,2997.9823142027517
2020-08,3182.196770962856
2020-09,3078.7325872372157
2020-10,2990.843178516132
2020-11,3376.5270250978397
2020-12,3536.7984587756646
2021-01,3505.7590641950615
2021-02,3593.8141066900625
2021-03,3708.157007815924
2021-04,3876.0346485100335
2021-05,3937.83616420648
2021-06,3992.219519
2021-07,4049.306737398025
2021-08,4155.03822099218
2021-09,3984.9803053544624
2021-10,4191.679328253846
2021-11,4096.954131888286
2021-12,4272.6896077020165
2022-01,4059.7005321623706
2022-02,3956.910747029357
2022-03,4057.990069971052
2022-04,3727.708996354306
2022-05,3730.653951610483
2022-06,3395.420830725469
2022-07,3656.6064229564167
2022-08,3516.818700500967
2022-09,3186.8741659989932
2022-10,3405.5315446860413
2022-11,3648.594536546276
2022-12,3493.5777403719167
2023-01,3737.916792456089
2023-02,3641.85742219128
2023-03,3752.24142679176
2023-04,3815.3416824934625
2023-05,3784.2027714001856
2023-06,4006.1818966236656
2023-07,4143.762243810861
