Date,ACWI ex GREECE
2015-08,1978.945150539269
2015-09,1907.233589662703
2015-10,2056.9050622900995
2015-11,2040.0501482018708
2015-12,2003.2392043950815
2016-01,1882.570183701981
2016-02,1869.6842718095252
2016-03,2008.1314801121764
2016-04,2037.7590977737239
2016-05,2040.2336732146648
2016-06,2028.1108222221342
2016-07,2115.500420435581
2016-08,2122.6150169213497
2016-09,2135.6693348208696
2016-10,2099.383100349862
2016-11,2115.2693788747374
2016-12,2160.9686860167167
2017-01,2220.1451074439506
2017-02,2282.4208159819877
2017-03,2310.3399341322724
2017-04,2346.266358
2017-05,2397.973257
2017-06,2408.826081
2017-07,2476.163809
2017-08,2485.642267
2017-09,2533.839748
2017-10,2586.495471
2017-11,2636.587962
2017-12,2678.959904
2018-01,2830.032954
2018-02,2711.223639
2018-03,2653.261262
2018-04,2678.4522368939934
2018-05,2682.0132186478436
2018-06,2667.4461030673474
2018-07,2747.9189699877634
2018-08,2769.6121209713265
2018-09,2781.7491005485376
2018-10,2573.2938910628995
2018-11,2610.968112502179
2018-12,2427.054605
2019-01,2618.7083649156284
2019-02,2688.73118800325
2019-03,2722.546152184712
2019-04,2814.4544208684183
2019-05,2647.4090496719805
2019-06,2820.7608771842697
2019-07,2829.0262968140028
2019-08,2761.945920525364
2019-09,2820.061614737147
2019-10,2897.192221393952
2019-11,2967.926295098418
2019-12,3072.4496730665505
2020-01,3038.554615444615
2020-02,2793.2777074685505
2020-03,2416.2778716606103
2020-04,2675.1320699006305
2020-05,2791.4743364254505
2020-06,2880.6989711860774
2020-07,3033.040559494218
2020-08,3218.6966671297373
2020-09,3114.9307611798586
2020-10,3039.2667564572666
2020-11,3413.8189062669426
2020-12,3572.3266740270756
2021-01,3556.12373552373
2021-02,3638.473522980542
2021-03,3735.646825814274
2021-04,3898.963907994715
2021-05,3959.624113424015
2021-06,4011.834136
2021-07,4039.483245675883
2021-08,4140.561989175302
2021-09,3969.5070400899463
2021-10,4172.17535962721
2021-11,4071.746578
2021-12,4234.6185321613575
2022-01,4026.53248788503
2022-02,3922.5316319881836
2022-03,4007.546179553812
2022-04,3686.7046836648233
2022-05,3691.0476451026993
2022-06,3379.9675530466425
2022-07,3616.024478006169
2022-08,3482.8843970447047
2022-09,3149.4701852199178
2022-10,3339.460230095282
2022-11,3598.474922917184
2022-12,3456.7682292978902
2023-01,3704.4743142859847
2023-02,3598.1375226310697
2023-03,3709.216883795344
2023-04,3762.49399613748
2023-05,3722.0396694897663
2023-06,3938.0737886435163
2023-07,4082.2016745660458
