Date,NORDIC COUNTRIES
1987-09,1215.365731
1987-10,1014.505507
1987-11,941.449873
1987-12,976.363748
1988-01,1021.402379
1988-02,1062.248908
1988-03,1138.139309
1988-04,1163.889
1988-05,1201.727588
1988-06,1168.542892
1988-07,1179.52611
1988-08,1107.604596
1988-09,1158.151617
1988-10,1269.010379
1988-11,1327.55038
1988-12,1389.521839
1989-01,1442.376111
1989-02,1477.226197
1989-03,1526.280708
1989-04,1578.571763
1989-05,1533.956
1989-06,1616.464283
1989-07,1765.553294
1989-08,1703.413812
1989-09,1688.796401
1989-10,1608.825346
1989-11,1630.048119
1989-12,1802.222224
1990-01,1844.360754
1990-02,1810.333918
1990-03,1779.749035
1990-04,1747.087999
1990-05,1919.145448
1990-06,1969.471928
1990-07,2091.451533
1990-08,1876.967505
1990-09,1568.816492
1990-10,1629.743469
1990-11,1551.632997
1990-12,1530.445696
1991-01,1642.804561
1991-02,1787.130581
1991-03,1713.3568
1991-04,1620.787114
1991-05,1716.603801
1991-06,1635.721788
1991-07,1725.897743
1991-08,1713.941341
1991-09,1683.918731
1991-10,1638.950042
1991-11,1545.382283
1991-12,1636.3656194999999
1992-01,1648.9777582
1992-02,1577.6697273
1992-03,1580.7394064
1992-04,1585.7470719
1992-05,1706.8324565
1992-06,1628.0873072
1992-07,1587.3467729
1992-08,1463.582297
1992-09,1341.2099488
1992-10,1254.3462551
1992-11,1349.5050268999998
1992-12,1322.8114667999998
1993-01,1339.695198
1993-02,1350.100683
1993-03,1393.052983
1993-04,1524.1592019999998
1993-05,1615.8055259999999
1993-06,1543.559202
1993-07,1571.697866
1993-08,1701.558346
1993-09,1727.712949
1993-10,1882.115994732258
1993-11,1721.286397026647
1993-12,1865.1215457907642
1994-01,2155.408898778379
1994-02,2107.500091235489
1994-03,2003.7998810746328
1994-04,2117.0680035064006
1994-05,2053.9143522651434
1994-06,2007.8845625387332
1994-07,2161.4536720709257
1994-08,2149.6847690073637
1994-09,2144.291412868676
1994-10,2311.345266706083
1994-11,2214.5810543606203
1994-12,2240.317527639667
1995-01,2252.493768584166
1995-02,2277.878194307325
1995-03,2242.4329137843456
1995-04,2435.317959181778
1995-05,2487.611576203091
1995-06,2607.5204722901153
1995-07,2800.559903015883
1995-08,2705.415389922108
1995-09,2929.10443761095
1995-10,2772.857270720598
1995-11,2814.1590935849345
1995-12,2733.378201861409
1996-01,2706.2460869504953
1996-02,2855.8261014390464
1996-03,2884.6674828121795
1996-04,2883.717161641134
1996-05,2998.3492827130044
1996-06,3018.3065299148097
1996-07,2946.587293194585
1996-08,3128.4466579441655
1996-09,3204.382695543116
1996-10,3326.681001547184
1996-11,3531.8838550259497
1996-12,3621.96215799357
1997-01,3754.0400171554134
1997-02,3711.521256784913
1997-03,3844.2380502119595
1997-04,3627.918308757086
1997-05,3870.8872136626865
1997-06,4117.138776223154
1997-07,4347.335113642867
1997-08,4121.6859519251275
1997-09,4648.183754967116
1997-10,4290.70996999027
1997-11,4285.956247529801
1997-12,4238.214331633441
1998-01,4316.014832832535
1998-02,4694.795534823203
1998-03,5051.670952388945
1998-04,5321.152954091491
1998-05,5375.474438234185
1998-06,5373.04798582923
1998-07,5504.133150302105
1998-08,4588.20005834306
1998-09,4364.3734113726205
1998-10,4743.690423369407
1998-11,4978.714221922859
1998-12,5223.673139437736
1999-01,5534.533426118991
1999-02,5269.49167491215
1999-03,5551.196072624356
1999-04,5772.3329887945665
1999-05,5565.92874937553
1999-06,6093.122293144132
1999-07,6313.946918154413
1999-08,6248.745835825132
1999-09,6395.4809831716575
1999-10,7131.953038418857
1999-11,8060.45485691203
1999-12,9768.46226960215
2000-01,9695.952906353423
2000-02,10987.168011133324
2000-03,10985.172469391808
2000-04,10944.351631294987
2000-05,10385.859189384113
2000-06,10271.7223003341
2000-07,9607.238263416757
2000-08,9554.716689260918
2000-09,8646.99942000433
2000-10,8309.594461359004
2000-11,7932.332674644971
2000-12,8308.590405448098
2001-01,8112.919841507658
2001-02,6518.8962198961
2001-03,5760.616134828388
2001-04,6813.1353515369765
2001-05,6365.534645640012
2001-06,5747.0667849433075
2001-07,5754.451791654016
2001-08,5143.791649261544
2001-09,4613.84657208034
2001-10,5137.9919282361025
2001-11,5639.350796241935
2001-12,5893.567916516958
2002-01,5420.061140352966
2002-02,5401.058454095809
2002-03,5570.61682114318
2002-04,4982.28821984437
2002-05,4874.44820149434
2002-06,4842.641767421602
2002-07,4174.523951784204
2002-08,4240.80899874997
2002-09,3761.083915523937
2002-10,4335.231523078086
2002-11,4852.147240126381
2002-12,4370.375726721649
2003-01,4127.925025819748
2003-02,3996.887179605843
2003-03,4048.9938073632534
2003-04,4801.15119374323
2003-05,5061.189138215406
2003-06,4966.632874496157
2003-07,5057.212174926566
2003-08,5275.271055052322
2003-09,5298.075832372925
2003-10,5789.895078712704
2003-11,6002.948239052304
2003-12,6265.891431577882
2004-01,6676.756603345192
2004-02,7086.208522692745
2004-03,6883.580863080903
2004-04,6333.757506376839
2004-05,6400.157131784128
2004-06,6647.200377756433
2004-07,6247.044469473881
2004-08,6345.263129724974
2004-09,6905.542597673826
2004-10,7121.957395378438
2004-11,7899.108418013813
2004-12,7985.642766165984
2005-01,7676.804992415244
2005-02,8250.897672800129
2005-03,8027.2285807082735
2005-04,7862.852479738855
2005-05,8126.907517289577
2005-06,8222.337840638304
2005-07,8532.345654661429
2005-08,8711.089834000977
2005-09,9035.271615784233
2005-10,8582.117531858614
2005-11,8701.912172622899
2005-12,9235.137350377467
2006-01,9754.93158556025
2006-02,9845.669750698413
2006-03,10742.774747193775
2006-04,11373.487170768178
2006-05,10703.950621491695
2006-06,10554.615979757695
2006-07,10496.79391518496
2006-08,10861.708759378807
2006-09,10918.45367934199
2006-10,11546.159110316228
2006-11,12126.215551520481
2006-12,12861.029925434614
2007-01,13190.235141300724
2007-02,12993.964609247963
2007-03,13716.310617880663
2007-04,14975.685847169287
2007-05,15226.431608647275
2007-06,15225.019689973813
2007-07,15335.697619866913
2007-08,15155.586617618868
2007-09,16546.36388742952
2007-10,16759.192645336094
2007-11,15873.445498191959
2007-12,15592.333098192295
2008-01,13707.607582012708
2008-02,14695.340545352177
2008-03,14613.64773292715
2008-04,15070.384904431543
2008-05,15559.818421309008
2008-06,13766.251278704673
2008-07,13439.517544338822
2008-08,12786.388257084478
2008-09,9908.048553476374
2008-10,7410.693587871535
2008-11,6870.066840039968
2008-12,7247.506058012053
2009-01,6571.936645025808
2009-02,5959.216796880999
2009-03,6483.639696114214
2009-04,7933.197127314229
2009-05,8794.916181292463
2009-06,8589.52872139496
2009-07,9509.307631229287
2009-08,10094.12287502202
2009-09,10406.73469193844
2009-10,10443.52576600705
2009-11,10670.491506232294
2009-12,10658.551819775148
2010-01,10520.416325866272
2010-02,10508.72981093556
2010-03,11376.826226930216
2010-04,11551.922418950473
2010-05,9967.672712483405
2010-06,9952.938198562648
2010-07,11178.918014854495
2010-08,10597.312490618153
2010-09,12382.498654550249
2010-10,12637.607422043875
2010-11,11963.30184275727
2010-12,13329.76235753978
2011-01,13688.619569019154
2011-02,13763.569903036629
2011-03,14073.264792684273
2011-04,15099.510449886275
2011-05,14381.015893610445
2011-06,13684.970958026232
2011-07,13027.609755409825
2011-08,11746.492290345712
2011-09,10213.652617833144
2011-10,11683.728161568908
2011-11,11221.102053217277
2011-12,10943.733599781284
2012-01,11533.480922561079
2012-02,12886.702377189027
2012-03,12637.52444175123
2012-04,12392.180698330209
2012-05,10612.952609208478
2012-06,11435.801242683032
2012-07,12017.457037783632
2012-08,12308.75048129959
2012-09,12719.70169367599
2012-10,12559.694725823449
2012-11,12906.555068424377
2012-12,13360.001848824219
2013-01,14472.15428152325
2013-02,14357.643136710285
2013-03,14177.590990723747
2013-04,14590.618798597869
2013-05,14368.388690214671
2013-06,13494.827888962722
2013-07,14776.866943819337
2013-08,14553.751648321695
2013-09,15596.137437311609
2013-10,15951.986479517287
2013-11,16211.121094071634
2013-12,16718.030099852473
2014-01,16143.700691784685
2014-02,17647.513643562685
2014-03,17505.06169347365
2014-04,17706.260540411993
2014-05,17907.66365238834
2014-06,17898.733314476187
2014-07,17408.914765469064
2014-08,17389.697437336363
2014-09,16977.967028950778
2014-10,16515.393348503247
2014-11,16599.124122994603
2014-12,15761.840766648165
2015-01,16052.42201875298
2015-02,17146.795886804164
2015-03,16882.612473016998
2015-04,17446.71523169516
2015-05,17252.83528630631
2015-06,16708.37297850234
2015-07,17117.751678986297
2015-08,15981.923056572285
2015-09,15394.341709170567
2015-10,16080.63896855517
2015-11,16206.023198576904
2015-12,16077.52176731409
2016-01,15102.390801621292
2016-02,14943.54722258222
2016-03,15894.224153387695
2016-04,16202.151535996334
2016-05,16047.368547366292
2016-06,15465.385470140938
2016-07,16040.936109860253
2016-08,15830.652965793859
2016-09,15940.500374535417
2016-10,15101.107375506492
2016-11,14730.964273688474
2016-12,15413.277885588861
2017-01,16101.003278250604
2017-02,16110.27354512477
2017-03,16545.759506427185
2017-04,17401.883674
2017-05,18238.150057
2017-06,18313.984828
2017-07,18889.926085
2017-08,19255.141598
2017-09,19609.588139
2017-10,19612.06359
2017-11,19196.983096
2017-12,19358.79269
2018-01,20388.726008
2018-02,19779.911242
2018-03,19362.283329
2018-04,19323.604323841017
2018-05,18922.80353513313
2018-06,18754.412045887242
2018-07,19546.330802674744
2018-08,19506.25986398018
2018-09,19691.467339940802
2018-10,17803.476688566243
2018-11,17587.689062035945
2018-12,17022.43798556643
2019-01,17975.80599331151
2019-02,18483.06510975342
2019-03,18544.389003147528
2019-04,19000.599252986205
2019-05,17783.435745751918
2019-06,19079.078417256984
2019-07,18454.621538742493
2019-08,18065.6787999257
2019-09,18488.79485694254
2019-10,19233.615594531486
2019-11,19428.978124896334
2019-12,20419.018373572777
2020-01,20190.308204926132
2020-02,18790.069144045214
2020-03,16700.724026505013
2020-04,18130.379942401196
2020-05,19496.132186224462
2020-06,19936.878454548973
2020-07,21761.71694263862
2020-08,22964.893731909844
2020-09,22712.232009408526
2020-10,21663.495634755996
2020-11,24773.02264548929
2020-12,25891.06738636293
2021-01,25896.393245800038
2021-02,26244.57494946918
2021-03,27101.432768336348
2021-04,28523.579595489042
2021-05,29602.1314207194
2021-06,29396.89574182403
2021-07,30706.946154441684
2021-08,30982.580218236533
2021-09,29350.1925937381
2021-10,30866.440314863652
2021-11,28994.61624865059
2021-12,30843.82328729087
2022-01,27988.85715099649
2022-02,26898.770030915537
2022-03,27736.682879377353
2022-04,26169.04112303944
2022-05,25858.608928279522
2022-06,23195.82589405481
2022-07,25200.768445839025
2022-08,23332.643372891966
2022-09,20762.126777270198
2022-10,22410.426206845335
2022-11,24875.80709546762
2022-12,25410.163840671215
2023-01,26336.069451330404
2023-02,26758.3053416985
2023-03,27372.61160886942
2023-04,28298.101872545856
2023-05,26369.1561437877
2023-06,27118.73113097889
2023-07,27563.690725445616
