Date,EASEA INDEX (EAFE ex JAPAN)
1985-12,391.379
1986-01,400.379
1986-02,441.428
1986-03,475.258
1986-04,519.054
1986-05,477.772287
1986-06,494.421342
1986-07,487.859611
1986-08,540.511238
1986-09,512.162734
1986-10,522.320078
1986-11,547.41496
1986-12,563.916651
1987-01,587.874013
1987-02,614.712514
1987-03,643.876786
1987-04,667.985106
1987-05,669.818222
1987-06,689.882053
1987-07,718.887327
1987-08,729.519588
1987-09,737.299876
1987-10,572.927442
1987-11,552.097509
1987-12,584.079396
1988-01,562.074481
1988-02,591.150754
1988-03,613.203648
1988-04,626.676388
1988-05,621.486259
1988-06,617.344034
1988-07,621.752605
1988-08,592.784861
1988-09,619.309099
1988-10,674.569641
1988-11,681.481548
1988-12,685.049118
1989-01,715.484426
1989-02,701.303968
1989-03,707.164418
1989-04,727.224265
1989-05,690.480001
1989-06,712.016389
1989-07,793.555748
1989-08,788.435174
1989-09,802.910833
1989-10,753.193683
1989-11,790.029295
1989-12,869.362163
1990-01,866.654025
1990-02,846.864052
1990-03,856.306353
1990-04,831.264605
1990-05,900.006073
1990-06,931.22969
1990-07,971.51881
1990-08,877.402193
1990-09,776.457512
1990-10,833.649812
1990-11,840.350484
1990-12,829.320494
1991-01,859.318959
1991-02,935.123972
1991-03,881.052857
1991-04,876.029913
1991-05,899.228589
1991-06,831.750441
1991-07,888.217598
1991-08,901.087846
1991-09,925.985225
1991-10,912.686411
1991-11,892.711647
1991-12,956.4312650999999
1992-01,958.6943071999999
1992-02,965.5537181999999
1992-03,935.0210182
1992-04,985.6477718
1992-05,1043.0716186
1992-06,1024.7219355
1992-07,989.4264419
1992-08,979.1497949999999
1992-09,962.9407586
1992-10,908.0509644
1992-11,905.1991822
1992-12,924.0815888
1993-01,926.304905
1993-02,945.2278289999999
1993-03,989.071684
1993-04,1014.909687
1993-05,1030.319882
1993-06,1012.5551300000001
1993-07,1021.245286
1993-08,1108.7289389999999
1993-09,1109.352056
1993-10,1177.9500832446502
1993-11,1150.7120594502492
1993-12,1265.8062396317016
1994-01,1309.7227876488075
1994-02,1259.9014578089682
1994-03,1205.3503005197797
1994-04,1256.2917521647282
1994-05,1219.8228699444385
1994-06,1199.090959180366
1994-07,1261.9327142617637
1994-08,1310.110790736109
1994-09,1261.4070514118262
1994-10,1309.692792045394
1994-11,1249.2412925215413
1994-12,1251.602251411484
1995-01,1224.6335193109965
1995-02,1266.3944403961104
1995-03,1317.3000200171011
1995-04,1355.2543606415431
1995-05,1393.4670626577047
1995-06,1399.8183470279719
1995-07,1470.1778316830505
1995-08,1416.2349478605379
1995-09,1454.8600835618956
1995-10,1444.855322256117
1995-11,1455.458142980819
1995-12,1503.3245075954837
1996-01,1527.45349047749
1996-02,1554.428678668081
1996-03,1573.2217287865865
1996-04,1589.8771906187371
1996-05,1597.27526414608
1996-06,1606.6375485853034
1996-07,1576.1039685391088
1996-08,1626.7883664303333
1996-09,1662.2370567181595
1996-10,1701.9329993083797
1996-11,1788.9381069575932
1996-12,1818.4074058807107
1997-01,1818.9449361439638
1997-02,1843.263062274797
1997-03,1879.0403264248393
1997-04,1865.193856070172
1997-05,1950.3429737021104
1997-06,2039.417474424939
1997-07,2119.7718177977863
1997-08,1973.3158837397864
1997-09,2147.870185464633
1997-10,1997.1842243122994
1997-11,2017.7886521180285
1997-12,2084.366763021434
1998-01,2149.202066250271
1998-02,2332.289523104027
1998-03,2479.5373190399373
1998-04,2507.6900354951413
1998-05,2530.986961079706
1998-06,2545.922419959028
1998-07,2587.144445100419
1998-08,2260.201877938631
1998-09,2188.9995916577086
1998-10,2381.279158369852
1998-11,2506.7735257342656
1998-12,2606.1730163986244
1999-01,2591.733433180503
1999-02,2528.656933635574
1999-03,2568.7168520782197
1999-04,2671.8562307824945
1999-05,2538.2586044124782
1999-06,2595.0413135771673
1999-07,2614.935746345441
1999-08,2634.042351693835
1999-09,2611.3690187303446
1999-10,2703.5085268368634
1999-11,2788.647395557725
1999-12,3069.2628321408133
2000-01,2850.729698707701
2000-02,2986.3339741976315
2000-03,3054.7823549920467
2000-04,2920.582935876929
2000-05,2877.73006381161
2000-06,2960.1097668826396
2000-07,2915.4857128590643
2000-08,2886.900403265548
2000-09,2747.226006852846
2000-10,2715.98538200948
2000-11,2617.895993373669
2000-12,2794.9272864518325
2001-01,2802.7518871267184
2001-02,2568.4777448010263
2001-03,2368.6121738058205
2001-04,2534.370119158892
2001-05,2418.654687640125
2001-06,2334.5589533561633
2001-07,2334.414944571864
2001-08,2275.0622530821656
2001-09,2039.2061476705346
2001-10,2108.427650928641
2001-11,2202.08732622803
2001-12,2260.0221639489646
2002-01,2154.2381809402877
2002-02,2151.245619929285
2002-03,2265.8943987609523
2002-04,2251.0518295886727
2002-05,2249.056142148548
2002-06,2167.3890014939625
2002-07,1935.7094452965025
2002-08,1936.0629753134174
2002-09,1693.144409071294
2002-10,1849.8542371927226
2002-11,1936.2528610184263
2002-12,1867.0572040251805
2003-01,1788.520899070898
2003-02,1733.5998138160417
2003-03,1712.0969744831978
2003-04,1929.0135820716916
2003-05,2051.525582407096
2003-06,2076.47627787207
2003-07,2118.021830390474
2003-08,2123.845097154724
2003-09,2171.7394910308085
2003-10,2317.8757622650737
2003-11,2405.6368627382526
2003-12,2599.3876204496482
2004-01,2633.347672796101
2004-02,2712.8458305989902
2004-03,2635.65062166792
2004-04,2601.82494562785
2004-05,2640.485832365439
2004-06,2672.812768892288
2004-07,2608.686632549912
2004-08,2617.9295528355287
2004-09,2726.4194239410385
2004-10,2825.6738351093154
2004-11,3034.9465957930074
2004-12,3161.8029740661027
2005-01,3108.1360803186417
2005-02,3262.071811785065
2005-03,3176.121792944528
2005-04,3103.3306192826794
2005-05,3112.96911264674
2005-06,3166.838737261259
2005-07,3282.1658483686824
2005-08,3325.3916386174687
2005-09,3417.064765268701
2005-10,3299.039971183214
2005-11,3360.6070965011295
2005-12,3473.7448386266533
2006-01,3700.1965545822904
2006-02,3699.873469710082
2006-03,3831.5420711742922
2006-04,4038.9480120038766
2006-05,3913.915078643738
2006-06,3927.8063276006555
2006-07,3986.370400020852
2006-08,4111.911368467037
2006-09,4141.743491277258
2006-10,4330.3850545442165
2006-11,4489.544036403871
2006-12,4639.1116904786495
2007-01,4668.214368096162
2007-02,4661.968514002281
2007-03,4835.969654591867
2007-04,5140.671252643462
2007-05,5232.329056416684
2007-06,5244.662141508423
2007-07,5148.97119292435
2007-08,5087.891982696036
2007-09,5401.9846724990775
2007-10,5675.170359374189
2007-11,5467.880346223382
2007-12,5368.542213531159
2008-01,4810.337049819247
2008-02,4888.717458683082
2008-03,4875.593472689191
2008-04,5117.5670262742615
2008-05,5146.832858599998
2008-06,4707.19688103885
2008-07,4558.648147502843
2008-08,4372.971268429629
2008-09,3702.1908570164233
2008-10,2898.3425982975086
2008-11,2704.381724982611
2008-12,2848.139477111498
2009-01,2539.511103745839
2009-02,2298.067459227857
2009-03,2476.8588763502953
2009-04,2819.496603266375
2009-05,3166.5148858385646
2009-06,3125.881671097364
2009-07,3459.432474723105
2009-08,3663.095836893219
2009-09,3863.1594913303593
2009-10,3828.0689194014662
2009-11,3935.962722437439
2009-12,3999.7031412109495
2010-01,3757.8889110252408
2010-02,3712.8623968053157
2010-03,3958.147751627608
2010-04,3867.533736014212
2010-05,3383.4084783917756
2010-06,3360.1579018784523
2010-07,3739.0752237954534
2010-08,3614.189699883331
2010-09,4022.544498163348
2010-10,4184.787482041374
2010-11,3907.3669187575993
2010-12,4229.108011546969
2011-01,4355.688735530671
2011-02,4484.043882826127
2011-03,4471.423697269358
2011-04,4802.666178943971
2011-05,4645.66078736567
2011-06,4556.933902668092
2011-07,4425.844017908723
2011-08,4015.6608077806827
2011-09,3547.149264236649
2011-10,3994.6068210896033
2011-11,3796.2147722899404
2011-12,3742.072340604368
2012-01,3950.0631721810723
2012-02,4184.166622483954
2012-03,4144.177787335547
2012-04,4077.2288249083954
2012-05,3580.4870738427535
2012-06,3850.5060896597456
2012-07,3931.9291811912817
2012-08,4073.3159586447723
2012-09,4200.32793714787
2012-10,4263.803032168766
2012-11,4367.302022172162
2012-12,4484.533679036563
2013-01,4739.050738834724
2013-02,4651.9136767952805
2013-03,4641.124474908394
2013-04,4838.314131204923
2013-05,4766.268806344169
2013-06,4528.264209520631
2013-07,4829.080804056172
2013-08,4776.290798964988
2013-09,5116.749222926159
2013-10,5336.276351299004
2013-11,5366.8654548051645
2013-12,5457.220888140717
2014-01,5235.030064024075
2014-02,5610.836856457043
2014-03,5584.185342355158
2014-04,5720.224935866733
2014-05,5780.521121292241
2014-06,5776.861462062415
2014-07,5626.203279905627
2014-08,5647.388790825456
2014-09,5384.91964097596
2014-10,5304.5797945038175
2014-11,5391.648507061089
2014-12,5176.114385663244
2015-01,5175.684065227741
2015-02,5483.806578342055
2015-03,5354.275464037904
2015-04,5581.249810703553
2015-05,5523.611160567864
2015-06,5349.042559370472
2015-07,5485.6027498085905
2015-08,5057.386498031618
2015-09,4826.432438702447
2015-10,5171.833455924558
2015-11,5082.8409867889995
2015-12,4988.885436088306
2016-01,4643.282100513328
2016-02,4570.8437805841695
2016-03,4892.177700841632
2016-04,5008.853164076841
2016-05,4965.258052765678
2016-06,4785.263819786855
2016-07,5007.266533587318
2016-08,5005.9233710982935
2016-09,5061.425091572155
2016-10,4904.310696213402
2016-11,4813.415148899214
2016-12,5016.704926591341
2017-01,5149.140802458372
2017-02,5227.92120836141
2017-03,5423.718670914296
2017-04,5586.510476
2017-05,5802.649324
2017-06,5770.8421
2017-07,5952.505628
2017-08,5950.546837
2017-09,6108.074003
2017-10,6144.124511
2017-11,6171.318571
2017-12,6288.304112
2018-01,6612.368709
2018-02,6251.196673
2018-03,6144.921591
2018-04,6317.598025257535
2018-05,6149.787451032821
2018-06,6100.35728220954
2018-07,6290.314936300845
2018-08,6127.094590538195
2018-09,6138.001683158129
2018-10,5659.510563562462
2018-11,5642.706026370186
2018-12,5402.6814520767675
2019-01,5766.168237824778
2019-02,5961.939064960221
2019-03,6000.5356307795
2019-04,6196.190968562713
2019-05,5882.27130902466
2019-06,6272.265921897556
2019-07,6165.230646909402
2019-08,5974.794712582408
2019-09,6123.114821541665
2019-10,6318.015775055805
2019-11,6401.113162230596
2019-12,6633.799697800529
2020-01,6479.533688278766
2020-02,5895.989885715484
2020-03,4988.873167186102
2020-04,5330.281886657913
2020-05,5533.024952371502
2020-06,5788.815792358052
2020-07,6000.993892071791
2020-08,6261.555730074895
2020-09,6024.171405495927
2020-10,5733.381804632226
2020-11,6684.323913804118
2020-12,7007.0442293912665
2021-01,6930.861428918938
2021-02,7103.549667805541
2021-03,7296.369278163957
2021-04,7625.211531899426
2021-05,7914.89956721696
2021-06,7806.083183853207
2021-07,7912.371197481568
2021-08,8021.621609216421
2021-09,7653.611557072783
2021-10,7984.179141888713
2021-11,7560.5854631789925
2021-12,8021.559704096268
2022-01,7639.506544515588
2022-02,7490.027578425603
2022-03,7563.567584966616
2022-04,7124.930995214826
2022-05,7160.862503765872
2022-06,6468.585618677306
2022-07,6777.673202885583
2022-08,6412.652212613028
2022-09,5831.695933448769
2022-10,6186.401736102332
2022-11,6911.074873396196
2022-12,6913.04113293514
2023-01,7509.417030386645
2023-02,7388.932712980808
2023-03,7542.620299759904
2023-04,7806.448190480529
2023-05,7348.640186751685
2023-06,7692.799650311252
2023-07,7946.539160474772
