Date,EFM AFRICA
2013-01,1113.6282790660682
2013-02,1094.496357901413
2013-03,1078.8883918618337
2013-04,1077.0260034226353
2013-05,1035.3041694083229
2013-06,1003.5984997837882
2013-07,1032.555186208834
2013-08,1014.3918757637595
2013-09,1089.1985497447474
2013-10,1146.4116541427147
2013-11,1108.6327676818328
2013-12,1122.5718871697597
2014-01,1019.6822841420783
2014-02,1099.9619333760438
2014-03,1163.4858354955397
2014-04,1167.7798414881456
2014-05,1192.0108497515446
2014-06,1221.663936466668
2014-07,1235.988998705451
2014-08,1258.8919034000578
2014-09,1160.0552120431269
2014-10,1213.9176477499968
2014-11,1210.4122114547883
2014-12,1165.139330486498
2015-01,1204.4665451162732
2015-02,1210.2359729045263
2015-03,1193.0513247864124
2015-04,1252.9878997918497
2015-05,1156.383621372588
2015-06,1183.0283429955389
2015-07,1112.351461745012
2015-08,1032.3137044221642
2015-09,975.388199566109
2015-10,1033.0878755157041
2015-11,963.1412283010798
2015-12,875.940545682166
2016-01,836.0077540005485
2016-02,840.9836590409093
2016-03,978.7723902691035
2016-04,1021.4388239030238
2016-05,937.8874937010856
2016-06,989.0636375407455
2016-07,1070.2387726495497
2016-08,994.925554523617
2016-09,1049.2903242247266
2016-10,1041.6985669771695
2016-11,955.5095124112687
2016-12,1005.7509350273262
2017-01,1031.5249655331197
2017-02,1047.4638599620191
2017-03,1044.7265173319631
2017-04,1098.278951
2017-05,1127.823743
2017-06,1094.854279
2017-07,1167.514714
2017-08,1207.87277
2017-09,1135.184073
2017-10,1159.459331
2017-11,1255.35694
2017-12,1356.257491
2018-01,1397.84921
2018-02,1393.177328
2018-03,1313.216301
2018-04,1298.896628311379
2018-05,1210.883680937181
2018-06,1164.0695898029624
2018-07,1215.6985436060322
2018-08,1102.897799327479
2018-09,1076.9111793649292
2018-10,966.2828212611977
2018-11,1042.471267126789
2018-12,1034.6819408713725
2019-01,1152.498667448089
2019-02,1099.2271715502413
2019-03,1081.4756540103017
2019-04,1161.3540392967109
2019-05,1083.4284416809007
2019-06,1147.6045106535894
2019-07,1116.5859532472828
2019-08,1028.8050800528888
2019-09,1017.9753093926288
2019-10,1048.8365788969188
2019-11,1050.2441569254056
2019-12,1146.2105249846838
2020-01,1058.437424097635
2020-02,930.4735483340099
2020-03,699.5582041225008
2020-04,783.3620611443408
2020-05,800.6614657017952
2020-06,874.5969107911366
2020-07,920.8360912283431
2020-08,916.449206732763
2020-09,908.6742651994444
2020-10,915.6876344388315
2020-11,1008.5381395944776
2020-12,1100.4592355240343
2021-01,1130.1215245785886
2021-02,1158.5153562969422
2021-03,1218.8613581501186
2021-04,1221.5292458666831
2021-05,1302.5744744904632
2021-06,1209.4199611640588
2021-07,1193.3639883448566
2021-08,1202.7822852682402
2021-09,1150.9518437538038
2021-10,1154.5948004931236
2021-11,1102.2564163104873
2021-12,1146.9495326492586
2022-01,1214.9350681426624
2022-02,1260.724898176969
2022-03,1341.2897432861375
2022-04,1184.9520569820072
2022-05,1189.5604446283999
2022-06,1046.0743352397074
2022-07,1048.9722250256023
2022-08,1009.8058577213925
2022-09,923.1893161049358
2022-10,945.5020199787025
2022-11,1117.877760942285
2022-12,1078.9654317498596
2023-01,1123.9313950433868
2023-02,1044.425868501717
2023-03,1070.1208834127176
2023-04,1079.2140868408155
2023-05,945.3852691053742
2023-06,1022.7008247867981
2023-07,1143.6325955141324
