Date,ESTONIA
2012-01,703.8812328392651
2012-02,744.1582432699846
2012-03,755.8490739577765
2012-04,797.6077660041092
2012-05,751.9507293506067
2012-06,755.0318763246439
2012-07,780.451227255335
2012-08,846.6258103999446
2012-09,820.7859986861139
2012-10,809.7913074649492
2012-11,875.4043833911088
2012-12,978.4121302093201
2013-01,1042.766502308848
2013-02,1023.2295845579353
2013-03,1165.5923669076592
2013-04,1158.6531058900691
2013-05,1101.0194527080253
2013-06,1106.639650778951
2013-07,1106.022841701418
2013-08,1111.4980877034116
2013-09,1114.941970648165
2013-10,1126.0004139192783
2013-11,1117.6610932482595
2013-12,1050.4027033600883
2014-01,1065.8127598374479
2014-02,1026.7992953267374
2014-03,960.5576040132815
2014-04,948.3921761116093
2014-05,943.719376550015
2014-06,948.9470554005973
2014-07,912.0836284957455
2014-08,900.1522131648003
2014-09,852.8479537107505
2014-10,834.3064282105315
2014-11,876.2701423596883
2014-12,836.525791974895
2015-01,939.6855895714848
2015-02,1022.5654647666856
2015-03,991.195012935439
2015-04,967.4598739200131
2015-05,935.9277988247859
2015-06,935.4484033660236
2015-07,968.6311828498348
2015-08,998.4407237529152
2015-09,972.838834064499
2015-10,985.547742196513
2015-11,1019.0700170330981
2015-12,1040.5910259392265
2016-01,1021.8814848419862
2016-02,1089.2941813639388
2016-03,1138.365483637434
2016-04,1181.7660977998055
2016-05,1197.6546205894888
2016-06,1185.2664535248769
2016-07,1232.339391074562
2016-08,1153.7737883947307
2016-09,1164.8593866580443
2016-10,1177.75850258624
2016-11,1147.9475048307086
2016-12,1182.4135297879807
2017-01,1225.264878263185
2017-02,1220.6188147111527
2017-03,1224.3379064652056
2017-04,1214.085193876753
2017-05,1209.3118998905786
2017-06,1217.187470314481
2017-07,1408.0375764531573
2017-08,1464.2276385366863
2017-09,1378.7592456801988
2017-10,1385.088231727267
2017-11,1457.8986524896175
2017-12,1552.475118246664
2018-01,1552.6035869700108
2018-02,1569.352414372179
2018-03,1421.6219108317882
2018-04,1388.844374616394
2018-05,1370.4684210381756
2018-06,1434.660924569056
2018-07,1401.1408095090296
2018-08,1381.0287404730154
2018-09,1305.9436827385587
2018-10,1300.580464328955
2018-11,1521.8132237251152
2018-12,1401.2668258769295
2019-01,1480.2314880483768
2019-02,1420.2924246058528
2019-03,1442.8734182643145
2019-04,1480.6244964788561
2019-05,1462.292792589741
2019-06,1473.3226750180768
2019-07,1468.3806071417246
2019-08,1458.416010946237
2019-09,1458.4160109462398
2019-10,1463.4385392653774
2019-11,1485.599171942187
2019-12,1492.7470517407858
2020-01,1533.907705914809
2020-02,1429.7184029454827
2020-03,1052.0221221263275
2020-04,1133.5459767505727
2020-05,1287.185162199026
2020-06,1277.8863025573778
2020-07,1224.6857866243076
2020-08,1154.3646344481426
2020-09,1110.264286357434
2020-10,1088.8951563489318
2020-11,1209.6954829953222
2020-12,1244.2013032816574
2021-01,1200.509948353972
2021-02,1178.29654378432
2021-03,1194.8139997158687
2021-04,1303.0761480068531
2021-05,1279.9507403696898
2021-06,1305.4678652069413
2021-07,1418.39777187916
2021-08,1693.8010754274403
2021-09,1709.6880330526606
2021-10,1767.2964625517127
2021-11,1655.7822925341247
2021-12,1719.7361789393783
2022-01,1686.3356363814053
2022-02,1576.8589400011379
2022-03,1649.5516786010999
2022-04,1628.0924952563062
2022-05,1511.2030037727461
2022-06,1502.1361439333346
2022-07,1449.2148076474796
2022-08,1521.0059478295723
2022-09,1374.2634435826492
2022-10,1340.8630008437608
2022-11,1430.886513687049
2022-12,1457.3363191872445
2023-01,1603.4415984761154
2023-02,1564.7936763010584
2023-03,1534.0184422603174
2023-04,1562.869958665687
2023-05,1571.791777183283
2023-06,1557.2852520841525
2023-07,1539.4432213204052
