Date,BRAZIL ADR
2014-07,841.8264477730396
2014-08,949.2042341675901
2014-09,792.9589194604049
2014-10,772.6067305042316
2014-11,737.7479290006883
2014-12,656.5582110999529
2015-01,641.4206620963041
2015-02,679.102283737828
2015-03,613.8306721556178
2015-04,700.6991093480441
2015-05,626.9347087034764
2015-06,630.2767902767966
2015-07,554.2161272718888
2015-08,476.96314311340325
2015-09,418.5183238585525
2015-10,437.2516232419127
2015-11,443.16628605054893
2015-12,401.57578012223973
2016-01,373.36248781045236
2016-02,388.8819679455692
2016-03,484.98435304163564
2016-04,549.0921786642576
2016-05,470.64945800828826
2016-06,563.3658253682896
2016-07,619.2001334950485
2016-08,639.5698228787434
2016-09,642.0623507952972
2016-10,760.7570958580626
2016-11,716.5166859558593
2016-12,706.3050154846953
2017-01,786.403538904936
2017-02,824.6126156694144
2017-03,788.934650325279
2017-04,761.8305133798829
2017-05,696.544641041879
2017-06,676.3671327998076
2017-07,724.6027860079582
2017-08,765.8347696192899
2017-09,796.9941982001611
2017-10,790.3044883101926
2017-11,743.1236190067143
2017-12,791.4180960226635
2018-01,892.8843694348964
2018-02,911.283079743496
2018-03,894.1685040668237
2018-04,880.0935714142189
2018-05,766.5075126863014
2018-06,692.6014047886039
2018-07,785.8128917744136
2018-08,714.4645446558591
2018-09,756.9000443665064
2018-10,905.720509951707
2018-11,887.2796925410817
2018-12,850.5141665554927
2019-01,980.3895301824022
2019-02,943.1232034754894
2019-03,934.5010920624688
2019-04,933.0039976048254
2019-05,924.680367012064
2019-06,964.0703559852425
2019-07,972.6183136128503
2019-08,877.5616394199759
2019-09,912.2499962571983
2019-10,946.6026703114858
2019-11,903.0759754021192
2019-12,1003.7915827646626
2020-01,895.4806353727436
2020-02,781.7939625336236
2020-03,488.3383883923398
2020-04,499.91078068732384
2020-05,538.9142996861638
2020-06,573.308423209647
2020-07,598.606867650885
2020-08,539.5590394284355
2020-09,522.3593386206909
2020-10,514.4854679587397
2020-11,659.8345357629812
2020-12,746.1118196043592
2021-01,679.9707462416318
2021-02,636.6664219967743
2021-03,714.0816065305268
2021-04,752.6066859160275
2021-05,829.1955252045462
2021-06,916.3274505865451
2021-07,844.6237975642324
2021-08,829.5094184434803
2021-09,743.742017352169
2021-10,687.9630122199212
2021-11,708.0690537373091
2021-12,751.6939862880083
2022-01,861.3062210980065
2022-02,911.4988682664583
2022-03,1038.0539229700187
2022-04,966.9939855143485
2022-05,1040.5000881078095
2022-06,869.2202024476092
2022-07,938.08242004735
2022-08,1003.8675063830435
2022-09,1000.2350708874051
2022-10,1046.6020547792375
2022-11,1036.084939659073
2022-12,961.932125947878
2023-01,1018.6605006706263
2023-02,952.840896938339
2023-03,921.8136403644343
2023-04,918.1538475787511
2023-05,949.5749409729211
2023-06,1076.7858466390096
2023-07,1119.2916450727037
