Date,NIHONKABU
2011-02,1147.1324128065764
2011-03,1014.3737254883406
2011-04,973.5993604955098
2011-05,988.6262701233516
2011-06,995.122948418663
2011-07,1039.6702991542033
2011-08,952.8745036167525
2011-09,1006.8548720738162
2011-10,967.1026803213903
2011-11,957.7798070239018
2011-12,1002.0803470556338
2012-01,1037.9833270198528
2012-02,1066.199599563426
2012-03,1085.805924710335
2012-04,1057.4805371998946
2012-05,1030.7357774581556
2012-06,1056.1701471135682
2012-07,1061.8158973917134
2012-08,1029.4210431429124
2012-09,1032.5182426918077
2012-10,1005.66963354374
2012-11,1025.7323781825726
2012-12,1064.8870181770867
2013-01,1071.8795428239173
2013-02,1142.9120940491775
2013-03,1218.023965328461
2013-04,1292.115616988476
2013-05,1243.2412863081192
2013-06,1260.6429538381049
2013-07,1242.0874886282859
2013-08,1223.9617844708384
2013-09,1291.3993353089465
2013-10,1285.8460485709493
2013-11,1302.9179973422185
2013-12,1298.262069717738
2014-01,1275.7425084999963
2014-02,1239.1131924780848
2014-03,1228.062815362609
2014-04,1188.9806455365751
2014-05,1256.884833098094
2014-06,1318.9331040495736
2014-07,1358.687028473821
2014-08,1350.4378492132316
2014-09,1399.4124216860755
2014-10,1391.9666271200963
2014-11,1402.8810529910625
2014-12,1424.692025335949
2015-01,1565.70237093066
2015-02,1670.3772875063175
2015-03,1774.2114539090194
2015-04,1761.9907053463783
2015-05,1826.0173892865062
2015-06,1767.434420176965
2015-07,1792.451350645036
2015-08,1665.5185376860734
2015-09,1558.0918728387148
2015-10,1734.4681380374907
2015-11,1795.4370683772745
2015-12,1752.9219769593135
2016-01,1615.500462442479
2016-02,1562.2891100526326
2016-03,1562.538815708907
2016-04,1626.1435510419199
2016-05,1656.2112837307072
2016-06,1618.4338438335924
2016-07,1712.1584262016122
2016-08,1724.6163159305454
2016-09,1738.6019048916396
2016-10,1807.3441944133767
2016-11,1822.9339983373832
2016-12,1851.9940491262598
2017-01,1875.540769127157
2017-02,1928.7345190067651
2017-03,1912.465530592638
2017-04,1898.7225259767856
2017-05,1895.9536181917458
2017-06,1890.8279763062671
2017-07,1865.9045409574758
2017-08,1850.713219651362
2017-09,1899.6081527495057
2017-10,2017.8841974028558
2017-11,2031.971088934905
2017-12,2030.754277610598
2018-01,2044.9715113273905
2018-02,2057.197217358553
2018-03,2000.1545857752233
2018-04,2050.157950440213
2018-05,2101.1543906869438
2018-06,2046.5593049064707
2018-07,2050.973452838423
2018-08,2065.979730069775
2018-09,2135.7157412161437
2018-10,2003.5140905985706
2018-11,2011.4430154066004
2018-12,1859.315846173128
2019-01,1965.2988354422414
2019-02,1980.3982838926418
2019-03,2022.2369387234173
2019-04,2054.0720189345066
2019-05,1983.4044057727942
2019-06,2014.1679077656001
2019-07,2061.872690851797
2019-08,2062.5164585670004
2019-09,2169.9040550784316
2019-10,2223.6705680146824
2019-11,2263.79359201029
2019-12,2272.070133629131
2020-01,2267.9115402575258
2020-02,2077.9691636078182
2020-03,1940.7034768970148
2020-04,2048.940985581086
2020-05,2135.935437301902
2020-06,2116.385022269835
2020-07,1976.6442534829123
2020-08,2102.6441643990865
2020-09,2166.966929819008
2020-10,2148.484561631383
2020-11,2355.6552328167404
2020-12,2397.9446227858602
2021-01,2388.3576295373464
2021-02,2428.953344659464
2021-03,2538.09406214603
2021-04,2438.247699012357
2021-05,2440.189839286351
2021-06,2507.05033781953
2021-07,2474.368988571217
2021-08,2563.4108665697236
2021-09,2689.983816165103
2021-10,2602.803837061916
2021-11,2609.5393827824987
2021-12,2632.090714026337
2022-01,2536.9127327833944
2022-02,2505.6327278145623
2022-03,2520.99228533343
2022-04,2426.6710719490297
2022-05,2429.597123273563
2022-06,2294.1126143786546
2022-07,2484.365595600251
2022-08,2455.176940923615
2022-09,2266.041470083577
2022-10,2313.7410366940153
2022-11,2433.7851653220705
2022-12,2356.046698027603
2023-01,2461.1547040721202
2023-02,2423.3184262651766
2023-03,2465.053785888711
2023-04,2434.410520478018
2023-05,2567.1690918374056
2023-06,2614.3691673386966
2023-07,2663.441214552342
