Date,OMAN
2012-02,879.1871606505699
2012-03,866.66945371897
2012-04,881.7908419517556
2012-05,879.4826263000475
2012-06,863.6345370299538
2012-07,820.0323308608897
2012-08,830.4724846276284
2012-09,823.3526728981811
2012-10,837.6285333589241
2012-11,816.4147502246136
2012-12,827.6825752348208
2013-01,804.3196035861886
2013-02,860.5051186254369
2013-03,897.8208394606017
2013-04,898.1991894690682
2013-05,954.0773814962284
2013-06,915.9369805978824
2013-07,918.4809996835312
2013-08,952.130803327453
2013-09,921.6077268433552
2013-10,902.6296394856441
2013-11,901.2116432859625
2013-12,917.7810013378916
2014-01,958.0213956747323
2014-02,953.2658814672743
2014-03,944.5016069904165
2014-04,923.394946894649
2014-05,977.0807167842029
2014-06,1004.3699425207194
2014-07,1059.3386117864745
2014-08,1113.2839547581675
2014-09,1194.2372152320609
2014-10,1129.783522805462
2014-11,1111.2919192828615
2014-12,1052.0609258595234
2015-01,1171.3612361879257
2015-02,1172.4271741346522
2015-03,1201.5509256396392
2015-04,1159.8342356475878
2015-05,1206.9745764031093
2015-06,1205.2129579108007
2015-07,1241.7218613005684
2015-08,1110.3356724076934
2015-09,1117.8554150486796
2015-10,1146.4509268091947
2015-11,1117.416489493273
2015-12,1062.0960349039926
2016-01,957.8957858346005
2016-02,1029.3515878248033
2016-03,1004.8094505300734
2016-04,1095.9274471469685
2016-05,1094.0533031559482
2016-06,1093.4411517909466
2016-07,1114.5378994864525
2016-08,1092.0566149905367
2016-09,1095.5235498275379
2016-10,1075.9936344756968
2016-11,1108.5695225324407
2016-12,1190.1932322831417
2017-01,1137.4269294076491
2017-02,1134.2122272586507
2017-03,1093.841041682424
2017-04,1093.4825587831147
2017-05,1029.1516008526287
2017-06,944.0483060543539
2017-07,904.4603459780238
2017-08,934.1460745460764
2017-09,969.31104287784
2017-10,964.2514163046876
2017-11,955.978281071869
2017-12,930.5669774008458
2018-01,899.0578597416105
2018-02,917.1296993878659
2018-03,886.0595879016138
2018-04,889.5655339241218
2018-05,918.7139266066321
2018-06,884.7669168768363
2018-07,843.7706575700497
2018-08,898.4253544654233
2018-09,973.1562382158976
2018-10,982.4936723723542
2018-11,1005.5348787261698
2018-12,966.6803527764135
2019-01,937.1829765961688
2019-02,944.3256189652834
2019-03,1000.9180689222947
2019-04,997.06364585747
2019-05,1017.9172388829722
2019-06,969.1127967342437
2019-07,996.4455336711817
2019-08,1094.5848901428349
2019-09,1087.268402717348
2019-10,1064.7655247811751
2019-11,1083.0153374237007
2019-12,1045.1490351945856
2020-01,1075.03271977301
2020-02,1110.219615809873
2020-03,950.5438823612161
2020-04,991.4939761346736
2020-05,1008.3146431493943
2020-06,990.7092146999902
2020-07,939.094279674363
2020-08,1026.9901384041202
2020-09,982.8491495373211
2020-10,973.9928436244754
2020-11,1024.0770582164891
2020-12,1030.2982481564975
2021-01,1072.3905275291195
2021-02,1080.6643541226972
2021-03,1208.4931656096478
2021-04,1211.5179112692995
2021-05,1198.7344665204616
2021-06,1306.5674296748773
2021-07,1351.8588687720212
2021-08,1334.9437539283242
2021-09,1360.6203713165967
2021-10,1461.4389947889229
2021-11,1464.9859623805987
2021-12,1480.118599730726
2022-01,1618.0192096115532
2022-02,1610.066414919355
2022-03,1795.8146009766388
2022-04,1932.3359892510584
2022-05,1907.9636481162559
2022-06,1958.396882269672
2022-07,2214.0470116162764
2022-08,2261.730765228473
2022-09,2211.5929210820627
2022-10,2151.505879729545
2022-11,2064.3182743952643
2022-12,2018.8061537289598
2023-01,1966.694980846401
2023-02,2062.9677391072296
2023-03,2122.413302276452
2023-04,2056.48365683592
2023-05,2077.197420424655
2023-06,2117.092779992124
2023-07,2111.2034376070583
