Date,MEXICO
2010-02,515.3894306172532
2010-03,573.4253114954901
2010-04,584.4149169663793
2010-05,592.2503927829806
2010-06,576.2993096936116
2010-07,573.5028524167335
2010-08,558.2681898004599
2010-09,576.4116819807365
2010-10,612.6661598917433
2010-11,666.9282162478956
2010-12,684.4472417862867
2011-01,650.7143854777629
2011-02,651.4153092958851
2011-03,650.9289325373501
2011-04,633.62497562839
2011-05,632.8492560920474
2011-06,633.6442106069909
2011-07,634.2922154189006
2011-08,605.6351499121497
2011-09,549.5952121886611
2011-10,602.1115359390652
2011-11,612.0808946796299
2011-12,621.6418351332022
2012-01,662.2186022293967
2012-02,667.6080418212389
2012-03,700.4191911923486
2012-04,701.0327755825821
2012-05,661.6704197927656
2012-06,726.8998801374936
2012-07,766.0845154901679
2012-08,731.5925164060062
2012-09,765.5268965847446
2012-10,758.4826963344022
2012-11,769.1721631644349
2012-12,789.9421618599944
2013-01,809.500355729764
2013-02,814.9918581576078
2013-03,860.3792746043089
2013-04,820.9504991196404
2013-05,785.6256256732083
2013-06,754.9167878393824
2013-07,753.0883667322319
2013-08,708.5546605182002
2013-09,712.5565416092795
2013-10,738.1896178535834
2013-11,757.4916268808636
2013-12,757.4143871672192
2014-01,723.5347521105398
2014-02,680.4115936678929
2014-03,719.629084949673
2014-04,717.5384757411427
2014-05,751.58162774908
2014-06,772.1675554191683
2014-07,801.1665106117564
2014-08,854.8929245556292
2014-09,854.378057304603
2014-10,857.5085974745381
2014-11,823.0308656960237
2014-12,782.8684816141428
2015-01,789.0910986131747
2015-02,852.9567820937523
2015-03,864.9196907968474
2015-04,836.6575852144006
2015-05,858.4844349664884
2015-06,837.1082031833042
2015-07,822.8023875279465
2015-08,758.5730438560103
2015-09,736.029514714518
2015-10,797.0083724704461
2015-11,810.342726199001
2015-12,747.8881034687911
2016-01,725.4330243936109
2016-02,729.295252819697
2016-03,773.5266592786635
2016-04,768.1254321632299
2016-05,728.4423346355841
2016-06,738.3669210133914
2016-07,731.8185424565995
2016-08,745.1183415447326
2016-09,713.8637718169048
2016-10,768.2804753603122
2016-11,692.901161418802
2016-12,701.0859155090361
2017-01,699.3480546022146
2017-02,735.4291279425513
2017-03,802.3882024168216
2017-04,795.1302914160402
2017-05,773.1749433445302
2017-06,807.4471790455583
2017-07,814.3109079623714
2017-08,815.4626203918477
2017-09,790.6826390585411
2017-10,741.8634754517793
2017-11,721.4377179107385
2017-12,716.0121661297173
2018-01,744.4120936789999
2018-02,706.1500687831475
2018-03,705.6371688710555
2018-04,734.3906420930139
2018-05,656.544911332596
2018-06,717.37693042285
2018-07,777.9568757723426
2018-08,757.9349613862654
2018-09,771.3632639036475
2018-10,653.4263332576159
2018-11,622.7290942565286
2018-12,637.1080545312474
2019-01,696.7796416462403
2019-02,672.9364759713205
2019-03,684.6372607966364
2019-04,721.8710304066606
2019-05,674.8682017365957
2019-06,683.6261343197434
2019-07,672.6379178761512
2019-08,677.5288289622401
2019-09,702.3757266034337
2019-10,710.6464913415803
2019-11,704.6682438804864
2019-12,725.2117832544345
2020-01,744.6267653166774
2020-02,676.2027640389186
2020-03,478.9929741204426
2020-04,500.61196778244414
2020-05,524.933026706357
2020-06,519.4465656182036
2020-07,507.60381510894143
2020-08,504.9650833892882
2020-09,520.6634388627028
2020-10,536.3951931983105
2020-11,628.4232182308211
2020-12,654.56762603057
2021-01,631.3163366315275
2021-02,634.5624446620767
2021-03,710.2397823518041
2021-04,713.4337747714796
2021-05,759.7109351747
2021-06,768.9109843952712
2021-07,786.8033005036993
2021-08,834.5376241399372
2021-09,798.3983724052014
2021-10,798.2118897815385
2021-11,773.0098407062794
2021-12,865.5500649604545
2022-01,831.9997297650694
2022-02,871.3840436841879
2022-03,961.2897525450643
2022-04,901.9997525110318
2022-05,939.9841518961528
2022-06,868.9003172584804
2022-07,890.4036314599444
2022-08,858.1892619924375
2022-09,877.2915581668159
2022-10,990.0935405593309
2022-11,1008.0631470978486
2022-12,907.1215736025817
2023-01,1043.112779877172
2023-02,1066.5681009910109
2023-03,1072.804305421277
2023-04,1082.9996603596776
2023-05,1093.4577697495592
2023-06,1129.7820669519735
2023-07,1169.8665036304503
