Date,KUWAIT DOMESTIC
2020-01,1450.7976701011053
2020-02,1388.1910051777365
2020-03,1077.5228611641878
2020-04,1160.1494627426578
2020-05,1185.802014682361
2020-06,1214.4368407022703
2020-07,1116.2619111560577
2020-08,1187.7582375245013
2020-09,1241.8320741250386
2020-10,1241.9182331458721
2020-11,1205.736433056117
2020-12,1196.8832276488063
2021-01,1270.6324025714719
2021-02,1235.266586733231
2021-03,1348.1633441465726
2021-04,1397.4766284088219
2021-05,1408.809484435237
2021-06,1477.7117195537478
2021-07,1547.4197207036777
2021-08,1612.2091292634973
2021-09,1635.0353882382392
2021-10,1673.6672413221197
2021-11,1655.0854605217467
2021-12,1693.839837398125
2022-01,1806.3850547252316
2022-02,1854.8200359579278
2022-03,2073.3213571445986
2022-04,2228.784318376547
2022-05,2056.1064723293584
2022-06,2026.4182054515854
2022-07,2153.3973542508784
2022-08,2176.7439063841584
2022-09,2048.635099730138
2022-10,2115.5919664235125
2022-11,2123.1476823749017
2022-12,1959.6996508251675
2023-01,1923.205146375418
2023-02,1958.6588479824998
2023-03,1845.969060807946
2023-04,1867.7715946333562
2023-05,1809.2639921352052
2023-06,1840.320746835499
2023-07,1886.3253035729244
