Date,POLAND
2011-08,262.42608786645883
2011-09,223.3456285467467
2011-10,243.88096237146345
2011-11,228.2567799169321
2011-12,216.82988866368143
2012-01,247.51055226551586
2012-02,252.81795210810276
2012-03,248.39959297832976
2012-04,242.54903628339312
2012-05,215.5278866204066
2012-06,247.19858770697965
2012-07,251.85865971056603
2012-08,259.55768555501834
2012-09,276.016321989172
2012-10,267.6148388826166
2012-11,281.20567012963346
2012-12,300.9622372737857
2013-01,283.3016611599737
2013-02,283.16946426783574
2013-03,273.4016847703548
2013-04,268.89483769839785
2013-05,282.6946653245891
2013-06,258.2169367696177
2013-07,275.72849044772454
2013-08,284.4589982536869
2013-09,292.3609328066118
2013-10,312.0273370148948
2013-11,316.49129584564145
2013-12,298.39079303589483
2014-01,287.29416488188053
2014-02,314.19030687009
2014-03,308.5941236871775
2014-04,305.52482738473543
2014-05,310.8636674576037
2014-06,308.08633578452816
2014-07,296.9994870934898
2014-08,307.3433087916417
2014-09,326.79312730340007
2014-10,317.38465288856975
2014-11,313.17929993529765
2014-12,293.5950200315483
2015-01,303.09484221528265
2015-02,310.2205858668795
2015-03,320.85452990541654
2015-04,339.66647762149074
2015-05,323.8711596995376
2015-06,307.20166995194745
2015-07,300.13069197717584
2015-08,285.87590016110363
2015-09,274.3817167431082
2015-10,274.1458935245935
2015-11,255.62440795042744
2015-12,245.5693849456238
2016-01,229.09466879143878
2016-02,238.04783890625453
2016-03,266.5953658866339
2016-04,244.71873225652703
2016-05,231.3836848495382
2016-06,226.08553584147487
2016-07,231.46891754850006
2016-08,236.65408163682935
2016-09,231.08507631079016
2016-10,244.91032803573094
2016-11,234.15353460653228
2016-12,254.65633374507328
2017-01,274.5338873643737
2017-02,293.55522602809225
2017-03,295.69875875026327
2017-04,323.7416048136033
2017-05,314.24220728018537
2017-06,315.5936286896514
2017-07,325.8273301843943
2017-08,344.7609655485719
2017-09,333.5658280135475
2017-10,349.59692064811554
2017-11,337.8807824265052
2017-12,347.3914795416832
2018-01,364.2009384854522
2018-02,335.1289008713572
2018-03,311.45175496523876
2018-04,321.29166280825746
2018-05,296.61347675646925
2018-06,290.04451901563834
2018-07,322.3669979634326
2018-08,326.74085036512156
2018-09,323.8202154723307
2018-10,298.8160266161747
2018-11,321.89243413930683
2018-12,319.34453084987666
2019-01,335.05302796349343
2019-02,325.37516347085204
2019-03,323.2214430924235
2019-04,328.1886510743699
2019-05,316.33238284621956
2019-06,330.2379348881152
2019-07,323.5343183627612
2019-08,298.5199664145948
2019-09,304.62111434363726
2019-10,315.49840788612676
2019-11,305.19876903241135
2019-12,307.87800174595975
2020-01,293.57755239886035
2020-02,249.67181147730525
2020-03,200.10814073649178
2020-04,218.87976986572497
2020-05,233.14830544888125
2020-06,236.17880683083376
2020-07,239.17589645834784
2020-08,246.10990007321908
2020-09,224.24434227921833
2020-10,189.59592959875465
2020-11,236.63258900623367
2020-12,250.51586881885137
2021-01,248.37644783527892
2021-02,242.15765745355014
2021-03,241.2519988412681
2021-04,257.6079434307215
2021-05,288.44114044273095
2021-06,283.85980193011727
2021-07,287.79845281927226
2021-08,305.22411853215937
2021-09,295.16699729688185
2021-10,308.08752929884764
2021-11,279.8165909519579
2021-12,293.6513825246465
2022-01,288.6896411978346
2022-02,253.8932431624492
2022-03,270.7071794736932
2022-04,231.09539140889842
2022-05,235.025712394799
2022-06,210.11048439001232
2022-07,215.2630500082735
2022-08,189.88952251606042
2022-09,168.97576671601064
2022-10,194.3003648410177
2022-11,221.31119286695912
2022-12,229.1654072453579
2023-01,239.9193600773155
2023-02,234.9241215358988
2023-03,222.878501794816
2023-04,248.9316150548471
2023-05,247.5979173043371
2023-06,276.329524504834
2023-07,297.4152316611277
