Date,MALAYSIA
2016-11,637.8031650070429
2016-12,644.5785307932132
2017-01,648.5804428146106
2017-02,671.4518257644615
2017-03,688.377627974001
2017-04,702.2597984025117
2017-05,690.0415833572974
2017-06,678.6797528910674
2017-07,657.364267118771
2017-08,659.2815974769396
2017-09,666.7880304184421
2017-10,674.9735164050522
2017-11,671.2317747799294
2017-12,708.0272554335413
2018-01,735.5495262638917
2018-02,740.7387999523637
2018-03,750.2135039342368
2018-04,756.9952921881386
2018-05,719.8434319412825
2018-06,699.8297173426711
2018-07,731.3323301537158
2018-08,740.8799766704125
2018-09,730.278785758106
2018-10,700.8694476826491
2018-11,694.3195162078069
2018-12,698.8552207947541
2019-01,705.796300429193
2019-02,724.3346513870937
2019-03,713.8374207536054
2019-04,708.0085435559616
2019-05,707.143311640455
2019-06,711.9629457871223
2019-07,712.8071289547431
2019-08,693.7177127196893
2019-09,696.7751513811586
2019-10,688.5933753923288
2019-11,682.7037656555448
2019-12,697.5106549935376
2020-01,678.808440857677
2020-02,641.3415840095346
2020-03,576.6705520793063
2020-04,609.410069349922
2020-05,629.0693014858912
2020-06,639.8751086426015
2020-07,658.151239550191
2020-08,626.835028851543
2020-09,628.7417365818993
2020-10,623.3005468021859
2020-11,651.7499155157305
2020-12,663.3418108790133
2021-01,640.5580200858415
2021-02,642.4071381231736
2021-03,650.4810855014814
2021-04,656.8910464209489
2021-05,634.5415838865231
2021-06,628.8311319717972
2021-07,603.7431138289255
2021-08,657.4618716526783
2021-09,645.0288966440876
2021-10,662.1643167172062
2021-11,648.877859061659
2021-12,669.1802715201183
2022-01,654.4520970863196
2022-02,689.044434730659
2022-03,697.2834851487104
2022-04,715.2958371855923
2022-05,688.4114236614171
2022-06,647.2894386043197
2022-07,679.7187684826147
2022-08,692.9155324353261
2022-09,641.8864012498075
2022-10,654.9429106587681
2022-11,684.1973453388435
2022-12,671.8529941791579
2023-01,679.0710110685599
2023-02,645.0438035623722
2023-03,636.2401572430033
2023-04,618.0466664578516
2023-05,605.709885481125
2023-06,580.560332387941
2023-07,630.4688903696581
