Date,MOROCCO
2016-08,221.7086623524635
2016-09,225.40086176152542
2016-10,241.08052926374265
2016-11,242.50939246629943
2016-12,266.5331501778842
2017-01,275.92374913766133
2017-02,269.97913839651727
2017-03,252.71386390158605
2017-04,255.75017968863645
2017-05,254.14968479128208
2017-06,266.0665015632953
2017-07,262.58409224878443
2017-08,265.05325544344373
2017-09,260.69697216334913
2017-10,266.40961414567397
2017-11,267.3528182256436
2017-12,261.7750553284483
2018-01,271.19206878225
2018-02,274.6659206555895
2018-03,271.8138438031895
2018-04,273.59772439310245
2018-05,262.95507384748333
2018-06,259.1045668015646
2018-07,259.4287913990019
2018-08,256.3592846580546
2018-09,253.355187589584
2018-10,245.81336896085793
2018-11,255.8004561312305
2018-12,255.7935078519651
2019-01,257.0261483627248
2019-02,249.9459699933103
2019-03,245.13930297803458
2019-04,254.05940704952292
2019-05,253.33748210815153
2019-06,262.68091481733074
2019-07,279.43634947865047
2019-08,283.88081479828946
2019-09,278.8322552186064
2019-10,274.54676875543913
2019-11,285.0752473872677
2019-12,290.86962281906233
2020-01,300.4580867742156
2020-02,294.9504299042598
2020-03,220.2633685447325
2020-04,222.16093017756074
2020-05,229.1783436563049
2020-06,237.0106717328748
2020-07,236.77991665935926
2020-08,241.24018791108193
2020-09,239.65612459280678
2020-10,255.1153007313369
2020-11,265.1824577383999
2020-12,272.28353466147183
2021-01,280.4171998552383
2021-02,272.88715910940243
2021-03,280.84946816926424
2021-04,284.4713265285502
2021-05,291.0095157337192
2021-06,302.8221092268969
2021-07,302.3666871575105
2021-08,313.53550982174363
2021-09,332.6749588321108
2021-10,340.14203483160975
2021-11,327.8603777916028
2021-12,332.1760336657348
2022-01,340.6924258172505
2022-02,311.5828851187735
2022-03,306.83765015650505
2022-04,319.5307971432609
2022-05,295.4379204732577
2022-06,290.93416346024384
2022-07,291.67229233095594
2022-08,295.80669669424543
2022-09,278.60278409426974
2022-10,252.84124631497264
2022-11,252.68171273871968
2022-12,241.96893236550656
2023-01,234.9306361625023
2023-02,247.7796590888285
2023-03,233.37863691370072
2023-04,235.19634857627284
2023-05,255.3135933563486
2023-06,272.3586274205
2023-07,291.4913547235963
