Date,ROMANIA
2012-07,428.94541078011326
2012-08,449.02410818362716
2012-09,434.85722091328176
2012-10,458.95729033618863
2012-11,447.7681351284458
2012-12,497.0855797324416
2013-01,539.6000859062046
2013-02,565.2352258275868
2013-03,547.7947678185683
2013-04,515.2535769285586
2013-05,523.4335910221067
2013-06,521.4234725872409
2013-07,535.3423062694352
2013-08,588.7835238613832
2013-09,594.8187966193441
2013-10,593.9002414843915
2013-11,616.6566981185429
2013-12,630.6501094111494
2014-01,619.8445316093419
2014-02,629.8935132651239
2014-03,617.6418664201796
2014-04,648.6875164402643
2014-05,719.9636254855449
2014-06,747.5598262001314
2014-07,731.4888693271222
2014-08,750.2460158735146
2014-09,727.0375552898919
2014-10,706.7800914311143
2014-11,680.4718073409105
2014-12,701.4522873404604
2015-01,731.7831899196246
2015-02,739.8590704502178
2015-03,737.7349558723361
2015-04,800.7960301802703
2015-05,797.8240517898212
2015-06,797.5266813080073
2015-07,875.7513125005584
2015-08,797.6190121297166
2015-09,798.6171995618158
2015-10,836.019177873432
2015-11,799.077207962759
2015-12,795.4551774244575
2016-01,710.9588165178506
2016-02,748.2161511294768
2016-03,807.2015310810982
2016-04,772.9640726199459
2016-05,805.7621255169591
2016-06,824.346643027594
2016-07,886.1759125202545
2016-08,940.0694510401229
2016-09,923.6049823546435
2016-10,895.9281996723697
2016-11,909.7911358817294
2016-12,939.3472034373083
2017-01,980.1121868108678
2017-02,1047.7436056055355
2017-03,1058.3609290718566
2017-04,1088.4283498457837
2017-05,1175.348902851785
2017-06,1080.2723562666472
2017-07,1157.093573831897
2017-08,1116.8239942722544
2017-09,1087.253867815741
2017-10,1086.2042717393608
2017-11,1083.2804274080697
2017-12,1061.4576748162497
2018-01,1162.668656953998
2018-02,1189.6596502513703
2018-03,1249.4262460715704
2018-04,1240.06975424054
2018-05,1160.4252958471354
2018-06,1233.1174336038143
2018-07,1255.738395952803
2018-08,1310.269573597271
2018-09,1323.740241641487
2018-10,1339.6602737816468
2018-11,1378.0982624646147
2018-12,1140.1084726587735
2019-01,1018.6686020584934
2019-02,1157.1496547899294
2019-03,1234.3350789183298
2019-04,1300.6339007941367
2019-05,1360.1622170964943
2019-06,1473.1498637079485
2019-07,1564.698955887411
2019-08,1553.4967997344818
2019-09,1603.0605794083772
2019-10,1589.2467123694614
2019-11,1668.4845065313887
2019-12,1679.835116811459
2020-01,1646.3527928381725
2020-02,1468.7186315661977
2020-03,1189.7394848360905
2020-04,1232.4950599107779
2020-05,1352.0249377469424
2020-06,1369.6550455726574
2020-07,1306.7306445841944
2020-08,1455.7413142861067
2020-09,1446.1894798377484
2020-10,1338.8023904908364
2020-11,1525.4102042135326
2020-12,1577.4793434875637
2021-01,1648.0765582964953
2021-02,1588.8478502248968
2021-03,1727.1439850991037
2021-04,1755.8026564578404
2021-05,1817.6812207453454
2021-06,1869.476539531703
2021-07,1893.0442390053051
2021-08,1975.7595151905007
2021-09,2043.3385292431321
2021-10,2029.0253077610957
2021-11,1918.5419337681371
2021-12,2064.089247062887
2022-01,2081.903182703911
2022-02,2050.810287510229
2022-03,2035.8117011174122
2022-04,2056.0750402340946
2022-05,2103.071470642687
2022-06,2094.505215431548
2022-07,2211.9833412096914
2022-08,2219.6704065053227
2022-09,1871.0398992000664
2022-10,1932.149583462123
2022-11,2126.8284775368425
2022-12,2029.4775866699285
2023-01,2126.2785781297757
2023-02,2131.725018143794
2023-03,2062.7842614376514
2023-04,2087.549896277337
2023-05,2137.7797527118983
2023-06,2256.8251470709893
2023-07,2445.7525814261794
