Date,PHILIPPINES
2011-02,135.7993265005513
2011-03,145.39674503747955
2011-04,147.13827564514258
2011-05,145.89046324072757
2011-06,146.9658407049089
2011-07,158.23550186549878
2011-08,151.80173428140048
2011-09,147.89627331544392
2011-10,156.4883249091574
2011-11,152.20974383615865
2011-12,163.60722657994265
2012-01,179.00207941073646
2012-02,184.26112805467898
2012-03,193.92250654692603
2012-04,200.5718169093942
2012-05,205.9891712966427
2012-06,211.89379421702628
2012-07,222.83460492568636
2012-08,212.53011881330906
2012-09,218.3774307418938
2012-10,222.8929120384032
2012-11,234.32619701829853
2012-12,237.70900023626277
2013-01,248.79573918438913
2013-02,280.837051721941
2013-03,290.33940357269955
2013-04,290.0547389622018
2013-05,286.76162603229255
2013-06,262.07137522157024
2013-07,263.1249211287317
2013-08,233.97298549734361
2013-09,238.70223293956468
2013-10,256.50907460563525
2013-11,241.26076396135034
2013-12,222.86579272065944
2014-01,228.2612932588924
2014-02,244.79084285114632
2014-03,245.80926291564012
2014-04,254.47506996005637
2014-05,264.04641705135896
2014-06,270.25392911849707
2014-07,278.78499753219654
2014-08,291.0116260707564
2014-09,305.09936555760646
2014-10,306.07637963840597
2014-11,311.2051658324697
2014-12,320.79866196127654
2015-01,367.9778722193054
2015-02,375.63462607173176
2015-03,398.21959474215333
2015-04,371.3124858392477
2015-05,374.9746003992996
2015-06,365.2432723048141
2015-07,363.1971077417292
2015-08,332.58888479243484
2015-09,327.4795464958521
2015-10,339.25295336245887
2015-11,342.08759787880234
2015-12,335.00370715916506
2016-01,319.65601560977285
2016-02,317.19521623694527
2016-03,342.40947760446267
2016-04,329.8298640304248
2016-05,354.73654325004924
2016-06,371.9955552612233
2016-07,377.3549807374643
2016-08,372.60837221252575
2016-09,348.5569909519845
2016-10,347.4770875595538
2016-11,319.42484056589024
2016-12,323.9826564078755
2017-01,334.3753514738945
2017-02,336.57775484208855
2017-03,339.77351997792573
2017-04,352.7703533506783
2017-05,350.56929346334397
2017-06,341.5356154631089
2017-07,337.86869415887435
2017-08,327.2218759738332
2017-09,339.83597770347694
2017-10,348.1256426258319
2017-11,341.62187747776153
2017-12,356.2727030186317
2018-01,338.84863450809206
2018-02,330.06254077792664
2018-03,308.11720442304585
2018-04,310.15952221676827
2018-05,306.0289500674199
2018-06,288.56250624613017
2018-07,309.5137453019446
2018-08,319.30466168492455
2018-09,293.11454402294805
2018-10,297.3621798208189
2018-11,312.1355820218988
2018-12,313.88102452634
2019-01,339.70465344103206
2019-02,332.9246070072836
2019-03,345.2629288522207
2019-04,351.0748602414734
2019-05,355.9167022224128
2019-06,356.01743112282713
2019-07,366.46768144940484
2019-08,358.35729923271265
2019-09,354.91620275079765
2019-10,363.2885918094368
2019-11,355.51555110471867
2019-12,354.958414338341
2020-01,330.7500270211773
2020-02,314.0660148707725
2020-03,247.0644530300391
2020-04,269.74851227229107
2020-05,269.9680583378914
2020-06,289.1975862927415
2020-07,266.8546457883655
2020-08,266.5728096569089
2020-09,269.88422794637694
2020-10,293.2889606059281
2020-11,307.3461111672744
2020-12,316.2313438931684
2021-01,293.1387827769847
2021-02,298.95595449742103
2021-03,294.95633114366717
2021-04,287.51071245416824
2021-05,299.0118012354665
2021-06,314.63066778552883
2021-07,277.9379802385414
2021-08,311.187508309986
2021-09,310.8022865638332
2021-10,321.6393764592833
2021-11,339.346102307374
2021-12,328.5208725926786
2022-01,346.8757554934791
2022-02,346.4236722179902
2022-03,343.87106665321943
2022-04,333.6034811902379
2022-05,333.16804115849436
2022-06,294.9018311752723
2022-07,308.9660663692135
2022-08,321.8688553880229
2022-09,272.24603061379884
2022-10,294.41292185290274
2022-11,320.39735089757374
2022-12,302.76390355169536
2023-01,313.679362914356
2023-02,304.72657226630173
2023-03,305.4087708683403
2023-04,304.20212831393127
2023-05,301.77723451511736
2023-06,300.69102965259907
2023-07,307.3498514013901
