Date,SINGAPORE
2016-08,403.7440893770213
2016-09,406.7235490503758
2016-10,400.12785757249236
2016-11,422.55726723360664
2016-12,417.6209036822014
2017-01,441.62674339346603
2017-02,460.1968209499573
2017-03,467.3495753142837
2017-04,460.4081508793115
2017-05,462.60932709181725
2017-06,461.3471174419301
2017-07,469.7747754141665
2017-08,462.61007549119375
2017-09,458.9878157606507
2017-10,489.1607981891254
2017-11,496.5376564045682
2017-12,497.5130332508005
2018-01,510.3046200761273
2018-02,510.8946099241375
2018-03,499.1875148713695
2018-04,539.9240415513987
2018-05,525.7038728112007
2018-06,486.4551628045387
2018-07,493.7337871104338
2018-08,488.1983459262027
2018-09,499.6738894391697
2018-10,468.22286695910225
2018-11,482.46603445039034
2018-12,473.62627259896067
2019-01,499.1419448239053
2019-02,501.8551664706485
2019-03,512.210134910102
2019-04,545.5636746596339
2019-05,500.5714725450079
2019-06,540.2105676196334
2019-07,547.3147628022283
2019-08,520.0317893304305
2019-09,531.7147504380129
2019-10,547.798686998746
2019-11,547.2542246197903
2019-12,554.911236042263
2020-01,542.5713113924847
2020-02,508.53203422362213
2020-03,407.6760530130232
2020-04,442.5917116112675
2020-05,422.0605989504207
2020-06,436.301891923676
2020-07,415.0913988560982
2020-08,418.4544372967386
2020-09,413.7490028275642
2020-10,405.3210024613245
2020-11,469.64936098978177
2020-12,471.39100674739467
2021-01,479.31510035369854
2021-02,492.5079069858019
2021-03,534.3378004597276
2021-04,538.3643303866687
2021-05,529.7420727613841
2021-06,532.1352964261123
2021-07,539.351666059229
2021-08,535.3669800865523
2021-09,544.5166266485754
2021-10,568.2935119881514
2021-11,540.3078017106733
2021-12,536.213460321624
2022-01,538.1708381087656
2022-02,530.8183479333704
2022-03,538.6633984810309
2022-04,525.7756714143327
2022-05,503.37039486114486
2022-06,477.24645422724524
2022-07,518.5032646084168
2022-08,516.4077809520434
2022-09,501.77036552618364
2022-10,497.2203459121723
2022-11,532.0452387279602
2022-12,508.77440119438614
2023-01,537.3907815730878
2023-02,522.0572656920237
2023-03,535.1139049407227
2023-04,523.0314990398341
2023-05,506.3849725242333
2023-06,503.28286494554027
2023-07,544.4722420066655
