Date,AUSTRIA SMALL CAP
2013-01,582.0736395471383
2013-02,556.6398539854796
2013-03,541.5357352444769
2013-04,552.6794305008814
2013-05,556.4527150250826
2013-06,518.2401636537679
2013-07,553.2319026231595
2013-08,555.0413707492994
2013-09,618.905855798414
2013-10,640.440115775868
2013-11,641.811300334992
2013-12,638.9936488484728
2014-01,643.5648505449536
2014-02,699.536839034709
2014-03,691.7911361235186
2014-04,702.1524529589323
2014-05,684.8392895610801
2014-06,694.566295528988
2014-07,664.1714228935621
2014-08,654.3990184453614
2014-09,616.4173423658696
2014-10,595.6480100998792
2014-11,608.6027287702981
2014-12,598.858308251979
2015-01,596.9634994632121
2015-02,642.7958207417413
2015-03,623.5346045620729
2015-04,642.439004274723
2015-05,642.6183658330257
2015-06,618.161742873806
2015-07,639.036681519701
2015-08,620.7982906385431
2015-09,596.7785439238567
2015-10,640.9473162918747
2015-11,613.0597200686951
2015-12,624.2091630625847
2016-01,553.4470260744123
2016-02,565.6181728904487
2016-03,626.1998499857082
2016-04,636.8691283292646
2016-05,619.3727661958175
2016-06,574.453891231967
2016-07,610.14928599625
2016-08,632.9086178760081
2016-09,661.6673305229538
2016-10,637.439644521627
2016-11,632.2441640893804
2016-12,641.2784976553313
2017-01,671.1859193833012
2017-02,679.9158484620797
2017-03,707.176025716259
2017-04,753.298871
2017-05,794.880896
2017-06,799.913676
2017-07,842.083454
2017-08,836.42234
2017-09,852.867798
2017-10,864.324634
2017-11,852.85996
2017-12,905.819076
2018-01,959.21588
2018-02,914.463208
2018-03,936.66947
2018-04,944.9894999956399
2018-05,919.7086847815564
2018-06,885.7699560937373
2018-07,930.8061075741272
2018-08,934.7404720459758
2018-09,899.2867542636702
2018-10,823.2434642442023
2018-11,813.6669075084005
2018-12,755.6262770702447
2019-01,829.6302984127441
2019-02,813.0942493567445
2019-03,821.0862969620879
2019-04,866.2498980979598
2019-05,830.6955731598571
2019-06,864.9127921529223
2019-07,837.6508706558594
2019-08,826.209546980968
2019-09,837.8071414460093
2019-10,891.6068106105307
2019-11,889.4183068679077
2019-12,926.6585804548665
2020-01,908.8139878155442
2020-02,823.9501164197803
2020-03,635.0903964775074
2020-04,667.2124071039658
2020-05,675.0919566018205
2020-06,678.4850049465985
2020-07,690.8497055196865
2020-08,725.0392284945545
2020-09,699.0150660311346
2020-10,670.9015499417582
2020-11,820.4354000567394
2020-12,898.5121051934599
2021-01,944.200945006285
2021-02,969.725722837517
2021-03,990.8441451006282
2021-04,1054.9346583480929
2021-05,1100.6507090000805
2021-06,1073.9115233479495
2021-07,1098.385786677483
2021-08,1116.4225581938554
2021-09,1066.7750358522812
2021-10,1100.9485727286235
2021-11,1044.9346007881902
2021-12,1102.6849653093377
2022-01,1084.1787770391306
2022-02,1008.2798008680478
2022-03,981.5539751917881
2022-04,938.5925585576539
2022-05,968.1411818037942
2022-06,830.7211290886092
2022-07,870.8731608422687
2022-08,859.016982497705
2022-09,766.2738558686452
2022-10,828.4248479563502
2022-11,911.448472838622
2022-12,914.1592926615625
2023-01,1024.7311851056515
2023-02,1038.007752186934
2023-03,984.6591276633256
2023-04,1012.3500149163319
2023-05,927.9794157339327
2023-06,978.8278593614056
2023-07,1009.6880461488778
