Date,BELGIUM SMALL CAP
2011-02,291.3805300242625
2011-03,304.66611053984946
2011-04,321.1948864729905
2011-05,308.9228064627947
2011-06,305.59870594748133
2011-07,287.602922712428
2011-08,270.5852341029633
2011-09,232.73430953541867
2011-10,246.58999091921072
2011-11,229.34055867689622
2011-12,225.03841854965563
2012-01,238.4853395424624
2012-02,250.4962009742821
2012-03,257.39524196969586
2012-04,250.28423873403455
2012-05,223.64451005188812
2012-06,229.7591748894108
2012-07,231.14534894492883
2012-08,235.25262785665825
2012-09,253.64324464918724
2012-10,257.51611557460967
2012-11,257.76900265682775
2012-12,272.77300173228815
2013-01,289.1403091493276
2013-02,282.6604243347467
2013-03,271.2338368231244
2013-04,282.0044404559726
2013-05,278.57835866678994
2013-06,267.71081931439255
2013-07,279.8059335460016
2013-08,271.99267018459005
2013-09,292.04130334282814
2013-10,304.71024019085274
2013-11,302.2387827470702
2013-12,312.3367327098337
2014-01,306.62716762935065
2014-02,329.72851028116355
2014-03,337.60874775826113
2014-04,342.489594877166
2014-05,335.7137389161981
2014-06,329.24538882031896
2014-07,326.40953844852675
2014-08,324.91778571556523
2014-09,308.4873604766535
2014-10,303.5601742343992
2014-11,312.2170100220572
2014-12,311.4064848199168
2015-01,306.6815032179748
2015-02,319.9888423849166
2015-03,310.1737704654394
2015-04,328.764151891571
2015-05,339.94799643911574
2015-06,334.08873871095295
2015-07,352.68621342188453
2015-08,331.9049647216819
2015-09,318.0756976176376
2015-10,336.40752687065185
2015-11,323.0651668186339
2015-12,342.9705677844563
2016-01,316.84061805977575
2016-02,315.18827856517424
2016-03,339.3252303034449
2016-04,339.8780100561111
2016-05,352.5867372845052
2016-06,339.3281339363064
2016-07,349.61556953382006
2016-08,345.4011024891745
2016-09,360.23728725749163
2016-10,349.19896858619546
2016-11,333.5881053075703
2016-12,350.08071566250686
2017-01,354.9952450939926
2017-02,361.03925464954517
2017-03,383.8306702911707
2017-04,394.642898
2017-05,409.714178
2017-06,401.485616
2017-07,412.385145
2017-08,414.075826
2017-09,431.848731
2017-10,429.413239
2017-11,428.465663
2017-12,436.536455
2018-01,484.999911
2018-02,467.110262
2018-03,441.514001
2018-04,438.0948972982939
2018-05,431.2787283228268
2018-06,417.97605842458825
2018-07,437.78966211468054
2018-08,429.0667690153289
2018-09,415.71856707101267
2018-10,386.8322800057095
2018-11,391.1335836343294
2018-12,373.2257257759609
2019-01,402.4256907484582
2019-02,404.8835839617971
2019-03,414.62570936551214
2019-04,433.26533398006035
2019-05,415.201145769254
2019-06,435.71013081847076
2019-07,455.8764451240315
2019-08,454.2169623768621
2019-09,453.8424967616635
2019-10,485.17058810669363
2019-11,497.9073196573836
2019-12,518.5126200717698
2020-01,511.130491521515
2020-02,469.1158813557494
2020-03,425.96464506094907
2020-04,451.821579114335
2020-05,493.9355674959014
2020-06,495.4530425203691
2020-07,512.0309300222591
2020-08,538.8576136584311
2020-09,530.3619861985521
2020-10,476.3485077307499
2020-11,561.4258409304248
2020-12,580.3926703781311
2021-01,587.0791834119432
2021-02,601.3899092995334
2021-03,589.5696455565667
2021-04,617.4737033480943
2021-05,649.6562026871551
2021-06,637.2311911085338
2021-07,662.7730653604608
2021-08,680.0970018356493
2021-09,632.8616381965786
2021-10,665.4654268297126
2021-11,640.9806491231142
2021-12,681.9557200733332
2022-01,649.1797846078712
2022-02,634.9708943800416
2022-03,653.6912827659914
2022-04,617.922401143059
2022-05,600.3127326078865
2022-06,531.3927801940318
2022-07,549.0738390433282
2022-08,520.9365207539724
2022-09,449.9408251828345
2022-10,463.49020383527403
2022-11,489.9869593820566
2022-12,507.67492170638036
2023-01,534.602385233594
2023-02,540.6499047839642
2023-03,539.0282147554849
2023-04,549.3341828302823
2023-05,512.6035684708171
2023-06,518.0684273730375
2023-07,542.1077746108248
