Date,IRELAND SMALL CAP
2022-04,1540.585831330344
2022-05,1617.577623751946
2022-06,1457.9182748617745
2022-07,1430.961074161201
2022-08,1486.1470745517222
2022-09,1447.9567979884469
2022-10,1601.7653450498408
2022-11,1736.5615802245302
2022-12,1762.8455677250913
2023-01,1851.028903808456
2023-02,1855.416742815617
2023-03,1973.1072501475724
2023-04,2061.1711313862324
2023-05,1977.7745564481377
2023-06,2058.0060896863147
2023-07,2047.9088636178728
