Date,PACIFIC ex JAPAN SMALL CAP
2022-01,599.5044002515895
2022-02,616.2911884884332
2022-03,658.0596342062134
2022-04,620.9711217942685
2022-05,598.8603192957023
2022-06,524.646891015575
2022-07,563.3120352421233
2022-08,568.2988256724092
2022-09,492.716243656725
2022-10,504.00193790973447
2022-11,558.6233168185836
2022-12,556.722842017324
2023-01,608.0432251879746
2023-02,566.3780368188635
2023-03,556.645506677209
2023-04,562.2308793919804
2023-05,539.6715128409708
2023-06,556.4511884552566
2023-07,581.5212307781414
