Date,AC ASIA PACIFIC ex JAPAN SMALL CAP
2010-09,1082.7715005808973
2010-10,1124.4618376857372
2010-11,1098.9353692407385
2010-12,1176.0050006502897
2011-01,1147.1532881408277
2011-02,1112.3912618973018
2011-03,1158.7657393883335
2011-04,1205.5894923487683
2011-05,1175.2113439085917
2011-06,1143.1369449025426
2011-07,1172.8695578637942
2011-08,1055.3120661911234
2011-09,879.7346640602271
2011-10,986.3590250942982
2011-11,905.5739528290542
2011-12,888.6968465168454
2012-01,979.9966759886391
2012-02,1063.1901161797573
2012-03,1023.1079355756991
2012-04,1010.7008606511297
2012-05,912.6468966305479
2012-06,928.5563034066502
2012-07,935.3399004167223
2012-08,953.0222321291849
2012-09,1012.3133850261355
2012-10,1010.0613965495367
2012-11,1030.928316322538
2012-12,1064.7180135895792
2013-01,1105.9523956757314
2013-02,1122.4473737186413
2013-03,1127.7553740970557
2013-04,1143.8155365275259
2013-05,1124.152053236373
2013-06,1022.8620636645447
2013-07,1042.6201469155435
2013-08,1026.1007227726707
2013-09,1093.5436744377591
2013-10,1125.75956897955
2013-11,1099.6734043253753
2013-12,1102.2254597641968
2014-01,1075.3669980849108
2014-02,1124.652772453798
2014-03,1144.1564445243791
2014-04,1146.171407996071
2014-05,1173.767876563538
2014-06,1191.8051960980615
2014-07,1211.3707558295735
2014-08,1231.145519344434
2014-09,1165.9098918825855
2014-10,1152.5273994281927
2014-11,1127.352018947804
2014-12,1107.1232375337183
2015-01,1117.4817932412323
2015-02,1151.790870323136
2015-03,1158.6027209319052
2015-04,1256.7278939945934
2015-05,1267.4910501938518
2015-06,1195.2816947548458
2015-07,1107.3910680858423
2015-08,999.9336741089605
2015-09,1000.1144461367638
2015-10,1067.9160066370616
2015-11,1052.7179835990726
2015-12,1063.8831009743485
2016-01,975.6626790086655
2016-02,971.4154227753761
2016-03,1065.796510188284
2016-04,1076.3657950262082
2016-05,1053.2844641744125
2016-06,1068.485579902052
2016-07,1119.642836661481
2016-08,1135.5320454140608
2016-09,1151.6233572075314
2016-10,1114.6152690178865
2016-11,1080.0884119730495
2016-12,1071.14702782593
2017-01,1113.2000090436136
2017-02,1165.2020675134918
2017-03,1196.6056883560661
2017-04,1204.201234
2017-05,1215.665549
2017-06,1233.596341
2017-07,1267.889603
2017-08,1284.335792
2017-09,1289.075563
2017-10,1344.817313
2017-11,1377.161981
2017-12,1419.557819
2018-01,1492.511521
2018-02,1428.927196
2018-03,1406.279042
2018-04,1412.2559452938517
2018-05,1415.4537326265488
2018-06,1337.6887079267276
2018-07,1340.633948283708
2018-08,1329.6462146821211
2018-09,1289.7464648248363
2018-10,1141.9688930507411
2018-11,1200.7307722371443
2018-12,1165.6023376102821
2019-01,1226.5295703276893
2019-02,1256.8308432669112
2019-03,1278.3533946313873
2019-04,1281.7946953724745
2019-05,1217.356446061137
2019-06,1260.1458399898822
2019-07,1241.7524148509654
2019-08,1185.2196537670764
2019-09,1208.0216928650514
2019-10,1243.695207
2019-11,1237.1771023703614
2019-12,1288.7536519883454
2020-01,1243.7566759369467
2020-02,1161.8750206115672
2020-03,919.4468507269393
2020-04,1070.0209242151468
2020-05,1117.3475482830684
2020-06,1200.965243262001
2020-07,1293.62550518186
2020-08,1378.989816797321
2020-09,1347.1785963618886
2020-10,1349.0319094203721
2020-11,1520.598610721931
2020-12,1623.7424822360354
2021-01,1628.7106247484232
2021-02,1723.854108206252
2021-03,1740.511610706891
2021-04,1840.9788840508304
2021-05,1859.0079259763072
2021-06,1894.4746375298262
2021-07,1873.8577225182198
2021-08,1902.0750233979713
2021-09,1869.1760100438778
2021-10,1908.4914475144262
2021-11,1849.2588228325567
2021-12,1928.8313502526562
2022-01,1783.1708086511408
2022-02,1774.0548626898967
2022-03,1829.8229132618762
2022-04,1736.2176061777361
2022-05,1690.659247516223
2022-06,1511.5519258476972
2022-07,1573.6788135305035
2022-08,1601.028376655882
2022-09,1411.1294806750614
2022-10,1401.1703867298986
2022-11,1563.0028195931648
2022-12,1548.094814481392
2023-01,1661.49519968792
2023-02,1593.2231902575313
2023-03,1596.5125669477243
2023-04,1602.817082459528
2023-05,1594.8333553391697
2023-06,1652.1126882337198
2023-07,1748.710942881547
