Date,ACWI ex CANADA SMALL CAP
2009-10,1365.7550225976102
2009-11,1398.8428187849665
2009-12,1465.6440053497545
2010-01,1429.0139077608399
2010-02,1455.5906676734103
2010-03,1569.422098825165
2010-04,1626.9265667626637
2010-05,1468.3320155930323
2010-06,1411.2363528935832
2010-07,1519.4551667544067
2010-08,1456.2852004931135
2010-09,1625.5378260386797
2010-10,1688.7102359893006
2010-11,1687.7064731210994
2010-12,1838.4960420548975
2011-01,1847.4989811747007
2011-02,1901.5576652858488
2011-03,1932.6872156039985
2011-04,2008.3366368880645
2011-05,1966.7696081598356
2011-06,1927.2864312132317
2011-07,1886.9411784722834
2011-08,1721.663576566727
2011-09,1525.7575197081667
2011-10,1700.3859129058555
2011-11,1648.220475960437
2011-12,1634.6998930195239
2012-01,1763.4410275772934
2012-02,1853.3330904499703
2012-03,1868.0015997027947
2012-04,1852.2301825327327
2012-05,1689.4849027399855
2012-06,1752.6617433564386
2012-07,1746.8109293313548
2012-08,1801.2784976435303
2012-09,1868.3686225058836
2012-10,1856.8530576582682
2012-11,1879.9989329505074
2012-12,1944.5506588653232
2013-01,2054.4310159708825
2013-02,2077.9786732933912
2013-03,2142.7927046283926
2013-04,2174.563561717469
2013-05,2196.1149954465764
2013-06,2135.5436959639374
2013-07,2257.988614985045
2013-08,2210.3849101774263
2013-09,2365.077260389513
2013-10,2440.0347710312903
2013-11,2479.7969236990493
2013-12,2530.8191368659714
2014-01,2483.1349556394252
2014-02,2609.3420708077433
2014-03,2602.7098598132898
2014-04,2558.663763045531
2014-05,2593.268132214839
2014-06,2683.6439605975056
2014-07,2589.2530165246512
2014-08,2666.5528158278557
2014-09,2526.9479170462205
2014-10,2569.6815673955243
2014-11,2579.2071970066845
2014-12,2587.3743421740633
2015-01,2557.479595154247
2015-02,2704.7462328292227
2015-03,2713.5071936191093
2015-04,2753.4932648060644
2015-05,2795.0632444746407
2015-06,2760.104794477069
2015-07,2734.280056643963
2015-08,2576.5770402866597
2015-09,2479.165498117184
2015-10,2622.1858846859905
2015-11,2644.820506459534
2015-12,2589.048699593282
2016-01,2385.0944318886027
2016-02,2393.3107725929044
2016-03,2596.1575232886385
2016-04,2645.9912466171336
2016-05,2668.8950653728316
2016-06,2625.3415879894037
2016-07,2767.681437545007
2016-08,2780.405202149788
2016-09,2821.635905577095
2016-10,2725.3866550782154
2016-11,2814.9272178444353
2016-12,2874.8388132671207
2017-01,2946.103897253215
2017-02,3022.041643459954
2017-03,3050.211125998329
2017-04,3114.761293
2017-05,3136.288661
2017-06,3179.631953
2017-07,3256.246996
2017-08,3260.526273
2017-09,3377.022668
2017-10,3437.47247
2017-11,3513.991698
2017-12,3570.985622
2018-01,3711.504746
2018-02,3567.271788
2018-03,3564.33371
2018-04,3589.64998583601
2018-05,3666.0417849988335
2018-06,3628.462053951832
2018-07,3674.554153752467
2018-08,3741.5689434544815
2018-09,3680.4146213427125
2018-10,3311.78470834689
2018-11,3353.088507504144
2018-12,3064.40021
2019-01,3360.9789832697465
2019-02,3479.5848277474183
2019-03,3465.079864940438
2019-04,3566.8809023746053
2019-05,3337.763633833716
2019-06,3522.763174600293
2019-07,3533.199602910058
2019-08,3403.507135179759
2019-09,3475.756186017507
2019-10,3579.430893
2019-11,3681.3719977602123
2019-12,3813.907718130402
2020-01,3703.1425362583677
2020-02,3371.166883416472
2020-03,2672.2516334408624
2020-04,3020.665674241899
2020-05,3220.587732789122
2020-06,3320.6619629627776
2020-07,3464.146350253975
2020-08,3655.529656886043
2020-09,3582.663963
2020-10,3580.4769299516493
2020-11,4127.464562154952
2020-12,4434.698967063943
2021-01,4517.423457857007
2021-02,4746.996854563995
2021-03,4844.0429991492165
2021-04,5041.674217743728
2021-05,5087.877878803222
2021-06,5113.075137365216
2021-07,5073.920722564991
2021-08,5192.388765363129
2021-09,5034.88721194812
2021-10,5190.554646503949
2021-11,4951.743995442357
2021-12,5139.114495068108
2022-01,4760.808376758283
2022-02,4750.771988301716
2022-03,4797.395095333016
2022-04,4439.38343211858
2022-05,4422.005242222094
2022-06,3983.0391635078317
2022-07,4314.142222044363
2022-08,4203.92067051693
2022-09,3774.393770601827
2022-10,4040.073620333966
2022-11,4303.455009071649
2022-12,4169.2238738312735
2023-01,4537.2924763315
2023-02,4444.927452384456
2023-03,4344.044145770496
2023-04,4344.678332673554
2023-05,4248.366945861833
2023-06,4507.909768730372
2023-07,4738.530612645105
