Date,WORLD ex USA SMALL CAP
2008-04,256.14371130070003
2008-05,261.3179113053209
2008-06,241.1252216858162
2008-07,228.9665447071219
2008-08,220.50009473295623
2008-09,181.7137891299958
2008-10,136.85727515114317
2008-11,130.225552717184
2008-12,138.9096344109222
2009-01,130.8421412927458
2009-02,118.89109123826672
2009-03,126.52590179404409
2009-04,146.03013414404168
2009-05,167.6398611754467
2009-06,169.65360250563586
2009-07,183.2868983569119
2009-08,197.41413652802237
2009-09,208.50943998020688
2009-10,205.29284063872802
2009-11,206.89298365717497
2009-12,209.5091985375516
2010-01,206.74860673047348
2010-02,205.56506043099665
2010-03,220.84720105814336
2010-04,225.21143707564022
2010-05,198.15157126957928
2010-06,196.29237890581499
2010-07,213.12696352878905
2010-08,207.5895445951222
2010-09,231.14343158133258
2010-10,240.67022856026693
2010-11,234.36140155683856
2010-12,260.85766553471996
2011-01,262.226170575406
2011-02,269.6820102561768
2011-03,269.4329199774949
2011-04,282.79153999573543
2011-05,274.9604597240168
2011-06,269.01134436444863
2011-07,267.54356937662686
2011-08,246.408743708834
2011-09,218.11900029657625
2011-10,235.82737905285515
2011-11,223.98043561272115
2011-12,219.62144589695873
2012-01,237.76004697799092
2012-02,251.2278169131742
2012-03,249.56381219618416
2012-04,248.26598061582752
2012-05,219.09133616634182
2012-06,226.6509295551329
2012-07,228.40150515449557
2012-08,234.96059709691792
2012-09,246.0922053393144
2012-10,247.29135783490605
2012-11,248.56268751973434
2012-12,258.00362321969214
2013-01,270.42244599568943
2013-02,271.3824109761315
2013-03,276.68247736274054
2013-04,284.70964177945496
2013-05,278.02509191842285
2013-06,267.0347280332547
2013-07,283.72434114698217
2013-08,283.22664420508573
2013-09,307.00017216556154
2013-10,316.0728894271322
2013-11,316.4762180269829
2013-12,323.930361583526
2014-01,318.3316946013266
2014-02,336.38229201898224
2014-03,335.11667755913123
2014-04,334.07242651597466
2014-05,338.2575885036956
2014-06,345.93949272759676
2014-07,336.98080158119933
2014-08,337.8105022975506
2014-09,317.3405829309377
2014-10,309.3047424055943
2014-11,309.0000417546409
2014-12,306.61574355406367
2015-01,303.9010864695429
2015-02,323.3442202762769
2015-03,318.9747478946531
2015-04,335.2029783527756
2015-05,337.2202739555715
2015-06,332.2469553123709
2015-07,331.74439361788575
2015-08,316.974240018321
2015-09,305.57738880401945
2015-10,323.70614369779463
2015-11,323.00825423086803
2015-12,323.3565575954466
2016-01,298.74605923513803
2016-02,300.33652054026345
2016-03,325.3077827884307
2016-04,335.57957634321787
2016-05,336.0007904429604
2016-06,321.1323584751279
2016-07,340.2066973879695
2016-08,337.3548418771708
2016-09,346.8313584949128
2016-10,336.53935101839636
2016-11,328.22381973519106
2016-12,337.3117656496431
2017-01,349.45338881578425
2017-02,356.1651433812381
2017-03,362.9803684923321
2017-04,375.835405
2017-05,388.175636
2017-06,389.410729
2017-07,403.12454
2017-08,406.516333
2017-09,417.668473
2017-10,423.570814
2017-11,429.553817
2017-12,441.997828
2018-01,462.620789
2018-02,444.643829
2018-03,439.778274
2018-04,446.4768569969651
2018-05,443.3104474135942
2018-06,435.65052300917137
2018-07,438.12541150269254
2018-08,435.10215060353704
2018-09,431.9358711924143
2018-10,390.76115207503085
2018-11,386.92385144106237
2018-12,362.1209568917198
2019-01,392.8457882325209
2019-02,401.89460886773503
2019-03,401.69087520677925
2019-04,412.6649189205255
2019-05,391.00075481145666
2019-06,408.77073184878725
2019-07,406.9500550332832
2019-08,397.5263635677919
2019-09,407.6705858771142
2019-10,424.4089392158124
2019-11,434.0469567835012
2019-12,454.137065137806
2020-01,441.0039205433996
2020-02,397.9773828801068
2020-03,325.2155478894917
2020-04,363.281247939309
2020-05,388.7562862546927
2020-06,395.67135055217017
2020-07,410.85326127103446
2020-08,440.8224852408689
2020-09,435.697223
2020-10,421.6432236575354
2020-11,479.6867361422431
2020-12,512.1811162342175
2021-01,510.8850006485585
2021-02,525.6885139625233
2021-03,537.157230188072
2021-04,559.4008608708214
2021-05,571.9823472518424
2021-06,562.977911667648
2021-07,571.5004561889241
2021-08,586.8523486378174
2021-09,567.0389841602448
2021-10,578.461555326516
2021-11,546.0884235652923
2021-12,569.2384940396474
2022-01,530.3047197327558
2022-02,525.5721673451977
2022-03,528.0707860387804
2022-04,491.4011206585813
2022-05,488.09479387884335
2022-06,433.3593781274865
2022-07,462.9484410987384
2022-08,442.9046942753045
2022-09,392.3771731161807
2022-10,409.958182011592
2022-11,449.35901995675744
2022-12,452.05022133967543
2023-01,486.6369450600322
2023-02,474.7146013333961
2023-03,474.5976443611037
2023-04,482.9606892055335
2023-05,462.91400376146163
2023-06,476.9014340962547
2023-07,498.46123946597635
