Date,AC PACIFIC SMALL CAP
2015-07,1186.085392346599
2015-08,1106.7198749377187
2015-09,1085.8465339705783
2015-10,1161.207007572161
2015-11,1159.36420508343
2015-12,1169.894741340777
2016-01,1085.1170944742041
2016-02,1084.130119139239
2016-03,1168.1944679773549
2016-04,1197.1185373901128
2016-05,1182.6698042855453
2016-06,1185.8049710350394
2016-07,1245.0474846848806
2016-08,1231.513069884715
2016-09,1272.292275770469
2016-10,1253.5209310620596
2016-11,1210.616646328817
2016-12,1216.4939902794388
2017-01,1261.3165988762983
2017-02,1306.7210014258953
2017-03,1319.268816363078
2017-04,1329.296628
2017-05,1362.586725
2017-06,1378.971427
2017-07,1415.210555
2017-08,1439.364998
2017-09,1455.566632
2017-10,1508.244736
2017-11,1552.165186
2017-12,1584.380292
2018-01,1666.860353
2018-02,1622.111176
2018-03,1606.437825
2018-04,1605.5850102378104
2018-05,1614.0532013764587
2018-06,1547.198631862441
2018-07,1537.8498249495096
2018-08,1524.8524913450497
2018-09,1529.8735210869575
2018-10,1362.9323769625887
2018-11,1413.3505860206508
2018-12,1325.2421890762662
2019-01,1408.0104914301862
2019-02,1437.0162247222
2019-03,1441.6850451384848
2019-04,1453.954142096031
2019-05,1380.7420518843128
2019-06,1428.7080720510103
2019-07,1435.6801266288915
2019-08,1396.821756724825
2019-09,1433.9018041747643
2019-10,1493.7306770646258
2019-11,1494.5786242145718
2019-12,1541.7965070098523
2020-01,1479.3049818472061
2020-02,1341.4994158713966
2020-03,1174.2946797504135
2020-04,1301.805343084339
2020-05,1386.4233806732764
2020-06,1424.9823120138844
2020-07,1462.2498850257473
2020-08,1565.0817780950142
2020-09,1572.971678786174
2020-10,1555.2934302598633
2020-11,1704.314298645923
2020-12,1799.7627422726828
2021-01,1795.4091492013386
2021-02,1847.4252552725354
2021-03,1885.0481280098627
2021-04,1943.473015939478
2021-05,1934.7489767510488
2021-06,1961.0433675203847
2021-07,1932.5586790012517
2021-08,1971.3468991260904
2021-09,1947.970035791235
2021-10,1945.1120154093237
2021-11,1856.7977410282192
2021-12,1914.0727382820571
2022-01,1774.6063909448396
2022-02,1801.5377830927212
2022-03,1802.4363117406538
2022-04,1680.6704690441961
2022-05,1674.34655818887
2022-06,1530.9055582926878
2022-07,1591.8908235361062
2022-08,1585.9721948126023
2022-09,1409.7062526386708
2022-10,1403.584698783522
2022-11,1567.7886163056583
2022-12,1585.930019206236
2023-01,1693.8123004050974
2023-02,1630.068809232422
2023-03,1657.6040076744853
2023-04,1655.9604656506333
2023-05,1627.9835548530195
2023-06,1667.5773585338577
2023-07,1750.1783913304357
