Date,EUROPE ex SWITZERLAND SMALL CAP
2012-10,2630.6928666868043
2012-11,2655.4845542766816
2012-12,2792.650393569439
2013-01,2960.484078909092
2013-02,2959.5329929823124
2013-03,2945.599717034845
2013-04,3043.4469494335976
2013-05,3105.7784486971873
2013-06,2974.6535604132
2013-07,3238.343382812096
2013-08,3247.5201844134203
2013-09,3516.602250223651
2013-10,3693.828308020171
2013-11,3767.5100663432904
2013-12,3896.748056205474
2014-01,3840.6786815756504
2014-02,4198.450504098922
2014-03,4138.10378925799
2014-04,4106.631760625675
2014-05,4141.283951418867
2014-06,4108.849245543779
2014-07,3911.5742349886473
2014-08,3905.23369980017
2014-09,3688.3010817427617
2014-10,3599.8563053202624
2014-11,3659.4450361988197
2014-12,3632.6896235290146
2015-01,3596.7750492686973
2015-02,3897.6168995043977
2015-03,3790.043039821089
2015-04,4007.4580460715492
2015-05,4067.197648051346
2015-06,4017.4134885427543
2015-07,4121.3238663722595
2015-08,3963.2223027390187
2015-09,3828.462117192562
2015-10,4029.4802145995313
2015-11,4011.551468065172
2015-12,4025.3865586380866
2016-01,3676.415457823434
2016-02,3662.012670207817
2016-03,3963.624776164632
2016-04,4019.4045751808267
2016-05,4073.862315922123
2016-06,3676.4923084690354
2016-07,3905.9883582574926
2016-08,3954.6458248484028
2016-09,4028.098441943387
2016-10,3824.4371981236704
2016-11,3742.0555788263496
2016-12,3904.9724790691075
2017-01,4028.0017360818238
2017-02,4083.6207069249976
2017-03,4218.421925127954
2017-04,4500.917878
2017-05,4692.167837
2017-06,4635.675755
2017-07,4852.138294
2017-08,4869.553884
2017-09,5069.194585
2017-10,5095.186142
2017-11,5108.779287
2017-12,5269.605815
2018-01,5567.447562
2018-02,5286.725732
2018-03,5261.125137463242
2018-04,5400.746561143993
2018-05,5291.274720230372
2018-06,5238.757633899486
2018-07,5326.217279820441
2018-08,5251.148843485075
2018-09,5159.173471013351
2018-10,4651.7260813456705
2018-11,4497.103241974614
2018-12,4252.757598641128
2019-01,4655.523360362752
2019-02,4783.409346681736
2019-03,4779.296506575726
2019-04,4987.580974894926
2019-05,4657.945559896763
2019-06,4889.638289848561
2019-07,4772.754624916939
2019-08,4633.667984341472
2019-09,4750.959037799955
2019-10,4993.019769635322
2019-11,5162.400910143117
2019-12,5480.132046896563
2020-01,5304.482660336905
2020-02,4828.480081940513
2020-03,3747.955692861052
2020-04,4178.01814814524
2020-05,4458.703156088844
2020-06,4560.137555544684
2020-07,4864.266855702114
2020-08,5192.223002137708
2020-09,5052.521491
2020-10,4794.682974502779
2020-11,5699.589918446765
2020-12,6194.870817407848
2021-01,6159.726766689387
2021-02,6423.055030405098
2021-03,6548.043314124419
2021-04,6978.411927545041
2021-05,7227.904819090048
2021-06,6948.826224379119
2021-07,7187.163561228959
2021-08,7409.861230970548
2021-09,6946.729379370855
2021-10,7174.104964247288
2021-11,6742.982490763907
2021-12,7108.951470568388
2022-01,6533.095880220847
2022-02,6287.526572879361
2022-03,6276.203884371831
2022-04,5847.885050321898
2022-05,5857.885727146827
2022-06,5014.1088163850645
2022-07,5362.474376959847
2022-08,4905.580316455074
2022-09,4238.39694089398
2022-10,4594.620484970733
2022-11,5089.310391598694
2022-12,5133.5944121045895
2023-01,5617.141795534481
2023-02,5645.224555078443
2023-03,5524.077862636168
2023-04,5706.2832888772755
2023-05,5363.687396775243
2023-06,5531.5192893298445
2023-07,5781.289337181291
