Date,ASIA APEX SMALL CAP 200
2015-02,1569.144509735024
2015-03,1622.0134351046484
2015-04,1826.9784594384425
2015-05,1836.486794393202
2015-06,1708.3391132883003
2015-07,1535.2682268615329
2015-08,1376.1085055274295
2015-09,1374.3485344058822
2015-10,1469.4956523324722
2015-11,1447.542493583621
2015-12,1435.3383603327343
2016-01,1316.7412445269626
2016-02,1308.0293773289586
2016-03,1409.9762493526857
2016-04,1412.4796159702391
2016-05,1381.2185275692912
2016-06,1385.444816753384
2016-07,1418.6434942859062
2016-08,1476.8426603491096
2016-09,1504.9456400032832
2016-10,1429.971336240035
2016-11,1390.6999718289699
2016-12,1358.1685717837534
2017-01,1435.2012363557492
2017-02,1513.143937999794
2017-03,1566.1084945630257
2017-04,1572.498772
2017-05,1603.637234
2017-06,1625.085845
2017-07,1692.184122
2017-08,1736.257973
2017-09,1768.321101
2017-10,1850.004459
2017-11,1900.459677
2017-12,1928.754743
2018-01,2107.119402
2018-02,2005.641791
2018-03,2014.2715458345574
2018-04,2014.6063672008352
2018-05,2092.2929876299117
2018-06,1942.3473544051906
2018-07,1919.0393011205579
2018-08,1873.447820251508
2018-09,1850.572456283255
2018-10,1565.509772365403
2018-11,1695.4309914397138
2018-12,1643.033746367044
2019-01,1732.9156647300467
2019-02,1788.3459505180122
2019-03,1797.4099763586262
2019-04,1795.617238472994
2019-05,1628.017967923528
2019-06,1719.0710408576717
2019-07,1712.989512801286
2019-08,1628.463443465311
2019-09,1668.1930632778735
2019-10,1746.2204861612884
2019-11,1726.8263366903598
2019-12,1828.283165096351
2020-01,1709.800366115611
2020-02,1661.5288051332745
2020-03,1426.4889495814684
2020-04,1631.1573328177594
2020-05,1683.1851628188635
2020-06,1852.1081510603547
2020-07,1999.348581473385
2020-08,2071.0956438138037
2020-09,2020.6799802802757
2020-10,2041.2086802171104
2020-11,2296.2207351253137
2020-12,2451.5379729693345
2021-01,2539.177592459114
2021-02,2747.976819738973
2021-03,2769.960899466829
2021-04,2933.2578729190695
2021-05,2974.4016015682523
2021-06,3045.108339366545
2021-07,3014.4631838570936
2021-08,3044.833117921032
2021-09,3030.3736650448723
2021-10,3069.9719845975133
2021-11,3039.942939305415
2021-12,3162.7872285126027
2022-01,2961.191574244064
2022-02,2920.5765943196475
2022-03,2952.4813205618434
2022-04,2786.7159294257763
2022-05,2768.757766227774
2022-06,2485.6390787512287
2022-07,2575.51944041481
2022-08,2655.9840705053766
2022-09,2388.3670010777014
2022-10,2334.3087093745967
2022-11,2613.649824696855
2022-12,2566.412223779887
2023-01,2740.0746807850737
2023-02,2718.118846522034
2023-03,2791.336986792165
2023-04,2822.12470585139
2023-05,2935.251379528741
2023-06,3112.465212289693
2023-07,3348.8736955020586
