Date,AC FAR EAST SMALL CAP
2007-10,1078.4263786317017
2007-11,1006.4344827309636
2007-12,971.2131672513628
2008-01,888.3068584275325
2008-02,925.0754672417595
2008-03,904.2660835031394
2008-04,928.2625698652885
2008-05,938.586278622587
2008-06,859.6167208869215
2008-07,827.3318218284098
2008-08,773.2382305295838
2008-09,664.8493369592468
2008-10,546.0072351185979
2008-11,552.3656644762395
2008-12,610.5469694973805
2009-01,578.9283355689377
2009-02,523.958674980535
2009-03,564.7900339772003
2009-04,630.0225949901575
2009-05,738.6690033879984
2009-06,756.0766037443293
2009-07,810.1252211765262
2009-08,824.1404607529636
2009-09,850.0463742560399
2009-10,838.04775399612
2009-11,835.8081561397578
2009-12,856.0327703241161
2010-01,842.524981071156
2010-02,854.4203930838164
2010-03,911.0477244330608
2010-04,933.4852015641816
2010-05,852.7638723811601
2010-06,861.5773634972752
2010-07,895.6478248391103
2010-08,885.2653202825283
2010-09,958.8425422248777
2010-10,972.7403509722528
2010-11,977.3982427836445
2010-12,1050.821218681728
2011-01,1056.8423077295793
2011-02,1048.3072447255374
2011-03,1037.0115466838909
2011-04,1060.4708941217941
2011-05,1042.1594444922991
2011-06,1045.0215997975374
2011-07,1081.3427307556922
2011-08,997.857587790249
2011-09,911.9894165727094
2011-10,938.9625634971471
2011-11,890.6189786720162
2011-12,897.2809953616462
2012-01,954.0023704839452
2012-02,1001.1391729021998
2012-03,995.6085654625666
2012-04,980.8149042679079
2012-05,904.3692875272773
2012-06,930.6021899079673
2012-07,924.0400140302842
2012-08,933.1295859481756
2012-09,973.0456216847401
2012-10,957.7566512114507
2012-11,974.3341993299264
2012-12,1007.7086259362601
2013-01,1045.570887702088
2013-02,1078.3622235738035
2013-03,1125.2929081393772
2013-04,1175.49131638018
2013-05,1138.2279225853874
2013-06,1085.7646216039282
2013-07,1102.5254927427666
2013-08,1084.364566317489
2013-09,1178.3246444953288
2013-10,1188.6570333189243
2013-11,1178.7054088090738
2013-12,1181.9511144848727
2014-01,1171.2063989432372
2014-02,1179.4536844476015
2014-03,1183.8106425610074
2014-04,1173.5240104965446
2014-05,1204.2553804534
2014-06,1254.6391768996039
2014-07,1268.1739374088775
2014-08,1274.0607475828053
2014-09,1227.825439567725
2014-10,1197.1461194591554
2014-11,1179.275637912361
2014-12,1174.172164675803
2015-01,1204.2978517826648
2015-02,1237.4693442226187
2015-03,1260.730194642061
2015-04,1342.114076712899
2015-05,1357.903886378373
2015-06,1330.1393538277323
2015-07,1261.5208639331934
2015-08,1178.6830473082778
2015-09,1157.4609993704964
2015-10,1234.6153764907317
2015-11,1231.8303564075466
2015-12,1239.1073765169522
2016-01,1149.018216890223
2016-02,1145.082861841359
2016-03,1225.60363262886
2016-04,1256.7381736396521
2016-05,1241.73684395021
2016-06,1242.6976769949229
2016-07,1296.5564116686105
2016-08,1283.9294654278804
2016-09,1328.7489949978572
2016-10,1316.8531372135963
2016-11,1269.5415037253686
2016-12,1274.1986337310364
2017-01,1322.48740657545
2017-02,1371.938731939497
2017-03,1382.926766829697
2017-04,1397.044456
2017-05,1437.064603
2017-06,1447.639696
2017-07,1484.547439
2017-08,1510.447255
2017-09,1530.259049
2017-10,1587.605318
2017-11,1635.591885
2017-12,1661.666085
2018-01,1752.36262
2018-02,1705.936382
2018-03,1694.351061
2018-04,1690.3445363905641
2018-05,1696.4382931892267
2018-06,1618.6967618367287
2018-07,1607.3514291938943
2018-08,1593.0955195043405
2018-09,1599.0908792899793
2018-10,1421.5417821887982
2018-11,1476.8008256532826
2018-12,1384.958465064436
2019-01,1465.074969940921
2019-02,1492.5120891520567
2019-03,1496.756097513769
2019-04,1507.1766400731399
2019-05,1425.5272289014738
2019-06,1472.8981329931378
2019-07,1474.4132674827906
2019-08,1439.7208313524495
2019-09,1481.170564242457
2019-10,1551.9606772679845
2019-11,1552.7443192659873
2019-12,1600.7557906362943
2020-01,1527.1932251724904
2020-02,1392.9173715447787
2020-03,1252.7758601690048
2020-04,1366.6145277512765
2020-05,1443.2838843245906
2020-06,1479.4632784222038
2020-07,1510.4095558435176
2020-08,1608.2952248479223
2020-09,1633.5650904899871
2020-10,1612.0327610373165
2020-11,1753.693563386133
2020-12,1844.2166474635294
2021-01,1843.2589174463
2021-02,1901.2792485824864
2021-03,1946.6263465957038
2021-04,1996.856585801135
2021-05,1984.029755869409
2021-06,2015.2121458218357
2021-07,1982.3777733776835
2021-08,2017.1064642799195
2021-09,1998.1246084478473
2021-10,1976.1225001001796
2021-11,1891.5995778982767
2021-12,1936.9655640672304
2022-01,1812.1583036982092
2022-02,1831.8524319922258
2022-03,1799.3382080518982
2022-04,1677.2833029800236
2022-05,1687.026687736292
2022-06,1568.5059748752622
2022-07,1610.4586306885274
2022-08,1598.2186454368457
2022-09,1430.416562066723
2022-10,1405.658919620029
2022-11,1577.1881107448464
2022-12,1607.787004056751
2023-01,1708.140980144238
2023-02,1657.8931383536788
2023-03,1699.3025262250897
2023-04,1692.551248837257
2023-05,1669.1024400913302
2023-06,1707.485740851351
2023-07,1792.3316312695038
