Date,KOKUSAI INDEX (WORLD ex JP) SMALL CAP
2020-07,510.21726110036127
2020-08,537.8289421822827
2020-09,521.597582
2020-10,523.3687858766458
2020-11,610.4378816356693
2020-12,657.8201202100117
2021-01,673.736023601754
2021-02,711.0559927015216
2021-03,724.7467514872936
2021-04,757.1452726283479
2021-05,764.8278531305813
2021-06,765.7474980778783
2021-07,760.3535592253305
2021-08,778.5083805713983
2021-09,750.5481751888774
2021-10,784.2205507155805
2021-11,747.1569660540022
2021-12,776.4046931126453
2022-01,715.8409769377744
2022-02,716.2897221425279
2022-03,726.479923431734
2022-04,669.5706850302404
2022-05,667.4313306381293
2022-06,596.8803127496443
2022-07,654.2323381718688
2022-08,631.8847411632444
2022-09,564.7909528429752
2022-10,616.0418534141421
2022-11,651.8949454083028
2022-12,624.583610540242
2023-01,686.849569677887
2023-02,673.6808410434468
2023-03,651.5083667552819
2023-04,650.1305636306408
2023-05,631.1250529004593
2023-06,674.2119128110601
2023-07,708.028218178998
