Date,USA
1983-09,241.46
1983-10,238.517
1983-11,243.424
1983-12,241.868
1984-01,238.951
1984-02,228.818
1984-03,232.825
1984-04,235.015
1984-05,221.616
1984-06,226.099
1984-07,224.109
1984-08,248.218
1984-09,248.362
1984-10,249.383
1984-11,246.701
1984-12,252.663
1985-01,272.702
1985-02,275.671
1985-03,276.153
1985-04,275.276
1985-05,292.052
1985-06,296.065
1985-07,294.908
1985-08,291.962
1985-09,282.455
1985-10,295.003
1985-11,315.224
1985-12,331.185326
1986-01,332.966501
1986-02,357.885065
1986-03,377.548634
1986-04,371.984292
1986-05,389.986072
1986-06,394.746818
1986-07,373.358879
1986-08,400.628889
1986-09,366.207393
1986-10,386.652898
1986-11,395.40101
1986-12,385.095465
1987-01,435.888565
1987-02,451.191951
1987-03,462.999793
1987-04,458.455103
1987-05,460.681489
1987-06,484.173126
1987-07,506.826145
1987-08,526.431258
1987-09,514.837377
1987-10,405.205754
1987-11,370.581274
1987-12,396.299499
1988-01,412.890018
1988-02,429.787823
1988-03,415.015329
1988-04,418.424379
1988-05,421.616836
1988-06,440.834675
1988-07,439.060693
1988-08,423.919016
1988-09,441.622087
1988-10,454.743742
1988-11,447.31475
1988-12,454.216956
1989-01,488.34498
1989-02,473.269974
1989-03,483.491453
1989-04,509.307137
1989-05,528.507277
1989-06,526.07963
1989-07,573.843113
1989-08,582.063223
1989-09,580.356958
1989-10,566.739682
1989-11,577.981218
1989-12,590.539742
1990-01,551.749748
1990-02,559.470229
1990-03,572.231455
1990-04,560.093294
1990-05,611.389918
1990-06,608.65185
1990-07,607.251121
1990-08,551.223032
1990-09,525.180072
1990-10,523.086681
1990-11,556.960172
1990-12,571.953115
1991-01,598.746078
1991-02,639.644484
1991-03,654.748954
1991-04,656.820564
1991-05,683.62214
1991-06,651.802552
1991-07,681.825214
1991-08,697.849953
1991-09,685.497165
1991-10,696.806856
1991-11,668.132116
1991-12,743.9189897
1992-01,730.9939367
1992-02,738.8318763
1992-03,724.6752395
1992-04,745.3382024
1992-05,747.8423032
1992-06,735.8782471999999
1992-07,766.0221306999999
1992-08,747.109863
1992-09,754.6770768
1992-10,758.7273874
1992-11,783.392973
1992-12,791.4797903
1993-01,797.893465
1993-02,807.8360339999999
1993-03,823.919996
1993-04,805.191145
1993-05,825.228219
1993-06,827.237042
1993-07,825.791166
1993-08,855.0627989999999
1993-09,846.09724
1993-10,860.4269816716221
1993-11,854.0687844721974
1993-12,863.8700014328571
1994-01,894.7461874313855
1994-02,869.0732970683207
1994-03,830.9244089675908
1994-04,842.2346437606349
1994-05,855.7385574840265
1994-06,831.1956462904373
1994-07,858.7958011774314
1994-08,892.1342190638937
1994-09,872.7969137161921
1994-10,892.3918235221134
1994-11,861.4730776462164
1994-12,873.6717140079503
1995-01,897.3311616761532
1995-02,932.2825877280118
1995-03,956.8418746981598
1995-04,986.4605934602982
1995-05,1024.5582017952524
1995-06,1049.342631051436
1995-07,1084.5600386479866
1995-08,1084.213572236264
1995-09,1132.4191002588866
1995-10,1131.4569732814068
1995-11,1180.7707316110373
1995-12,1198.183915904849
1996-01,1240.4947456347281
1996-02,1252.9676061161647
1996-03,1265.2170805537767
1996-04,1283.4765228981005
1996-05,1317.2899092608006
1996-06,1324.6046877015303
1996-07,1265.8693589754707
1996-08,1293.7505652434631
1996-09,1365.7609995516732
1996-10,1400.2188396692438
1996-11,1505.6007746980906
1996-12,1476.6329407069793
1997-01,1577.3169357567376
1997-02,1588.0078808941482
1997-03,1516.462636009835
1997-04,1615.8907152485176
1997-05,1706.9567293302364
1997-06,1784.2992735378534
1997-07,1924.9470728633896
1997-08,1810.2391922983277
1997-09,1904.3210351714488
1997-10,1851.9708609797121
1997-11,1941.2108255744497
1997-12,1969.4674388546453
1998-01,1994.3956865886482
1998-02,2133.861729490692
1998-03,2244.0650481892685
1998-04,2269.911365705893
1998-05,2223.8985649108868
1998-06,2319.0162469269408
1998-07,2295.5851571059443
1998-08,1975.5536910724272
1998-09,2104.8841693826953
1998-10,2267.279412792416
1998-11,2420.7431565874213
1998-12,2563.071497630638
1999-01,2673.0519020704746
1999-02,2597.6230371054894
1999-03,2704.8490855603286
1999-04,2801.9018650279486
1999-05,2735.896183881069
1999-06,2882.251919284231
1999-07,2788.014083286008
1999-08,2769.570470094072
1999-09,2686.5398566945587
1999-10,2861.4427939847988
1999-11,2921.991670854665
1999-12,3124.9539592534716
2000-01,2956.771881601431
2000-02,2885.673947245807
2000-03,3172.9175348814606
2000-04,3069.471609317828
2000-05,2987.48841780289
2000-06,3058.3554222481525
2000-07,3002.865063945949
2000-08,3158.1772575770156
2000-09,2985.5974966148465
2000-10,2963.537467434877
2000-11,2728.678162227941
2000-12,2723.624975889589
2001-01,2822.4580307665997
2001-02,2569.2356343894826
2001-03,2404.758789116454
2001-04,2591.4230031027428
2001-05,2605.836231322726
2001-06,2545.701498019392
2001-07,2521.2020306267004
2001-08,2352.6594396154446
2001-09,2172.110610326313
2001-10,2203.208777577354
2001-11,2371.904370571757
2001-12,2386.1188524494682
2002-01,2351.7323937907204
2002-02,2304.702765017241
2002-03,2390.039303504095
2002-04,2234.444534895566
2002-05,2216.7805988445707
2002-06,2047.0077469839698
2002-07,1899.2038325359722
2002-08,1907.3473494194136
2002-09,1691.3346767403755
2002-10,1844.1723667213987
2002-11,1954.1559717548307
2002-12,1835.1956432948757
2003-01,1790.162881529215
2003-02,1761.8644257917979
2003-03,1777.5508152500274
2003-04,1925.359720888021
2003-05,2027.5935102504197
2003-06,2051.8502559578924
2003-07,2089.0997635993085
2003-08,2127.275647632529
2003-09,2101.8502492707257
2003-10,2220.831974071203
2003-11,2241.217363858181
2003-12,2356.5164190305095
2004-01,2398.4275503994086
2004-02,2426.321474712455
2004-03,2386.8491028237386
2004-04,2349.395311745285
2004-05,2379.5095582450485
2004-06,2423.393324294219
2004-07,2340.002114149315
2004-08,2350.743745176829
2004-09,2375.505606399922
2004-10,2410.9236813585308
2004-11,2508.692481004714
2004-12,2595.3935403070095
2005-01,2530.406777276797
2005-02,2581.5547745632985
2005-03,2539.1981345779654
2005-04,2492.4213595697174
2005-05,2572.538292332819
2005-06,2577.7849587658216
2005-07,2673.7281116505865
2005-08,2647.264123007248
2005-09,2669.0107372225475
2005-10,2624.3799381660583
2005-11,2728.3663012085185
2005-12,2728.81208391844
2006-01,2802.4605533869526
2006-02,2803.453564493611
2006-03,2838.248121574747
2006-04,2874.6188373963796
2006-05,2787.750511095314
2006-06,2789.817852206243
2006-07,2798.2807376991705
2006-08,2863.813216970692
2006-09,2935.6753634690326
2006-10,3035.091833461392
2006-11,3093.057356537258
2006-12,3129.252242989879
2007-01,3184.988960352244
2007-02,3124.5933248710758
2007-03,3157.239271142936
2007-04,3291.6611639600014
2007-05,3404.7107799450405
2007-06,3346.551597559971
2007-07,3241.97528310819
2007-08,3289.148834730815
2007-09,3412.458080143019
2007-10,3468.901658451365
2007-11,3320.171499391535
2007-12,3299.544402241559
2008-01,3098.162253317208
2008-02,2999.8169090677984
2008-03,2987.288225572093
2008-04,3134.116736436525
2008-05,3182.1358730774314
2008-06,2921.2296931581536
2008-07,2886.6106330529296
2008-08,2924.2824013670634
2008-09,2654.577016403652
2008-10,2199.442921200161
2008-11,2035.1922041296948
2008-12,2059.8661263266913
2009-01,1891.2465113905741
2009-02,1695.5240289470162
2009-03,1839.7111514570508
2009-04,2015.4014420989133
2009-05,2124.65289858662
2009-06,2128.3408059994326
2009-07,2287.8303714256845
2009-08,2365.7545358258412
2009-09,2456.4033007040134
2009-10,2407.9560795315806
2009-11,2549.368630338483
2009-12,2600.677062605128
2010-01,2508.6947928381255
2010-02,2584.365984195741
2010-03,2737.9101453818507
2010-04,2780.9431305199273
2010-05,2555.0405746922547
2010-06,2418.003063869428
2010-07,2586.09011445346
2010-08,2469.51009546807
2010-09,2692.7776237246535
2010-10,2797.8714784265626
2010-11,2799.0701995287477
2010-12,2984.8483076757784
2011-01,3055.504630731702
2011-02,3155.949740702358
2011-03,3158.287715609294
2011-04,3253.8931306674936
2011-05,3216.5206583417753
2011-06,3160.4509518386412
2011-07,3097.8554201830925
2011-08,2924.323090556907
2011-09,2712.72093954338
2011-10,3009.5274118675125
2011-11,2998.7092552720856
2011-12,3025.485828528828
2012-01,3166.8970734433206
2012-02,3304.0011084179946
2012-03,3408.231326934831
2012-04,3386.4903374311434
2012-05,3175.9483948125453
2012-06,3299.797917619145
2012-07,3343.314287785237
2012-08,3419.1050836768127
2012-09,3504.625457908562
2012-10,3439.930574333378
2012-11,3459.290291240702
2012-12,3489.3454703734606
2013-01,3672.6204398363357
2013-02,3717.2154459600256
2013-03,3855.318712831235
2013-04,3930.2691859304614
2013-05,4010.1437684861858
2013-06,3954.6992761097385
2013-07,4161.086455926237
2013-08,4043.5542796943996
2013-09,4175.550320617423
2013-10,4359.328194312044
2013-11,4480.635594471029
2013-12,4598.636348822751
2014-01,4441.150606088549
2014-02,4646.672145618332
2014-03,4676.538950828224
2014-04,4703.085484393506
2014-05,4812.04282474783
2014-06,4912.780179633948
2014-07,4841.8766625597755
2014-08,5033.032460533636
2014-09,4952.1318559906795
2014-10,5069.897093656665
2014-11,5200.732190635037
2014-12,5182.276726073005
2015-01,5034.453695229859
2015-02,5325.154801794326
2015-03,5245.794089711037
2015-04,5292.141901147171
2015-05,5359.099401926226
2015-06,5255.057627622381
2015-07,5357.442915235852
2015-08,5029.124676482599
2015-09,4893.4209151935465
2015-10,5295.181576304287
2015-11,5309.818073063889
2015-12,5217.809508283892
2016-01,4938.7279430350845
2016-02,4924.41353198789
2016-03,5258.513294461472
2016-04,5282.716067343205
2016-05,5375.459147129723
2016-06,5386.6834098269355
2016-07,5589.164514547959
2016-08,5593.458159773512
2016-09,5597.1004380281865
2016-10,5489.025397127559
2016-11,5682.744412654019
2016-12,5786.242101301157
2017-01,5904.259570251493
2017-02,6132.220775393741
2017-03,6138.114358402998
2017-04,6202.361762
2017-05,6282.293067
2017-06,6319.030907
2017-07,6444.899283
2017-08,6461.297042
2017-09,6590.653601
2017-10,6739.369036
2017-11,6939.441367
2017-12,7012.178793
2018-01,7412.424925
2018-02,7136.032655
2018-03,6958.794936
2018-04,6984.489604510324
2018-05,7149.827650500281
2018-06,7195.705634149383
2018-07,7451.538722862723
2018-08,7693.3180574587595
2018-09,7725.442301292837
2018-10,7186.724327813045
2018-11,7321.498877274299
2018-12,6658.752238133603
2019-01,7203.503603792312
2019-02,7439.471800085638
2019-03,7573.775910729995
2019-04,7874.859359647126
2019-05,7371.928885940803
2019-06,7886.433742576334
2019-07,8005.452480666432
2019-08,7860.957019012202
2019-09,7997.339604735752
2019-10,8168.603341404782
2019-11,8470.360011624098
2019-12,8714.670356304012
2020-01,8728.574634401688
2020-02,8011.768960415265
2020-03,6991.832443715977
2020-04,7908.78875270915
2020-05,8314.807193470275
2020-06,8500.966507664574
2020-07,9002.466701747519
2020-08,9673.731066211267
2020-09,9309.462867073336
2020-10,9064.404301053028
2020-11,10108.215980436136
2020-12,10520.810120787766
2021-01,10420.143520961261
2021-02,10687.874008233632
2021-03,11085.830807542361
2021-04,11686.171759119119
2021-05,11737.390611972298
2021-06,12060.214841601204
2021-07,12341.872106988494
2021-08,12701.171371054785
2021-09,12097.61547927707
2021-10,12938.180575864293
2021-11,12802.608822179349
2021-12,13304.04593467661
2022-01,12547.635632219308
2022-02,12174.86007011233
2022-03,12598.063965228837
2022-04,11453.18186715852
2022-05,11422.187582374125
2022-06,10472.175517469339
2022-07,11445.397714746834
2022-08,10991.540471192713
2022-09,9968.055263431786
2022-10,10756.159466802354
2022-11,11334.785018723036
2022-12,10663.842598685007
2023-01,11362.179647240375
2023-02,11085.289515120816
2023-03,11473.674298778998
2023-04,11616.05769617287
2023-05,11685.389927170767
2023-06,12460.043742129063
2023-07,12885.388533097828
