Date,RUSSIA GROWTH
2019-05,601.0606451070455
2019-06,652.7704456125897
2019-07,643.150300580895
2019-08,606.0462729425797
2019-09,626.4991952026681
2019-10,662.7486575829928
2019-11,654.4739127272661
2019-12,708.2843505745914
2020-01,696.7493706076177
2020-02,599.034519763439
2020-03,454.9487237022513
2020-04,514.6345574769588
2020-05,550.3074192124716
2020-06,532.9727457250436
2020-07,562.8008628294266
2020-08,567.6001196508729
2020-09,526.2163686175986
2020-10,482.4735298177115
2020-11,581.5881936411572
2020-12,622.7043122192404
2021-01,604.7925706368235
2021-02,607.4502645533756
2021-03,631.9277412237365
2021-04,633.3221399697385
2021-05,692.8233081996792
2021-06,724.1782692407068
2021-07,707.405547156726
2021-08,722.4425148486979
2021-09,743.7736946937124
2021-10,785.9402208531266
2021-11,700.6231533389936
2021-12,663.6162291367527
2022-01,588.2304075544358
2022-02,259.85051105134727
