Date,BELGIUM
1994-08,2609.8432625681608
1994-09,2465.983575436073
1994-10,2558.714537953848
1994-11,2514.8908548120057
1994-12,2550.0156039002827
1995-01,2537.30734948925
1995-02,2614.025064565928
1995-03,2775.0403345202976
1995-04,2955.193034203044
1995-05,2947.10640084944
1995-06,2952.1546292733037
1995-07,3049.1924399032077
1995-08,2878.129116072502
1995-09,2982.123177020535
1995-10,2989.5060918487075
1995-11,3039.7995514172876
1995-12,3209.916721726343
1996-01,3280.5977155720334
1996-02,3244.85550550081
1996-03,3167.4224259065313
1996-04,3248.9843129272576
1996-05,3301.075818230783
1996-06,3316.1851041901705
1996-07,3353.310307844005
1996-08,3384.6928062547317
1996-09,3427.6316429008248
1996-10,3477.9908196900287
1996-11,3581.429982620074
1996-12,3596.0507366733327
1997-01,3682.644759592604
1997-02,3739.05038626469
1997-03,3793.5964110141863
1997-04,3831.8059492195825
1997-05,3924.943939204644
1997-06,4006.4645144593283
1997-07,4063.6226303010085
1997-08,3760.6460274794695
1997-09,3979.2116072087783
1997-10,3954.0048600169434
1997-11,3993.6009918023383
1997-12,4083.348609468284
1998-01,4236.288977670751
1998-02,4439.601956308263
1998-03,4812.995853737075
1998-04,5142.146038650216
1998-05,5453.478314225296
1998-06,5851.8986657826645
1998-07,6141.735170873495
1998-08,5685.977202030083
1998-09,5572.908321749517
1998-10,5962.040776770108
1998-11,6154.935344365159
1998-12,6849.7484221558225
1999-01,6632.022245028036
1999-02,6332.1101123298795
1999-03,5971.838791604252
1999-04,5778.802835552464
1999-05,5457.6276233359995
1999-06,5522.002009709615
1999-07,5581.284161471922
1999-08,5863.485774519122
1999-09,5686.038852020341
1999-10,5661.218055540003
1999-11,5495.389386972351
1999-12,5873.035511582649
2000-01,4776.567693138253
2000-02,4571.897032822728
2000-03,4581.163691784045
2000-04,4452.512788184901
2000-05,4620.067914267228
2000-06,4931.152534549205
2000-07,4988.370068672594
2000-08,4904.182963044987
2000-09,4705.053357310248
2000-10,4636.616607906597
2000-11,4478.555901274343
2000-12,4883.653706445263
2001-01,4759.295905964516
2001-02,4764.899191617595
2001-03,4335.673351742618
2001-04,4298.603557281515
2001-05,4099.525059445194
2001-06,4213.167461189669
2001-07,4490.308280561607
2001-08,4579.802719781451
2001-09,4142.15607726396
2001-10,4004.012051960588
2001-11,4133.446181160976
2001-12,4351.741124484605
2002-01,4118.9723719825415
2002-02,4074.639697764361
2002-03,4171.024641150215
2002-04,4359.9498070973505
2002-05,4471.908402930239
2002-06,4387.744652112837
2002-07,3789.707455506032
2002-08,3814.988560501738
2002-09,3181.6697437016187
2002-10,3454.943091548866
2002-11,3598.603933077304
2002-12,3700.429511738223
2003-01,3497.2178961108684
2003-02,3096.8838315069383
2003-03,3062.7588347833694
2003-04,3614.898180985409
2003-05,3969.888250345362
2003-06,3964.2279204788924
2003-07,4055.5602640230486
2003-08,3988.144238366254
2003-09,4231.527993662723
2003-10,4435.168966033959
2003-11,4591.359353413141
2003-12,5007.64916770836
2004-01,5236.001989864065
2004-02,5459.650013924186
2004-03,5164.279077761571
2004-04,5186.332945472575
2004-05,5318.197340942426
2004-06,5474.391739631495
2004-07,5404.0106266460725
2004-08,5657.2033940366955
2004-09,6084.613435234039
2004-10,6443.028328043358
2004-11,6859.697081364242
2004-12,7187.308723939301
2005-01,7044.736435513235
2005-02,7426.387269816821
2005-03,7339.616473262811
2005-04,7116.934393852247
2005-05,7006.801482332782
2005-06,7029.530656461452
2005-07,7332.172833062091
2005-08,7424.317955564227
2005-09,7522.336403861587
2005-10,7335.976095966307
2005-11,7507.915444900946
2005-12,7837.533040885444
2006-01,8393.507893930293
2006-02,8498.744898638808
2006-03,8661.894848467504
2006-04,9146.008669672885
2006-05,8836.281931861233
2006-06,8734.825900224612
2006-07,8974.611253967216
2006-08,9408.572951505139
2006-09,9725.39619895823
2006-10,10008.18380310977
2006-11,10206.625989260432
2006-12,10710.672888112736
2007-01,10737.458439211032
2007-02,10675.920969139082
2007-03,11133.661496506711
2007-04,11685.49826063057
2007-05,11695.887841034026
2007-06,11633.145419658305
2007-07,11164.919970686387
2007-08,10816.599054466828
2007-09,11080.450172122952
2007-10,11580.96024367378
2007-11,10609.864048327801
2007-12,10418.59265737116
2008-01,9381.344548861452
2008-02,9606.286770635916
2008-03,10096.795752455946
2008-04,10609.27745420973
2008-05,10040.441073626891
2008-06,8132.698651924517
2008-07,7449.579910903795
2008-08,7429.316507786325
2008-09,5544.635970098123
2008-10,3517.77226444035
2008-11,3152.7893402902605
2008-12,3491.9347400777115
2009-01,3443.08406282154
2009-02,3127.041216338629
2009-03,3339.7200863634193
2009-04,3752.0634804110928
2009-05,4287.165266476947
2009-06,4206.762304049324
2009-07,4570.645917478247
2009-08,5043.058293773249
2009-09,5414.203113667621
2009-10,5310.6020888125795
2009-11,5509.6690025052285
2009-12,5499.566761128575
2010-01,5357.042634143118
2010-02,5285.690679487146
2010-03,5443.2787118721935
2010-04,5239.686452610173
2010-05,4830.15584926004
2010-06,4750.279088225887
2010-07,5244.789354322362
2010-08,5046.677832672024
2010-09,5681.069844258806
2010-10,5920.982939874564
2010-11,5189.894037824339
2010-12,5476.569623437365
2011-01,5580.896898859345
2011-02,5730.652549448257
2011-03,5779.749356378225
2011-04,6475.15196531628
2011-05,6181.600321874441
2011-06,5921.271841199695
2011-07,5672.200323063021
2011-08,5321.892943616619
2011-09,4789.866758028499
2011-10,5048.863299048217
2011-11,4920.583209456555
2011-12,4895.094660611396
2012-01,5086.6001028139835
2012-02,5553.919514436764
2012-03,5824.2257435203555
2012-04,5704.5748635878745
2012-05,5227.719774543617
2012-06,5841.843615960583
2012-07,5888.0453999991805
2012-08,6238.192953153407
2012-09,6428.536278960452
2012-10,6389.651899433398
2012-11,6698.771538262659
2012-12,6831.200727799182
2013-01,7041.149054353973
2013-02,7260.386048506361
2013-03,7436.9449086344
2013-04,7531.206711847007
2013-05,7425.599369228339
2013-06,7106.172356203153
2013-07,7675.280520512964
2013-08,7560.261149515282
2013-09,8072.697555385586
2013-10,8464.344909769352
2013-11,8404.816009914477
2013-12,8717.615505294505
2014-01,8188.53149673051
2014-02,8938.726698109405
2014-03,8924.96309952727
2014-04,9118.187741819547
2014-05,9246.664634081671
2014-06,9375.294972446743
2014-07,8995.304189973032
2014-08,9223.41378233543
2014-09,9024.32935782549
2014-10,8840.375949111067
2014-11,9357.528983161112
2014-12,9076.872979008582
2015-01,9478.151787685585
2015-02,9969.158991188604
2015-03,9616.69164671323
2015-04,9766.697915169076
2015-05,9762.341779589615
2015-06,9717.038931836141
2015-07,9919.53086918959
2015-08,9226.42667320538
2015-09,8953.800142655347
2015-10,9827.226918294406
2015-11,10294.01910687332
2015-12,10175.234044168881
2016-01,9916.124518712531
2016-02,9209.151879689567
2016-03,9928.276187230662
2016-04,10056.961798512391
2016-05,10259.517662389964
2016-06,10155.724732306473
2016-07,10315.794942133442
2016-08,10243.633781384347
2016-09,10663.543630918777
2016-10,9749.807874203198
2016-11,9219.062767378002
2016-12,9405.182483299432
2017-01,9412.594384664619
2017-02,9594.096508936827
2017-03,9887.837095265633
2017-04,10210.289263
2017-05,10711.713497
2017-06,10366.755512
2017-07,11247.631421
2017-08,11110.529175
2017-09,11324.347317
2017-10,11509.145948
2017-11,11249.773644
2017-12,11150.621661
2018-01,11754.687351
2018-02,11266.469021
2018-03,11206.817492
2018-04,10824.02240754722
2018-05,10234.180040468369
2018-06,10538.837406718725
2018-07,10767.534687628795
2018-08,10257.972076722957
2018-09,9990.998771932827
2018-10,8817.999210361826
2018-11,8983.590102661197
2018-12,8148.101573434437
2019-01,8949.830389296047
2019-02,9178.963276366372
2019-03,9469.198981102223
2019-04,9793.464816819085
2019-05,9001.772042591005
2019-06,9583.190152203295
2019-07,10164.204070239994
2019-08,9646.971181294699
2019-09,9913.040098404299
2019-10,9420.125354668891
2019-11,9538.094266260834
2019-12,9802.057421121759
2020-01,9455.960782613238
2020-02,7876.16698882694
2020-03,6611.138369752914
2020-04,7046.481864799343
2020-05,7099.455383820075
2020-06,7462.60720052099
2020-07,7848.264624195105
2020-08,7968.437137924505
2020-09,7613.49003564268
2020-10,7157.8363768533545
2020-11,8804.49702726358
2020-12,9009.246549010382
2021-01,8794.039005774377
2021-02,8697.77413843292
2021-03,8778.91013931761
2021-04,9384.972414385524
2021-05,9785.04369015592
2021-06,9589.242583182084
2021-07,9399.929835747029
2021-08,9474.203492392386
2021-09,9048.026245019477
2021-10,9332.168046574077
2021-11,8663.333766276775
2021-12,9205.60825181289
2022-01,8743.464891187992
2022-02,8678.558214430544
2022-03,8750.767067613082
2022-04,8272.390214577494
2022-05,8038.959539338481
2022-06,7577.385581316491
2022-07,7574.333751681701
2022-08,7014.313277812896
2022-09,6573.436044159687
2022-10,7106.109642671426
2022-11,7786.6297106212305
2022-12,8056.149330668228
2023-01,8399.926689789849
2023-02,8358.914254603818
2023-03,8560.845943836319
2023-04,8671.801755926397
2023-05,7737.205800373764
2023-06,8036.83570296654
2023-07,8650.13844343995
