Date,CHINA A 50
2020-09,8049.787340734553
2020-10,8474.181208807373
2020-11,9145.426606684114
2020-12,9967.917302924483
2021-01,10442.523697074486
2021-02,10392.670863828327
2021-03,9595.781647464399
2021-04,9963.475944200552
2021-05,10570.788081318487
2021-06,10135.563936943774
2021-07,8955.401735761596
2021-08,8744.182923880231
2021-09,9031.072384371806
2021-10,9370.664091105475
2021-11,9229.999466
2021-12,9307.68964646615
2022-01,8693.042571626846
2022-02,8715.818834098567
2022-03,7981.388804298997
2022-04,7439.856294066051
2022-05,7424.489912216552
2022-06,8299.715898566921
2022-07,7607.64149831955
2022-08,7298.898393750663
2022-09,6658.787262766065
2022-10,5693.449252568861
2022-11,6508.469147666247
2022-12,6893.9621538188585
2023-01,7650.1089101066
2023-02,7150.915912474822
2023-03,7068.8202247001345
2023-04,6908.434128451514
2023-05,6269.3622029129165
2023-06,6331.887325431148
2023-07,6890.08076251004
