Date,HONG KONG
1987-05,2818.396533
1987-06,3081.598852
1987-07,3381.581206
1987-08,3532.22531
1987-09,3814.36009
1987-10,2157.486108
1987-11,2094.132317
1987-12,2278.099731
1988-01,2344.93052
1988-02,2395.605394
1988-03,2539.961057
1988-04,2602.460158
1988-05,2531.8171
1988-06,2739.27461
1988-07,2782.666993
1988-08,2556.544309
1988-09,2578.063123
1988-10,2778.808692
1988-11,2869.536484
1988-12,2918.690982
1989-01,3329.269223
1989-02,3300.246539
1989-03,3307.792229
1989-04,3458.45584
1989-05,3064.913572
1989-06,2513.215588
1989-07,2851.34505
1989-08,2763.439807
1989-09,3107.530455
1989-10,3087.669461
1989-11,3115.532941
1989-12,3163.568542
1990-01,3068.490457
1990-02,3317.357216
1990-03,3393.149081
1990-04,3369.352001
1990-05,3625.663017
1990-06,3779.983368
1990-07,3981.883498
1990-08,3532.547609
1990-09,3144.088522
1990-10,3420.221987
1990-11,3412.629727
1990-12,3453.811178
1991-01,3717.363538
1991-02,4093.541067
1991-03,4346.550778
1991-04,4233.350437
1991-05,4417.294086
1991-06,4404.260562
1991-07,4820.626415
1991-08,4827.616377
1991-09,4763.020148
1991-10,4839.003699
1991-11,4980.28629
1991-12,5164.1781319
1992-01,5644.3133207
1992-02,6109.9864913
1992-03,6112.9226871
1992-04,6597.1047751
1992-05,7556.1838201
1992-06,7662.8873048
1992-07,7318.6030900000005
1992-08,6991.3731474999995
1992-09,6942.8354567
1992-10,7824.0820238999995
1992-11,7237.926760599999
1992-12,6831.4391792
1993-01,7123.268669
1993-02,7856.734058999999
1993-03,7883.542675
1993-04,8486.436252
1993-05,9217.532530999999
1993-06,8889.829647
1993-07,8725.30865
1993-08,9361.348251
1993-09,9556.776779
1993-10,11777.210920505851
1993-11,11611.260105644506
1993-12,14803.508250736602
1994-01,14248.960780356068
1994-02,12757.048761376545
1994-03,11383.062411522254
1994-04,11431.096464185168
1994-05,12221.51724074335
1994-06,11231.049280316054
1994-07,12127.589374089048
1994-08,12815.379479586063
1994-09,12269.837958967128
1994-10,12362.354942799235
1994-11,10860.84361712605
1994-12,10525.34707288737
1995-01,9288.477346697093
1995-02,10713.015295281597
1995-03,10986.928253486372
1995-04,10676.925008279482
1995-05,12083.073114935734
1995-06,11888.438695180113
1995-07,12129.590565569764
1995-08,11728.629182979053
1995-09,12430.7288189128
1995-10,12457.585763058984
1995-11,12491.768123070191
1995-12,12900.569284391382
1996-01,14563.338491071396
1996-02,14400.972079497036
1996-03,14414.342741655295
1996-04,14447.63606909294
1996-05,14881.294876538535
1996-06,14536.344026781366
1996-07,13874.533857501212
1996-08,14328.768410016106
1996-09,15306.613452530772
1996-10,15950.525676205452
1996-11,17256.92076229353
1996-12,17167.581511605764
1997-01,16798.769007258394
1997-02,16771.40400605719
1997-03,15659.167697113566
1997-04,15915.296848589502
1997-05,17926.106979531014
1997-06,18843.919650359992
1997-07,20021.347429410147
1997-08,17396.8832501504
1997-09,18498.781669779197
1997-10,13159.24345566333
1997-11,12983.37915345457
1997-12,13169.924773960574
1998-01,11335.38642124205
1998-02,13580.579559281286
1998-03,13299.261141435407
1998-04,11892.968781324365
1998-05,10270.37001250758
1998-06,9726.114557652008
1998-07,9005.398118350282
1998-08,8403.563121942785
1998-09,9784.09899284934
1998-10,13035.073713879801
1998-11,13013.18573552907
1998-12,12785.98395678825
1999-01,11935.022262007144
1999-02,12053.905647733543
1999-03,13635.319414385176
1999-04,16676.436771001067
1999-05,15340.844071055404
1999-06,16808.18289787025
1999-07,16267.435643869809
1999-08,16416.499165844612
1999-09,15760.290483212235
1999-10,16585.770564517745
1999-11,18739.10600027526
1999-12,20396.633156459797
2000-01,18847.300403810663
2000-02,19955.181562597103
2000-03,20492.005884907943
2000-04,18574.131441309182
2000-05,16454.54671290763
2000-06,17734.4878061647
2000-07,18938.763516611583
2000-08,19110.58145098204
2000-09,17548.011027102108
2000-10,16373.12543581632
2000-11,15799.225626580228
2000-12,17389.814989902727
2001-01,17896.762400431307
2001-02,17487.908799036202
2001-03,15645.683621041897
2001-04,15640.87824474795
2001-05,15463.858937963641
2001-06,14637.044397423706
2001-07,14605.57374899355
2001-08,13600.921324276154
2001-09,11501.0195951737
2001-10,11900.493467447981
2001-11,13466.647066933669
2001-12,14152.904404302455
2002-01,13901.90967365593
2002-02,13361.321405064344
2002-03,14171.52769656416
2002-04,14975.63754144407
2002-05,14361.394524895726
2002-06,13492.750307115772
2002-07,12936.709458499903
2002-08,12304.719669549962
2002-09,11426.861641104713
2002-10,11838.155573654392
2002-11,12578.778573402444
2002-12,11635.639563178329
2003-01,11701.62427434658
2003-02,11559.834238215057
2003-03,10961.895003351456
2003-04,10946.930518438612
2003-05,11880.182871607745
2003-06,12040.071572124358
2003-07,12806.1824149694
2003-08,14380.307671687508
2003-09,15185.156807019126
2003-10,15836.712757963587
2003-11,15750.786618859915
2003-12,16069.005929930203
2004-01,17635.26662474946
2004-02,18205.495081695804
2004-03,17117.498425899783
2004-04,16286.970139717361
2004-05,16349.603499843104
2004-06,16346.536417395653
2004-07,16567.083465075055
2004-08,17744.71486821742
2004-09,18050.28281426916
2004-10,17989.0873933856
2004-11,19627.084121324166
2004-12,20082.438588783294
2005-01,19249.441835530706
2005-02,19893.24660609756
2005-03,19235.75032448114
2005-04,20049.11529320849
2005-05,20078.882702167553
2005-06,20789.965610363146
2005-07,21982.713153810826
2005-08,21752.83708197979
2005-09,22439.35418168259
2005-10,20977.10489760015
2005-11,21563.46254139646
2005-12,21769.48588060606
2006-01,22955.021311003453
2006-02,22995.957278631373
2006-03,23313.731780983115
2006-04,24622.79049202549
2006-05,23236.105758940896
2006-06,23298.290385541244
2006-07,23703.0930638337
2006-08,24541.80131270418
2006-09,24775.212673768932
2006-10,25239.075235495184
2006-11,26694.004283893508
2006-12,28376.695267848736
2007-01,28831.296891072438
2007-02,28089.85807579611
2007-03,28528.347628131218
2007-04,29187.81548495828
2007-05,29752.71371103974
2007-06,30174.69732883641
2007-07,32281.338568377494
2007-08,32436.28612417275
2007-09,37399.15671429135
2007-10,41504.52629599262
2007-11,39994.283233379116
2007-12,40068.86738621686
2008-01,35401.89405774701
2008-02,34613.00074033796
2008-03,32499.194757643232
2008-04,35150.03800154328
2008-05,34957.42390677677
2008-06,31223.30610947556
2008-07,30763.790578180036
2008-08,29120.469562803566
2008-09,24064.42831071788
2008-10,18944.73167034841
2008-11,18830.44920781543
2008-12,19549.636822721754
2009-01,19638.28170752805
2009-02,18700.131355666475
2009-03,19457.23670135111
2009-04,22738.45841258879
2009-05,26852.491410488525
2009-06,26419.63284635097
2009-07,30058.219561714017
2009-08,27928.637140315077
2009-09,30226.592204062345
2009-10,31053.24424050989
2009-11,30669.461914450676
2009-12,31309.161621693303
2010-01,29247.367901408976
2010-02,30389.946315414476
2010-03,32070.192820855846
2010-04,31293.300452979456
2010-05,29302.496513254875
2010-06,30201.81597304479
2010-07,31955.97685971362
2010-08,32293.425563156874
2010-09,36815.16634328178
2010-10,37628.13152717945
2010-11,38335.17187505495
2010-12,38583.50856668399
2011-01,39238.062091185035
2011-02,37940.94305910857
2011-03,38425.30645916711
2011-04,39380.9147116951
2011-05,39600.91796327232
2011-06,38058.07863149144
2011-07,38827.52517128205
2011-08,36459.15889318096
2011-09,30483.94524463434
2011-10,34308.083331132686
2011-11,31780.0519512695
2011-12,32401.521075210214
2012-01,35466.53904896226
2012-02,38515.51620339057
2012-03,36752.2527360132
2012-04,37049.95338797796
2012-05,33447.891195453405
2012-06,34953.3072768833
2012-07,36178.45896078963
2012-08,36455.86215980531
2012-09,39335.230096388754
2012-10,39913.773981177066
2012-11,41196.26497286605
2012-12,41562.85089636262
2013-01,43991.77679036788
2013-02,43717.99802502176
2013-03,43014.684480862285
2013-04,44130.682821900446
2013-05,43370.29909994052
2013-06,41029.839097744436
2013-07,42734.309800195806
2013-08,42190.355293392095
2013-09,44678.37188377089
2013-10,45603.45905221391
2013-11,46109.010738682286
2013-12,46173.859328415994
2014-01,43586.36881489736
2014-02,45636.11959868737
2014-03,44621.58592423133
2014-04,45786.193408203035
2014-05,47972.10355016766
2014-06,48306.116684182765
2014-07,51264.44528647932
2014-08,50780.756484828824
2014-09,47057.91609417274
2014-10,50257.667948618386
2014-11,50602.53364835036
2014-12,48516.730929633624
2015-01,51200.374644477844
2015-02,50960.250495887325
2015-03,51428.40311833687
2015-04,56124.67058675467
2015-05,55838.53297319458
2015-06,54289.80527519753
2015-07,53385.01161455382
2015-08,46523.643205438195
2015-09,45518.882763575355
2015-10,49419.084954119244
2015-11,47873.135515221
2015-12,48253.87925412054
2016-01,43765.835096532006
2016-02,43708.87517334196
2016-03,47986.13433868131
2016-04,48438.231935166834
2016-05,48011.74849520213
2016-06,48437.665411613794
2016-07,51749.271403062834
2016-08,52301.770674660314
2016-09,54210.2602097067
2016-10,53592.595354726065
2016-11,52717.212278457824
2016-12,49346.95303304626
2017-01,53158.493854885826
2017-02,54232.92124971716
2017-03,55961.974208489184
2017-04,57687.233542
2017-05,59607.596306
2017-06,59983.91725
2017-07,62207.275408
2017-08,63275.256161
2017-09,63049.27906
2017-10,63289.750925
2017-11,65419.679772
2017-12,67195.577323
2018-01,70321.601301
2018-02,68063.382996
2018-03,66275.681985
2018-04,68474.11567953015
2018-05,68872.33415714919
2018-06,65492.30855698968
2018-07,66555.0727575616
2018-08,65041.1171847399
2018-09,64872.91826951148
2018-10,57668.737476270384
2018-11,61908.07598135611
2018-12,61935.266969530705
2019-01,66742.69566867886
2019-02,70647.23289010156
2019-03,71586.35379447775
2019-04,72401.11160750933
2019-05,67570.91783319067
2019-06,72313.31174306094
2019-07,69905.26881767513
2019-08,64116.18253488642
2019-09,63681.64108819873
2019-10,66682.83406961308
2019-11,65715.24287467133
2019-12,68341.32727150558
2020-01,65294.87488823914
2020-02,64380.74476603295
2020-03,56500.5831634282
2020-04,60609.69437740194
2020-05,55545.50377231818
2020-06,61678.62334211155
2020-07,61221.335499258494
2020-08,66039.27427740372
2020-09,62638.71358481675
2020-10,61913.838367628836
2020-11,68828.39005032908
2020-12,72321.22835962025
2021-01,73761.34926755918
2021-02,77229.36130669528
2021-03,77568.34268066639
2021-04,79969.38806932402
2021-05,81022.06452506005
2021-06,79532.33759535318
2021-07,77245.61524484341
2021-08,76719.72942826615
2021-09,72049.1694361828
2021-10,73003.26840596116
2021-11,69122.34282417384
2021-12,69492.55643031956
2022-01,70191.73917381455
2022-02,68229.04151370913
2022-03,68230.22655131712
2022-04,64821.9429102091
2022-05,66636.64876313164
2022-06,67465.28820271174
2022-07,65020.36494274961
2022-08,62736.758208904066
2022-09,56016.52110667297
2022-10,49196.0994080412
2022-11,61243.460870036986
2022-12,66219.88539101557
2023-01,68735.59355622016
2023-02,63861.81998384943
2023-03,64634.579950266554
2023-04,65005.842800389466
2023-05,59348.42622584045
2023-06,61371.44527934151
2023-07,63112.567630585145
