Date,CROATIA
2020-09,822.5301369376534
2020-10,799.9127391517003
2020-11,868.2565417060009
2020-12,894.0309687540075
2021-01,910.7151453584003
2021-02,892.3317116446224
2021-03,905.2628566750243
2021-04,927.3422380403622
2021-05,954.3964536977154
2021-06,937.9723570751873
2021-07,953.5103995778124
2021-08,949.7990044066205
2021-09,940.4310530173174
2021-10,914.7293579925805
2021-11,872.5661084797603
2021-12,897.8312019206414
2022-01,880.6793283588428
2022-02,878.6101933575068
2022-03,901.3970614497792
2022-04,861.7275923872705
2022-05,846.0968617131836
2022-06,815.6085016224234
2022-07,805.6948123141999
2022-08,836.1723487937301
2022-09,784.3103634908114
2022-10,785.3037005601755
2022-11,794.3697645631951
2022-12,842.6137204390286
2023-01,893.8031719164384
2023-02,928.8614155828503
2023-03,947.8039286227961
2023-04,972.2000725023968
2023-05,962.2267284561384
2023-06,999.5897830355123
2023-07,1051.7488046423784
