Date,INDIA
2013-11,422.5500485545717
2013-12,436.5202262789044
2014-01,419.9462388954842
2014-02,434.33976805047143
2014-03,472.1515164120251
2014-04,466.929448831441
2014-05,511.6394429102938
2014-06,531.9579930835916
2014-07,538.4073081057969
2014-08,552.2283940688748
2014-09,544.4023412118495
2014-10,565.9201061901017
2014-11,574.9788815728415
2014-12,540.713808910596
2015-01,583.6604683841792
2015-02,594.5067838930901
2015-03,569.8899834719073
2015-04,532.6209916766419
2015-05,547.6909235552882
2015-06,549.3009883014391
2015-07,559.0547100350886
2015-08,509.95561340887184
2015-09,512.278384337528
2015-10,520.3232376721603
2015-11,495.47442483389887
2015-12,507.60054443232684
2016-01,472.66916495556006
2016-02,437.68594145017653
2016-03,494.9312379345939
2016-04,497.2858914414638
2016-05,506.63262845986867
2016-06,513.3564587990555
2016-07,542.4921407333167
2016-08,548.7779860366633
2016-09,543.7537510858087
2016-10,541.0673385123254
2016-11,500.7206050121481
2016-12,500.32874944901664
2017-01,522.0999537299863
2017-02,552.9301069909847
2017-03,585.9868021803788
2017-04,597.294001
2017-05,607.784747
2017-06,603.027246
2017-07,649.486189
2017-08,644.613435
2017-09,620.833163
2017-10,666.600822
2017-11,661.903743
2017-12,694.233093
2018-01,718.133501
2018-02,669.986233
2018-03,645.961518
2018-04,672.5460026478396
2018-05,648.3740157337871
2018-06,642.0639687175948
2018-07,683.886192349953
2018-08,690.479838243016
2018-09,627.6199525135555
2018-10,583.8290566909027
2018-11,644.3704263427863
2018-12,643.5196617972539
2019-01,631.1216409110839
2019-02,631.3203773167169
2019-03,689.5850941517612
2019-04,693.4507416818682
2019-05,694.9521396355357
2019-06,693.0456588096024
2019-07,656.9091428208833
2019-08,637.7019512476511
2019-09,657.3209833836416
2019-10,685.7508735666231
2019-11,681.8999136695963
2019-12,692.2668068085262
2020-01,686.7994800550846
2020-02,636.8533749465334
2020-03,476.78871377953743
2020-04,553.750046993002
2020-05,538.3500744129403
2020-06,574.930966983823
2020-07,634.6229891391763
2020-08,656.8053023625553
2020-09,660.8936993831778
2020-10,668.3219763288556
2020-11,725.9588353126111
2020-12,799.9466604885133
2021-01,781.3092869903164
2021-02,822.1654889140241
2021-03,840.8212393817281
2021-04,833.0358101658311
2021-05,905.2637318417395
2021-06,898.9489305682708
2021-07,906.6898196233207
2021-08,1005.8952283635227
2021-09,1011.9663173245913
2021-10,1003.9117093301279
2021-11,973.4400063979039
2021-12,1009.7919555256561
2022-01,995.9883119629418
2022-02,956.1076930683749
2022-03,991.033269286529
2022-04,974.4654436816281
2022-05,917.709374435796
2022-06,855.8011419976451
2022-07,935.5841029581085
2022-08,974.0240351591447
2022-09,911.3947260200416
2022-10,934.7708227674059
2022-11,983.3134578205367
2022-12,929.4749071433763
2023-01,901.6708174198562
2023-02,860.4723505248395
2023-03,870.4476032134269
2023-04,906.7131248883447
2023-05,933.1152268090765
2023-06,976.935138083977
2023-07,1006.1206185672293
