Date,SINGAPORE
1985-06,902.282
1985-07,897.675
1985-08,833.537
1985-09,915.501
1985-10,906.87
1985-11,837.118
1985-12,735.012873
1986-01,724.343022
1986-02,741.706882
1986-03,677.592396
1986-04,645.190013
1986-05,709.785246
1986-06,834.47971
1986-07,834.835216
1986-08,939.849861
1986-09,910.941695
1986-10,1113.870319
1986-11,1030.536846
1986-12,1067.036771
1987-01,1180.246712
1987-02,1343.69819
1987-03,1308.567248
1987-04,1419.787749
1987-05,1555.656876
1987-06,1583.505692
1987-07,1750.699996
1987-08,1759.488359
1987-09,1732.006767
1987-10,1015.958
1987-11,1025.890938
1987-12,1091.330625
1988-01,1177.715693
1988-02,1152.586348
1988-03,1217.555667
1988-04,1286.05197
1988-05,1316.082086
1988-06,1436.332862
1988-07,1470.417656
1988-08,1341.560841
1988-09,1340.282953
1988-10,1396.804899
1988-11,1398.172167
1988-12,1454.911061
1989-01,1597.307801
1989-02,1594.570176
1989-03,1658.778
1989-04,1755.949
1989-05,1792.686473
1989-06,1807.148914
1989-07,1911.026426
1989-08,1855.534976
1989-09,1887.835966
1989-10,1821.37716
1989-11,1919.849679
1989-12,2069.786729
1990-01,2134.456392
1990-02,2180.841847
1990-03,2124.434731
1990-04,1951.573702
1990-05,2183.274426
1990-06,2186.054622
1990-07,2319.515214
1990-08,1977.001685
1990-09,1663.52786
1990-10,1795.469497
1990-11,1733.074001
1990-12,1828.445656
1991-01,1898.153604
1991-02,2148.667232
1991-03,2163.774696
1991-04,2193.793028
1991-05,2222.593105
1991-06,2152.424096
1991-07,2163.850981
1991-08,2080.847235
1991-09,2044.064526
1991-10,2099.512279
1991-11,2153.096025
1991-12,2284.7992848
1992-01,2348.7198242
1992-02,2340.9188203
1992-03,2249.8647894
1992-04,2297.024353
1992-05,2360.5871155
1992-06,2337.6413761
1992-07,2344.4726898
1992-08,2255.3268619
1992-09,2302.4339322
1992-10,2360.7516637
1992-11,2436.528657
1992-12,2428.3487172
1993-01,2471.952279
1993-02,2515.2947900000004
1993-03,2514.4278179999997
1993-04,2708.7595929999998
1993-05,2794.607389
1993-06,2695.423078
1993-07,2712.9558349999998
1993-08,3069.048246
1993-09,3205.717256
1993-10,3375.9023133372043
1993-11,3338.5239620359184
1993-12,4078.7852763065926
1994-01,3980.403604630178
1994-02,3968.6876429703593
1994-03,3587.1181535983965
1994-04,3938.5320860464703
1994-05,3967.241861499782
1994-06,3886.15834946455
1994-07,3985.55054858029
1994-08,4184.639951508034
1994-09,4362.668864740672
1994-10,4572.187560095535
1994-11,4318.079982608469
1994-12,4351.32738730632
1995-01,4006.1670005128017
1995-02,4163.882437608243
1995-03,4259.992036379435
1995-04,4319.548821898398
1995-05,4600.035390842198
1995-06,4376.242897375324
1995-07,4466.728640844262
1995-08,4249.129702187855
1995-09,4228.196086142601
1995-10,4217.989862527426
1995-11,4314.9350359296295
1995-12,4632.194054624244
1996-01,4879.266297459875
1996-02,4931.020696703747
1996-03,4856.085058383776
1996-04,4888.85147947454
1996-05,4646.514864099731
1996-06,4482.937304349467
1996-07,4141.2324967447275
1996-08,4235.378463429331
1996-09,4228.302266923558
1996-10,4085.3432952769194
1996-11,4239.122233023676
1996-12,4314.218778225286
1997-01,4406.099238980683
1997-02,4359.329209046146
1997-03,4026.526260645924
1997-04,3813.874515698719
1997-05,4061.111220578601
1997-06,3992.7374711191637
1997-07,3889.443596600101
1997-08,3554.7383479590926
1997-09,3691.149376232843
1997-10,2985.1769416268667
1997-11,3257.2330445980197
1997-12,3017.827827231161
1998-01,2477.2527707370054
1998-02,3117.4816342260274
1998-03,3088.5152202888544
1998-04,2890.1642492629
1998-05,2386.1631246294533
1998-06,2082.8274171757676
1998-07,2062.7580032248825
1998-08,1655.2841389379746
1998-09,1873.9724884974685
1998-10,2318.013439356022
1998-11,2662.0051691032504
1998-12,2629.265091053394
1999-01,2640.59000990685
1999-02,2608.4216802684564
1999-03,2898.401772215894
1999-04,3587.3500168556725
1999-05,3641.3061087767705
1999-06,4216.941126603433
1999-07,4275.02835946368
1999-08,4261.576793403403
1999-09,4191.158472371606
1999-10,4409.574310435828
1999-11,4680.2268971622925
1999-12,5242.750039606092
2000-01,4545.237526634994
2000-02,4136.644072712805
2000-03,4142.351048049487
2000-04,4392.0207963979055
2000-05,3571.764931410836
2000-06,4054.4024505862653
2000-07,4056.5291727286003
2000-08,4195.824177577643
2000-09,3840.4509037712082
2000-10,3837.385225522802
2000-11,3766.536200328346
2000-12,3789.327672248391
2001-01,3800.7269645082533
2001-02,3711.95573518705
2001-03,3086.1604589357153
2001-04,3122.164796307953
2001-05,2992.543846731066
2001-06,3042.6576557105695
2001-07,3005.3577661675404
2001-08,3035.698380671099
2001-09,2415.3737510573883
2001-10,2436.633748295147
2001-11,2622.197133868034
2001-12,2901.934811816858
2002-01,3255.996100354469
2002-02,3130.9068204912546
2002-03,3289.075901838044
2002-04,3193.923352155355
2002-05,3133.772633411685
2002-06,2938.0208286474503
2002-07,2878.422552636741
2002-08,2872.15076145351
2002-09,2545.3045051184254
2002-10,2789.9596358597223
2002-11,2642.664182242221
2002-12,2581.367502091924
2003-01,2468.436591053332
2003-02,2444.1528911962087
2003-03,2408.3023837296855
2003-04,2429.824151139134
2003-05,2650.317909000786
2003-06,2803.8897898148907
2003-07,3010.9675715180533
2003-08,3126.6016959635
2003-09,3226.9432937595716
2003-10,3417.692711791057
2003-11,3391.443051052651
2003-12,3551.9265415551195
2004-01,3730.799559111588
2004-02,3773.605125574247
2004-03,3756.0216335444657
2004-04,3694.590762194694
2004-05,3623.82845081924
2004-06,3673.4958091419176
2004-07,3773.8896035395233
2004-08,3860.879398802873
2004-09,4056.7653625716193
2004-10,4086.1658750670986
2004-11,4208.775205406662
2004-12,4342.859067626967
2005-01,4419.755485398392
2005-02,4453.498138891104
2005-03,4427.28899022634
2005-04,4441.82870577039
2005-05,4477.356547364779
2005-06,4564.414838936528
2005-07,4916.882259438822
2005-08,4717.534172305196
2005-09,4763.600626708515
2005-10,4576.3857718153495
2005-11,4773.601454172588
2005-12,4967.057887888156
2006-01,5246.437588773294
2006-02,5390.751286001444
2006-03,5517.0461072800335
2006-04,5874.110827363898
2006-05,5398.1859076168075
2006-06,5530.617469305927
2006-07,5542.446439347813
2006-08,5734.293475135359
2006-09,5910.104368720497
2006-10,6401.083113954245
2006-11,6857.897403041466
2006-12,7287.094349106098
2007-01,7572.7680378397345
2007-02,7617.251910121718
2007-03,8039.311863964451
2007-04,8385.543266794337
2007-05,8798.421686598129
2007-06,8885.048538757952
2007-07,8974.116431124612
2007-08,8663.120458447529
2007-09,9680.193443902332
2007-10,10120.014915184267
2007-11,9344.348043412188
2007-12,9353.201732513302
2008-01,8179.377983794325
2008-02,8507.925343159464
2008-03,8657.991212281524
2008-04,9217.620787784153
2008-05,9281.8224490622
2008-06,8582.81413512616
2008-07,8528.313420140228
2008-08,7850.75395295206
2008-09,6678.429578451798
2008-10,4741.848901825242
2008-11,4612.732938910984
2008-12,4924.4451396053555
2009-01,4649.682361815603
2009-02,4132.145310267817
2009-03,4479.506275369574
2009-04,5263.34145868178
2009-05,6571.630308388839
2009-06,6539.764798925338
2009-07,7558.777926611609
2009-08,7377.8750565645105
2009-09,7805.183045887552
2009-10,7744.719617642194
2009-11,8122.190716881637
2009-12,8566.59268527602
2010-01,8052.510032425833
2010-02,8116.728015818243
2010-03,8458.31432231788
2010-04,8946.898673641728
2010-05,8152.911471097208
2010-06,8459.596502925302
2010-07,9130.70593679378
2010-08,9065.085339249163
2010-09,9799.22339270949
2010-10,10125.568481440921
2010-11,9959.101111614946
2010-12,10463.349613846274
2011-01,10441.595977863642
2011-02,9918.411588551013
2011-03,10397.414975014102
2011-04,10985.241881624903
2011-05,10776.854852312532
2011-06,10608.667093125387
2011-07,11114.2512171819
2011-08,10066.963173817057
2011-09,8677.030239954514
2011-10,9594.145310979979
2011-11,8817.450993716133
2011-12,8588.008300366066
2012-01,9833.084997580787
2012-02,10305.179786769197
2012-03,10243.901244443054
2012-04,10336.016055539229
2012-05,9281.105209673633
2012-06,9856.38528918502
2012-07,10629.486004586937
2012-08,10585.041409613294
2012-09,10900.966274073313
2012-10,10736.359859938577
2012-11,10919.411346420991
2012-12,11246.87450837302
2013-01,11409.030076933019
2013-02,11425.515888590176
2013-03,11585.537838438655
2013-04,11982.937784731152
2013-05,11387.227139048393
2013-06,10851.91144442992
2013-07,11254.21947430936
2013-08,10639.714032287622
2013-09,11356.486015865692
2013-10,11762.291651097237
2013-11,11586.594748509202
2013-12,11437.782986245269
2014-01,10688.24045326949
2014-02,11050.546758911873
2014-03,11334.325318964924
2014-04,11783.32294712906
2014-05,12006.397741925186
2014-06,11981.127585934957
2014-07,12483.270386779426
2014-08,12342.134035753264
2014-09,11838.221515716165
2014-10,11702.667056250733
2014-11,11850.2515032187
2014-12,11783.83656787741
2015-01,11536.836273156825
2015-02,11535.84616993313
2015-03,11559.35389076137
2015-04,12371.754929156943
2015-05,11708.166102534286
2015-06,11552.56675138034
2015-07,11004.460236341449
2015-08,9731.222047996103
2015-09,9302.145331538208
2015-10,10182.57380907106
2015-11,9632.714701461351
2015-12,9696.718461169696
2016-01,8822.68431170947
2016-02,9122.483881372698
2016-03,10185.944202482542
2016-04,10240.607369744946
2016-05,9793.526555097102
2016-06,10221.101606618226
2016-07,10243.91761434473
2016-08,10040.420266865536
2016-09,10205.783316307741
2016-10,9792.851499213799
2016-11,10007.825741198394
2016-12,9834.50286767335
2017-01,10654.903847695034
2017-02,10916.019413349155
2017-03,11158.191689372366
2017-04,11191.534376
2017-05,11611.647171
2017-06,11745.246254
2017-07,12362.200791
2017-08,12275.597016
2017-09,12110.841505
2017-10,12718.314807
2017-11,13212.432198
2017-12,13332.204516
2018-01,14185.628244
2018-02,13904.478955
2018-03,13699.478603
2018-04,14555.189538450246
2018-05,13691.344249386595
2018-06,12671.87071873108
2018-07,12888.288954187998
2018-08,12672.45293299765
2018-09,12947.062121509258
2018-10,11834.605821388797
2018-11,12185.458739086287
2018-12,12077.354539561195
2019-01,12774.768524332909
2019-02,12746.264388110612
2019-03,12828.18201025955
2019-04,13637.344475313215
2019-05,12440.135204078233
2019-06,13719.804454724332
2019-07,13589.108298134879
2019-08,12770.658780846887
2019-09,12926.542341592787
2019-10,13627.762599092028
2019-11,13453.91579451148
2019-12,13888.375899843066
2020-01,13405.114548939851
2020-02,12453.077138072998
2020-03,9972.38094874257
2020-04,10806.944861049391
2020-05,10465.941558575818
2020-06,10924.130835232629
2020-07,10939.794488057434
2020-08,11153.867481127243
2020-09,10813.583738699237
2020-10,10521.031431970938
2020-11,12517.638146382393
2020-12,12851.324011687097
2021-01,12974.5159324195
2021-02,13318.72236360119
2021-03,13991.583222310132
2021-04,14438.255919108831
2021-05,14427.718018712074
2021-06,14057.275701329463
2021-07,14246.328931616526
2021-08,14075.593139838264
2021-09,14055.405252702312
2021-10,14647.631786683112
2021-11,13544.422248993045
2021-12,13579.179068188043
2022-01,13434.599562990776
2022-02,13275.7198597086
2022-03,13345.384707908568
2022-04,12350.120119311416
2022-05,12006.227291641557
2022-06,11108.976135031928
2022-07,11771.170237428792
2022-08,11559.417979816333
2022-09,10942.47268715854
2022-10,10939.318654073968
2022-11,12194.110139029377
2022-12,12086.577572758153
2023-01,12990.961323682111
2023-02,12320.94204668425
2023-03,12938.117116635749
2023-04,12849.928687269745
2023-05,12012.80431397962
2023-06,12218.068204099543
2023-07,13357.946120861958
