Date,LEBANON
2018-04,960.239230860529
2018-05,935.5169702185372
2018-06,871.6558828324689
2018-07,859.8527723297624
2018-08,794.5839579909493
2018-09,746.12230466633
2018-10,790.7525629448977
2018-11,792.5826980491706
2018-12,795.1934983773905
2019-01,760.5047857406174
2019-02,751.8785989615851
2019-03,776.2925285476758
2019-04,774.8189119576091
2019-05,718.5328997391633
2019-06,758.4672198318636
2019-07,719.7955671011765
2019-08,678.8428588705718
2019-09,683.2623505732524
2019-10,651.2764806083043
2019-11,360.3124918986534
2019-12,430.60318445186743
2020-01,418.0252903176663
2020-02,414.2822179790093
2020-03,430.906358149022
2020-04,531.2296912229377
2020-05,450.4153737443417
2020-06,538.2807884643247
2020-07,571.7859707362979
2020-08,602.3653682665292
2020-09,626.9447869423195
2020-10,612.0784082400789
2020-11,591.220972349614
2020-12,699.0391103923153
2021-01,715.345059098809
2021-02,149.87570757791065
2021-03,908.4846288649053
2021-04,944.4706701931798
2021-05,942.2746395312673
2021-06,938.6354921382041
2021-07,1116.3531478344316
2021-08,1230.4178973608275
2021-09,1108.9175618053816
2021-10,1117.661524991466
2021-11,1166.8936840261129
2021-12,1243.430172911662
2022-01,1160.795073561901
2022-02,1139.4320629322867
2022-03,1204.9653144152344
2022-04,1389.3463991298022
2022-05,2349.5736891600513
2022-06,2264.41416638723
2022-07,2267.638597269771
2022-08,2060.1234383291053
2022-09,1951.2413169204478
2022-10,2070.5452595744605
2022-11,2052.0623611227534
2022-12,2306.101451368652
2023-01,2418.5534783972635
2023-02,2726.141152942502
2023-03,3311.5480954923764
2023-04,3373.272915243872
2023-05,3243.4319930986994
2023-06,2905.4425416609324
2023-07,3042.480854168919
