Date,BRAZIL ADR
2013-06,631.0735517304311
2013-07,627.1455784131905
2013-08,620.0284458030674
2013-09,701.1857146647653
2013-10,735.2188186367821
2013-11,690.1040468855546
2013-12,661.0305297244595
2014-01,574.0784292723672
2014-02,595.0171377384352
2014-03,652.2857814418961
2014-04,693.4795275365576
2014-05,674.6423029003353
2014-06,704.6180418780489
2014-07,741.0270273679077
2014-08,822.3333586225245
2014-09,658.8153272240187
2014-10,636.6256824375035
2014-11,604.8538378646272
2014-12,522.225534732096
2015-01,475.717811583085
2015-02,500.3565410082046
2015-03,432.9921700481734
2015-04,515.6679648526494
2015-05,451.3974746993907
2015-06,461.08116621194273
2015-07,402.03641662382995
2015-08,350.7701931067021
2015-09,306.6103863449677
2015-10,316.9973171527374
2015-11,307.1637776987477
2015-12,285.90560288810894
2016-01,264.7408592932907
2016-02,276.7559035786419
2016-03,361.97100987429764
2016-04,411.8558007264381
2016-05,343.1105076029001
2016-06,409.7789280452215
2016-07,453.2815918137004
2016-08,466.3023623406409
2016-09,472.33753360777905
2016-10,545.6427882053829
2016-11,497.3097300362315
2016-12,487.2984868570434
2017-01,555.8550486427966
2017-02,572.7946745080977
2017-03,551.5897628612435
2017-04,542.2431761284208
2017-05,511.95337776772413
2017-06,504.2112783311883
2017-07,558.3715931901091
2017-08,595.09254787532
2017-09,615.8077355007085
2017-10,601.7217713234221
2017-11,579.0918633150823
2017-12,620.7165912140775
2018-01,726.4697161851193
2018-02,725.4294939799363
2018-03,717.7492392428389
2018-04,693.9555416042961
2018-05,583.9173576507292
2018-06,527.7214901776734
2018-07,599.9380548672607
2018-08,542.3039998393859
2018-09,573.4374157882924
2018-10,669.3559455079693
2018-11,655.1790696831364
2018-12,633.2488764248885
2019-01,732.6335854440734
2019-02,698.9957730146396
2019-03,682.935333160004
2019-04,680.4583885063022
2019-05,670.4604431852595
2019-06,714.349808858191
2019-07,704.4732576234317
2019-08,628.5147921633541
2019-09,646.7941500297079
2019-10,686.7813297382354
2019-11,647.376318921425
2019-12,732.0605243777646
2020-01,644.6903066123763
2020-02,557.6177227424222
2020-03,347.9240704638159
2020-04,355.5254073758153
2020-05,389.22433386786776
2020-06,418.07956262358476
2020-07,459.5688729234609
2020-08,418.93554640848754
2020-09,397.3972199095139
2020-10,388.78015160740483
2020-11,512.0104265303684
2020-12,591.8088021388146
2021-01,535.4859762556831
2021-02,500.9173249409887
2021-03,543.7284713458081
2021-04,586.9379417972402
2021-05,656.759292855177
2021-06,703.946975157878
2021-07,648.6017116372042
2021-08,634.0754367529615
2021-09,558.1221165240421
2021-10,515.4853323102216
2021-11,516.0172933048111
2021-12,553.40432929509
2022-01,625.0496422423612
2022-02,662.7411962787727
2022-03,747.6558835997221
2022-04,660.3235715386315
2022-05,721.065797861566
2022-06,587.7375684386494
2022-07,618.6289724677607
2022-08,651.8954565393668
2022-09,632.7407091717625
2022-10,667.9278043486535
2022-11,688.2852840024227
2022-12,661.9586894408571
2023-01,712.9580942056201
2023-02,651.1931176693303
2023-03,644.5523942665648
2023-04,652.322605807757
2023-05,651.4103885132382
2023-06,755.0217174988807
2023-07,793.0971941982481
