Date,ITALY
1997-07,449.2446555475921
1997-08,437.4533956454367
1997-09,500.77866305785057
1997-10,470.4408671689571
1997-11,482.05350217495305
1997-12,517.3975172958847
1998-01,564.5411814906736
1998-02,588.2994995786697
1998-03,703.8166855496409
1998-04,689.4055375966476
1998-05,725.0799285908859
1998-06,689.0299722598136
1998-07,758.0240499420034
1998-08,650.6145523096144
1998-09,620.8044965999513
1998-10,661.1336934921724
1998-11,729.340403101718
1998-12,789.1470448956172
1999-01,747.8515730109058
1999-02,736.8945825075475
1999-03,765.3870217969327
1999-04,742.3775854198645
1999-05,702.5226906872537
1999-06,686.4027755687312
1999-07,664.2939601104301
1999-08,678.9652463592541
1999-09,692.773673432561
1999-10,671.396049182901
1999-11,687.3455788407462
1999-12,787.0690873428173
2000-01,746.6576749030888
2000-02,837.9751829622348
2000-03,785.2298370221077
2000-04,733.9221771901092
2000-05,766.0460540437763
2000-06,818.045821731291
2000-07,783.6910357200213
2000-08,773.4234137283984
2000-09,728.4205910839838
2000-10,745.6696330699554
2000-11,760.1247293644557
2000-12,776.609655616464
2001-01,790.1698325450438
2001-02,710.8081343995048
2001-03,666.0534677917843
2001-04,701.9768990443829
2001-05,641.4466489279139
2001-06,614.39195236881
2001-07,627.5331413512607
2001-08,621.0960048148548
2001-09,535.5288890304009
2001-10,552.6101175841063
2001-11,562.826145159443
2001-12,570.1131037824113
2002-01,549.8772749585044
2002-02,548.6098168092261
2002-03,583.5028171471329
2002-04,587.2113393402826
2002-05,574.8375626647636
2002-06,577.5959552811308
2002-07,519.1424041798549
2002-08,526.401098984868
2002-09,453.8427510994759
2002-10,491.479486871928
2002-11,537.3468686827551
2002-12,528.3359390953724
2003-01,520.3316271617983
2003-02,536.5008699633786
2003-03,494.1839805630776
2003-04,561.5038036459665
2003-05,624.7763180971968
2003-06,612.7058783429455
2003-07,611.1354428897031
2003-08,591.3387947206331
2003-09,614.0043786228681
2003-10,644.0328621500483
2003-11,695.6355522273417
2003-12,728.2061954458142
2004-01,743.0679098822583
2004-02,751.2143628153207
2004-03,725.4934782378474
2004-04,735.634011322927
2004-05,741.6297515977019
2004-06,766.9260149330729
2004-07,748.2075673150579
2004-08,740.8824931337532
2004-09,783.0664165422835
2004-10,828.537974023496
2004-11,894.64404216934
2004-12,964.764094285048
2005-01,942.4521919732592
2005-02,972.2912450445367
2005-03,969.6521409889102
2005-04,927.8347433571826
2005-05,916.2170504231348
2005-06,922.7624394541109
2005-07,961.7703721064336
2005-08,967.07036199627
2005-09,985.4995572231188
2005-10,918.6313890598935
2005-11,940.0637932841742
2005-12,983.0493200544421
2006-01,1034.2772905352685
2006-02,1043.5874115125182
2006-03,1068.8404357219638
2006-04,1115.1431663655737
2006-05,1110.909730751405
2006-06,1113.7864669560438
2006-07,1118.870186968856
2006-08,1165.1334970866428
2006-09,1163.4365767626261
2006-10,1209.7782257547003
2006-11,1276.4652001075538
2006-12,1302.4505321402676
2007-01,1301.6509062687555
2007-02,1287.6043879833258
2007-03,1314.0425454303545
2007-04,1414.3721682632856
2007-05,1395.9806634674167
2007-06,1369.6445224794643
2007-07,1330.3749633298478
2007-08,1324.5438506759144
2007-09,1374.1371010160572
2007-10,1424.5899204608686
2007-11,1401.8104099116777
2007-12,1381.342276256405
2008-01,1247.1199633282242
2008-02,1244.5382014247584
2008-03,1219.4653273724778
2008-04,1293.880241637377
2008-05,1293.2189519988592
2008-06,1154.2671792882745
2008-07,1102.0270121609162
2008-08,1054.3359530055607
2008-09,898.14286990272
2008-10,686.1178262184717
2008-11,647.0330154343226
2008-12,690.9982734045138
2009-01,594.806180188722
2009-02,513.0240827071144
2009-03,548.8087132427379
2009-04,653.1264180398351
2009-05,737.7540330264462
2009-06,707.829800138315
2009-07,766.8665430134031
2009-08,838.4569330925273
2009-09,898.6204927086281
2009-10,854.2701237439483
2009-11,865.3063043893328
2009-12,874.6050096207309
2010-01,800.5956309036455
2010-02,755.8573775047983
2010-03,810.8976116968729
2010-04,754.9763238142946
2010-05,642.1438327257993
2010-06,635.8799070627533
2010-07,736.5260194001401
2010-08,681.6763240178997
2010-09,761.5626549332239
2010-10,810.3203885907513
2010-11,683.2658173707748
2010-12,743.340312618
2011-01,826.0592055129484
2011-02,849.2055453153428
2011-03,845.6757570908114
2011-04,916.3618140407507
2011-05,849.4685595440412
2011-06,823.7754311849895
2011-07,747.5229104225102
2011-08,637.6284085445745
2011-09,566.8982041408467
2011-10,643.6750740739914
2011-11,598.2179598638038
2011-12,571.053252737853
2012-01,607.390571205878
2012-02,637.8864373610461
2012-03,621.8609132005267
2012-04,569.3065734900574
2012-05,477.0792382434039
2012-06,546.8771721855222
2012-07,517.1004835215314
2012-08,573.6741542897091
2012-09,587.7683646095599
2012-10,607.462730471906
2012-11,620.0023962889992
2012-12,642.2994486193311
2013-01,699.5831781117471
2013-02,611.4976405379629
2013-03,579.526336057142
2013-04,648.361502193337
2013-05,657.0425805771914
2013-06,584.2642892549314
2013-07,644.5412904748813
2013-08,650.1205170066615
2013-09,698.9804319846166
2013-10,782.4605752412366
2013-11,768.0985229135945
2013-12,773.526766364088
2014-01,777.5824239375584
2014-02,833.0128596070331
2014-03,886.3862016427778
2014-04,900.5452587669907
2014-05,890.6971527078938
2014-06,885.317959823604
2014-07,837.7847034777976
2014-08,818.9256296459549
2014-09,808.1847395084839
2014-10,761.059854495672
2014-11,761.7471393614335
2014-12,699.814431708324
2015-01,699.9125826673469
2015-02,758.5261784840404
2015-03,747.6503379782488
2015-04,778.5412391037373
2015-05,786.2668462982135
2015-06,766.2670464786281
2015-07,797.9575018251661
2015-08,755.5026129332232
2015-09,732.8889310685535
2015-10,766.0003257010729
2015-11,741.4906574988303
2015-12,715.9103172520366
2016-01,618.8464060128682
2016-02,586.6330727942866
2016-03,632.4121015888314
2016-04,650.0512223992614
2016-05,623.6344200418596
2016-06,566.3249065291152
2016-07,590.5261345483079
2016-08,594.7868544103349
2016-09,578.8214703511165
2016-10,588.6767678628132
2016-11,567.2647148385055
2016-12,641.0726412296398
2017-01,624.6984353258699
2017-02,622.7246041467591
2017-03,680.6163184511165
2017-04,695.67039
2017-05,732.850137
2017-06,741.504557
2017-07,797.403351
2017-08,812.00961
2017-09,842.92818
2017-10,831.147747
2017-11,836.162099
2017-12,823.348434
2018-01,919.223523
2018-02,864.887466
2018-03,867.432146
2018-04,915.6688047744849
2018-05,809.4651142654174
2018-06,803.7909042374451
2018-07,829.2630358149642
2018-08,750.5833280607142
2018-09,768.0203877261114
2018-10,696.02334326571
2018-11,701.3144296899202
2018-12,677.1957773543769
2019-01,735.0679841034511
2019-02,760.2524253268899
2019-03,775.7739781488051
2019-04,791.9311006498071
2019-05,727.0489323538466
2019-06,798.3530242796558
2019-07,787.1751222603779
2019-08,776.1826296625618
2019-09,797.8922610449365
2019-10,834.4320539280892
2019-11,839.3583169364085
2019-12,862.2764207321819
2020-01,843.5306625179094
2020-02,786.9726624813719
2020-03,609.6564024343254
2020-04,620.8773087201777
2020-05,656.4446620023217
2020-06,707.6472497973119
2020-07,733.7747645138772
2020-08,760.1362921985527
2020-09,717.1121092337656
2020-10,667.6467180049863
2020-11,846.7699304433953
2020-12,877.8189438149191
2021-01,842.8931839997799
2021-02,890.9409207911235
2021-03,932.9809590247594
2021-04,937.5846514639592
2021-05,997.8276391762397
2021-06,966.9632628403044
2021-07,973.8206843573419
2021-08,986.5927269254652
2021-09,956.5493498958457
2021-10,1006.0261900700045
2021-11,940.8220866251468
2021-12,1009.697317613605
2022-01,983.6519934750424
2022-02,936.0368537435603
2022-03,908.2411227089001
2022-04,844.9850537502848
2022-05,873.5423850158154
2022-06,747.8630347519606
2022-07,766.6078100972973
2022-08,731.0028170645088
2022-09,683.9866428689454
2022-10,761.3725785102067
2022-11,864.5471487944939
2022-12,864.3117925027708
2023-01,977.5364744463842
2023-02,983.3809631878382
2023-03,991.0382901200035
2023-04,1035.507408767735
2023-05,965.6671997027263
2023-06,1072.4027722600013
2023-07,1139.3779557759553
