Date,FRANCE
1984-09,202.494
1984-10,205.913
1984-11,201.451
1984-12,198.754
1985-01,210.143
1985-02,204.543
1985-03,229.946
1985-04,235.48
1985-05,255.335
1985-06,247.945
1985-07,253.432
1985-08,264.632
1985-09,260.367
1985-10,283.384
1985-11,329.532
1985-12,361.752394
1986-01,393.59394
1986-02,464.553609
1986-03,510.143966
1986-04,573.66287
1986-05,496.493783
1986-06,525.601951
1986-07,584.338903
1986-08,646.551969
1986-09,597.073096
1986-10,596.373471
1986-11,641.132659
1986-12,645.169759
1987-01,715.262385
1987-02,730.398197
1987-03,774.474012
1987-04,779.50382
1987-05,735.987818
1987-06,690.244232
1987-07,705.749292
1987-08,742.134627
1987-09,695.402826
1987-10,567.181116
1987-11,558.597426
1987-12,556.043202
1988-01,471.285281
1988-02,570.134124
1988-03,535.945512
1988-04,582.135824
1988-05,620.574746
1988-06,627.455466
1988-07,610.117015
1988-08,590.242678
1988-09,647.584864
1988-10,721.363506
1988-11,735.540299
1988-12,766.607105
1989-01,773.708606
1989-02,757.131751
1989-03,765.323337
1989-04,795.833001
1989-05,771.996694
1989-06,788.350426
1989-07,875.973751
1989-08,869.877458
1989-09,920.150078
1989-10,877.904244
1989-11,932.875611
1989-12,1043.744521
1990-01,990.602655
1990-02,965.291245
1990-03,1028.020057
1990-04,1088.691872
1990-05,1110.433
1990-06,1093.713488
1990-07,1103.441757
1990-08,962.562288
1990-09,860.831867
1990-10,955.470432
1990-11,945.358004
1990-12,899.407996
1991-01,934.192091
1991-02,1023.123089
1991-03,948.265525
1991-04,922.284456
1991-05,957.347896
1991-06,865.685026
1991-07,902.874467
1991-08,958.587724
1991-09,1015.548748
1991-10,999.53695
1991-11,974.024007
1991-12,1059.7712933999999
1992-01,1062.9933925
1992-02,1105.7949069
1992-03,1092.7982941
1992-04,1149.3464406
1992-05,1197.9986999
1992-06,1180.9481597
1992-07,1131.5422974
1992-08,1142.0017507
1992-09,1178.0967977999999
1992-10,1080.4125042
1992-11,1062.2326276
1992-12,1089.5351905
1993-01,1061.497336
1993-02,1153.6793659999998
1993-03,1206.606814
1993-04,1189.29755
1993-05,1158.513518
1993-06,1141.260659
1993-07,1155.302036
1993-08,1255.7552369999999
1993-09,1244.59894
1993-10,1255.4103409409804
1993-11,1216.2832605069148
1993-12,1317.4063389124076
1994-01,1368.7956886807806
1994-02,1342.8380611107968
1994-03,1281.6725101871737
1994-04,1338.385156927362
1994-05,1275.4135199530288
1994-06,1226.0937792367565
1994-07,1347.1915904588518
1994-08,1354.2148276355392
1994-09,1262.531849812694
1994-10,1307.5093311865521
1994-11,1293.4797715745462
1994-12,1249.1000849515174
1995-01,1219.8424330114465
1995-02,1240.216297553602
1995-03,1403.5564309113956
1995-04,1417.6921327589414
1995-05,1433.4876133888174
1995-06,1409.3646246828735
1995-07,1473.6423011189036
1995-08,1379.801985948031
1995-09,1353.735914482874
1995-10,1374.4785640942125
1995-11,1367.6875185111583
1995-12,1425.4227145391467
1996-01,1483.3091156239016
1996-02,1500.6500193034703
1996-03,1545.377560520126
1996-04,1573.3143853618212
1996-05,1555.8436003981237
1996-06,1583.7989535737443
1996-07,1539.6396665993657
1996-08,1507.8428301410634
1996-09,1590.9539408958638
1996-10,1624.6096899989616
1996-11,1710.7300149426806
1996-12,1727.5519086291608
1997-01,1766.3673123895755
1997-02,1775.3308418178513
1997-03,1830.1498012781515
1997-04,1755.6366221623027
1997-05,1741.1195819879622
1997-06,1885.8835024757389
1997-07,1918.4669306245528
1997-08,1772.9315085500102
1997-09,1960.5803192604774
1997-10,1829.4103025275397
1997-11,1868.0385640019676
1997-12,1933.9054753241462
1998-01,2002.8648374159936
1998-02,2171.1824077813712
1998-03,2413.116783192822
1998-04,2491.6329742460666
1998-05,2621.053547463772
1998-06,2682.315824881233
1998-07,2709.5390727981144
1998-08,2399.0324788185612
1998-09,2241.7973352958425
1998-10,2473.305031254865
1998-11,2628.644249949658
1998-12,2737.2780581423694
1999-01,2816.7404168563307
1999-02,2632.1657267593396
1999-03,2680.9263647046537
1999-04,2751.1925944036607
1999-05,2687.2102111380163
1999-06,2768.10955252937
1999-07,2782.9419206231987
1999-08,2884.116218601242
1999-09,2913.797650324507
1999-10,3074.436311935273
1999-11,3175.9616702991298
1999-12,3538.4095814507295
2000-01,3304.3083856974454
2000-02,3600.5323650605933
2000-03,3639.9212014084364
2000-04,3520.115781908525
2000-05,3614.8702698827487
2000-06,3751.7265838633566
2000-07,3690.8697234698484
2000-08,3601.243772026777
2000-09,3371.965501196033
2000-10,3291.5022968586304
2000-11,3138.7002471819183
2000-12,3385.9791500626893
2001-01,3392.679723240375
2001-02,3012.5805657059905
2001-03,2803.035479342289
2001-04,3055.0474946703275
2001-05,2857.173333117377
2001-06,2749.610355527484
2001-07,2762.946237603913
2001-08,2668.478929472366
2001-09,2356.5696746776516
2001-10,2474.721143919393
2001-11,2547.6696385459254
2001-12,2628.7659645001672
2002-01,2461.8081935689993
2002-02,2482.8255451153677
2002-03,2614.4283824092277
2002-04,2574.368757410776
2002-05,2582.126880077581
2002-06,2508.0559287021374
2002-07,2171.398675085527
2002-08,2136.9406203493786
2002-09,1809.2166012258394
2002-10,2044.3227862936963
2002-11,2130.7056574378753
2002-12,2071.9896481977985
2003-01,2002.8171908656122
2003-02,1904.667740824447
2003-03,1834.0443149744028
2003-04,2120.7581213066633
2003-05,2269.981427302402
2003-06,2303.556204653645
2003-07,2344.2358936244436
2003-08,2361.400379422386
2003-09,2371.4934531439717
2003-10,2533.6060487362856
2003-11,2664.41758272392
2003-12,2905.308725860598
2004-01,2927.17193770511
2004-02,3001.646498682809
2004-03,2894.9801729940846
2004-04,2861.1330848614443
2004-05,2942.475295595172
2004-06,2995.816911914467
2004-07,2902.9321744671397
2004-08,2898.0217379805777
2004-09,2996.457723021258
2004-10,3121.271244817936
2004-11,3306.4472730665975
2004-12,3442.3006283941695
2005-01,3385.1555573206083
2005-02,3552.56384610648
2005-03,3505.6576210630865
2005-04,3352.1315724576007
2005-05,3420.945556228017
2005-06,3457.3112322556244
2005-07,3655.699931619221
2005-08,3665.811594417143
2005-09,3758.255560829897
2005-10,3596.8874415204104
2005-11,3656.642282675652
2005-12,3782.5030442286893
2006-01,4089.222208908257
2006-02,4044.3464737806985
2006-03,4282.956249650952
2006-04,4428.826074739353
2006-05,4345.853507093865
2006-06,4390.1370274581805
2006-07,4417.871622257735
2006-08,4563.356368434475
2006-09,4603.808426667973
2006-10,4727.97829854332
2006-11,4912.988929419803
2006-12,5086.604504293022
2007-01,5071.076289255549
2007-02,5073.530663799914
2007-03,5229.915854423873
2007-04,5655.78144628026
2007-05,5776.1067118080755
2007-06,5745.290341937823
2007-07,5542.2514899359785
2007-08,5439.635068731223
2007-09,5719.945225527293
2007-10,5938.86102208511
2007-11,5842.154805518648
2007-12,5759.9397970006
2008-01,5065.062825026369
2008-02,5148.911199889465
2008-03,5278.925490231701
2008-04,5512.915602158121
2008-05,5629.314772236188
2008-06,5071.1573873873385
2008-07,4970.80721207579
2008-08,4797.3840869504875
2008-09,4111.275256809019
2008-10,3189.5728060858632
2008-11,3010.5896878171475
2008-12,3267.454637005783
2009-01,2801.212904487204
2009-02,2534.964439851362
2009-03,2745.2625424998646
2009-04,3105.4123707450635
2009-05,3481.827680103263
2009-06,3334.4234544096616
2009-07,3685.2537817700863
2009-08,3976.476865974501
2009-09,4219.807146583202
2009-10,4051.163994182175
2009-11,4208.161443925724
2009-12,4307.648412008718
2010-01,3989.2666466222695
2010-02,3897.6328909020976
2010-03,4139.904139400548
2010-04,3929.615273954417
2010-05,3412.6859725642657
2010-06,3359.640475672774
2010-07,3776.0799254367425
2010-08,3546.25497123445
2010-09,4059.9054101856304
2010-10,4266.401497531855
2010-11,3799.048186863222
2010-12,4130.585085424443
2011-01,4417.367770482127
2011-02,4571.368685052473
2011-03,4567.102557126099
2011-04,4926.905015004771
2011-05,4745.661929101435
2011-06,4772.4418537385045
2011-07,4384.95620794189
2011-08,3913.9729250555715
2011-09,3344.584370265366
2011-10,3774.834088821826
2011-11,3548.4975689298285
2011-12,3433.7898031624695
2012-01,3622.890733475421
2012-02,3880.4430490977743
2012-03,3853.5155812416488
2012-04,3622.0314577585214
2012-05,3213.430164562818
2012-06,3505.8953555418784
2012-07,3506.762811415895
2012-08,3712.1024243248835
2012-09,3757.912124304533
2012-10,3859.1138868741787
2012-11,4021.0349674427903
2012-12,4164.981478428145
2013-01,4397.339401717871
2013-02,4248.748530286277
2013-03,4188.081394933215
2013-04,4436.355745813337
2013-05,4518.484083782879
2013-06,4299.648631699083
2013-07,4690.728248379107
2013-08,4585.0628891379965
2013-09,4963.067202260454
2013-10,5164.184505379939
2013-11,5176.542703778999
2013-12,5261.595000030235
2014-01,5001.338078313184
2014-02,5424.556855107473
2014-03,5414.540826287237
2014-04,5568.112143140103
2014-05,5588.183812973814
2014-06,5506.436200222986
2014-07,5174.59356430133
2014-08,5232.1459187976025
2014-09,5045.21886639397
2014-10,4822.97616242761
2014-11,4990.6990244160215
2014-12,4739.609661612262
2015-01,4773.72967041232
2015-02,5085.736139774629
2015-03,4962.333886412921
2015-04,5213.422643442509
2015-05,5112.793643113475
2015-06,4977.507363559655
2015-07,5224.128274758461
2015-08,4856.999967642324
2015-09,4656.493207803038
2015-10,5046.88355148055
2015-11,4897.676033216313
2015-12,4734.313191287777
2016-01,4518.840098437377
2016-02,4470.065838821575
2016-03,4740.147712548593
2016-04,4826.265758996184
2016-05,4817.870143544106
2016-06,4535.8289132441905
2016-07,4787.674207525367
2016-08,4763.335827167973
2016-09,4824.210560461106
2016-10,4792.606377925386
2016-11,4706.350021300063
2016-12,4965.528994755285
2017-01,4995.296309318852
2017-02,5013.250654538462
2017-03,5327.07058542318
2017-04,5611.820269
2017-05,5888.779761
2017-06,5812.397542
2017-07,5976.022529
2017-08,6039.10329
2017-09,6298.390786
2017-10,6391.917328
2017-11,6407.359073
2017-12,6393.074614
2018-01,6841.679137
2018-02,6509.569349
2018-03,6414.542636
2018-04,6717.978065233296
2018-05,6448.973360857751
2018-06,6385.023300364871
2018-07,6616.852169968701
2018-08,6485.941250921518
2018-09,6565.381657057934
2018-10,5949.542357648984
2018-11,5844.19726804557
2018-12,5577.309915191972
2019-01,5903.445797785349
2019-02,6147.937282090432
2019-03,6174.442111306483
2019-04,6459.209184692411
2019-05,6063.606278287005
2019-06,6575.136590796544
2019-07,6417.158737477593
2019-08,6307.874939071809
2019-09,6462.1941667698975
2019-10,6695.603555205616
2019-11,6810.198649113918
2019-12,7011.7933900806665
2020-01,6773.598845557432
2020-02,6172.5586655566
2020-03,5079.778263055008
2020-04,5303.213550101865
2020-05,5564.986078020022
2020-06,5900.0686995188535
2020-07,6062.734960755411
2020-08,6352.168775738187
2020-09,6062.825466683486
2020-10,5772.361828115412
2020-11,7095.73545195241
2020-12,7297.222708091348
2021-01,7071.845931228628
2021-02,7424.143717157809
2021-03,7620.003937315682
2021-04,8089.272020563084
2021-05,8470.992819220237
2021-06,8310.865901810608
2021-07,8451.647992979057
2021-08,8506.310662040816
2021-09,8141.94231711455
2021-10,8504.696154389363
2021-11,8145.062796508665
2021-12,8721.223719580154
2022-01,8388.945483291956
2022-02,8014.795090327391
2022-03,7963.551505832556
2022-04,7453.394096683902
2022-05,7575.742293170901
2022-06,6788.435350071387
2022-07,7223.80335586972
2022-08,6765.346258950129
2022-09,6185.716433669934
2022-10,6771.548389974351
2022-11,7571.184201300938
2022-12,7558.249694071857
2023-01,8408.462505483854
2023-02,8399.044876330325
2023-03,8663.364228880193
2023-04,9066.319510733472
2023-05,8389.549589841974
2023-06,8943.01848710148
2023-07,9137.86257166986
