Date,SPAIN
1986-12,295.21853
1987-01,333.672907
1987-02,340.425636
1987-03,314.780737
1987-04,312.482871
1987-05,319.800108
1987-06,344.754925
1987-07,401.03595
1987-08,448.17788
1987-09,449.644096
1987-10,356.918223
1987-11,380.950937
1987-12,404.196492
1988-01,418.517403
1988-02,423.529493
1988-03,462.744893
1988-04,462.10699
1988-05,468.386199
1988-06,467.431549
1988-07,452.409182
1988-08,430.62669
1988-09,429.834899
1988-10,464.842742
1988-11,468.220225
1988-12,458.888963
1989-01,456.973524
1989-02,444.022401
1989-03,450.321589
1989-04,471.319
1989-05,452.015967
1989-06,456.735154
1989-07,479.237612
1989-08,489.4158
1989-09,511.402077
1989-10,487.652427
1989-11,485.666336
1989-12,503.698651
1990-01,474.161008
1990-02,461.062448
1990-03,422.03138
1990-04,467.519611
1990-05,491.191228
1990-06,528.856516
1990-07,551.684161
1990-08,484.798769
1990-09,394.901588
1990-10,451.641614
1990-11,443.009557
1990-12,433.947032
1991-01,464.010645
1991-02,522.287629
1991-03,511.470185
1991-04,486.869477
1991-05,511.612828
1991-06,462.756796
1991-07,468.131685
1991-08,483.260773
1991-09,512.793463
1991-10,498.404816
1991-11,470.120441
1991-12,501.78641059999995
1992-01,499.36337419999995
1992-02,517.9789929
1992-03,494.0737043
1992-04,483.4319141
1992-05,531.4294507999999
1992-06,497.9584915
1992-07,460.1694536
1992-08,445.0798633
1992-09,389.8684048
1992-10,366.83526409999996
1992-11,389.53212629999996
1992-12,392.05197319999996
1993-01,425.90486899999996
1993-02,422.345555
1993-03,448.78741299999996
1993-04,451.485871
1993-05,442.337385
1993-06,440.537897
1993-07,413.232909
1993-08,502.773438
1993-09,488.852919
1993-10,519.0322965732385
1993-11,470.71291442575904
1993-12,508.8238516545393
1994-01,571.435088784494
1994-02,544.2021244995279
1994-03,519.4599778995506
1994-04,531.9032191249809
1994-05,531.272740962522
1994-06,501.90683341328184
1994-07,531.9979555816786
1994-08,526.0430836230538
1994-09,510.8118689938667
1994-10,525.7944951322605
1994-11,516.7221814870461
1994-12,484.390500905123
1995-01,480.0866231915227
1995-02,491.9915464666843
1995-03,481.89983651807
1995-04,521.8282282844006
1995-05,546.4572312525346
1995-06,554.5618209346616
1995-07,595.2124435967473
1995-08,575.3088512928152
1995-09,576.3041009987606
1995-10,558.2848726874081
1995-11,600.8892245078797
1995-12,628.9028091713088
1996-01,634.1854420711029
1996-02,676.4806118805876
1996-03,666.7553051411263
1996-04,692.5058842412446
1996-05,687.1542459784973
1996-06,716.0512804815215
1996-07,683.3340668436763
1996-08,697.9746616662037
1996-09,715.1598784960896
1996-10,737.5410449144191
1996-11,799.7154493543155
1996-12,880.7993453747649
1997-01,866.0228181631777
1997-02,835.3760096700264
1997-03,869.2065016518534
1997-04,919.8571584587235
1997-05,990.8463911542788
1997-06,1063.2679343289162
1997-07,1003.9013483885617
1997-08,983.2989524367546
1997-09,1124.3788267692676
1997-10,1016.3877465637864
1997-11,1077.0378873491532
1997-12,1104.5759278912442
1998-01,1193.0980374013127
1998-02,1346.0882557029136
1998-03,1525.2691399210494
1998-04,1571.056914626698
1998-05,1583.237771812935
1998-06,1589.4335996647349
1998-07,1679.952754556149
1998-08,1316.3679351431335
1998-09,1290.2036887082277
1998-10,1498.6962583938532
1998-11,1603.8220719627466
1998-12,1655.7414741975888
1999-01,1627.6284356899612
1999-02,1596.5100450668483
1999-03,1537.3954929909964
1999-04,1544.6389428463847
1999-05,1539.1276159685076
1999-06,1546.7056511998007
1999-07,1478.9906688067142
1999-08,1515.770173903999
1999-09,1494.0995596857945
1999-10,1511.4218532364484
1999-11,1641.5775962712444
1999-12,1735.7914105678542
2000-01,1600.909272998196
2000-02,1760.8261278213538
2000-03,1757.639074223342
2000-04,1630.7236394685647
2000-05,1582.1021201397355
2000-06,1625.905034409169
2000-07,1583.203725435658
2000-08,1552.0608909994942
2000-09,1567.5802810449604
2000-10,1452.3964984279166
2000-11,1346.9862366004545
2000-12,1460.4836158303892
2001-01,1598.8766210168365
2001-02,1508.312646065673
2001-03,1424.3137510490578
2001-04,1494.1349802938444
2001-05,1393.441415131512
2001-06,1294.7221571221578
2001-07,1289.5991988226147
2001-08,1311.889900939956
2001-09,1162.549674823378
2001-10,1215.2766851000508
2001-11,1296.4174188175148
2001-12,1294.5494377163018
2002-01,1196.6519107356403
2002-02,1213.6386286456152
2002-03,1239.0023005809305
2002-04,1273.086242301332
2002-05,1278.8473373644272
2002-06,1161.7050395226909
2002-07,1038.9189701695645
2002-08,1085.166665161132
2002-09,909.5196427488775
2002-10,1044.0358323312846
2002-11,1149.6763418895318
2002-12,1096.6743065605428
2003-01,1109.013031437381
2003-02,1124.2372961577553
2003-03,1115.5563060227764
2003-04,1272.7676656391736
2003-05,1333.461582029338
2003-06,1376.2691711031243
2003-07,1400.8745812815164
2003-08,1379.6204168334452
2003-09,1374.3077435712087
2003-10,1468.232859370267
2003-11,1541.5587158480216
2003-12,1737.7428625694868
2004-01,1755.7403712790826
2004-02,1825.178739382674
2004-03,1748.6484660451224
2004-04,1729.4435037201513
2004-05,1737.0869348651518
2004-06,1759.1332988141219
2004-07,1717.9886369885885
2004-08,1720.416513610223
2004-09,1788.2798769137169
2004-10,1941.1789784027915
2004-11,2099.807526688165
2004-12,2240.504268282614
2005-01,2184.4151833327473
2005-02,2262.9207593336396
2005-03,2186.4651015857658
2005-04,2116.9311604179784
2005-05,2125.6117844603
2005-06,2162.8623458293137
2005-07,2261.959830178024
2005-08,2261.7781574716378
2005-09,2401.0051274006914
2005-10,2314.4839695337
2005-11,2301.174881273521
2005-12,2339.2325490121825
2006-01,2492.4880246909306
2006-02,2586.166569157741
2006-03,2637.7199730030275
2006-04,2757.532611364164
2006-05,2688.890274343522
2006-06,2724.8026565677847
2006-07,2808.874782854738
2006-08,2902.419333791053
2006-09,3057.354435717645
2006-10,3283.3056533336553
2006-11,3437.1610191495583
2006-12,3493.7839152927754
2007-01,3561.8167199352265
2007-02,3542.060797515784
2007-03,3648.890253219357
2007-04,3694.734313474285
2007-05,3903.8771118379154
2007-06,3808.386810221015
2007-07,3878.4644263129667
2007-08,3800.087599757941
2007-09,4000.6061392907754
2007-10,4463.854319976841
2007-11,4477.695781382479
2007-12,4330.71468788629
2008-01,3811.188424195578
2008-02,3884.0493139309588
2008-03,4086.6341741178817
2008-04,4213.978038835242
2008-05,4173.9653136077095
2008-06,3738.7904207124498
2008-07,3701.7199136677673
2008-08,3441.7868735875772
2008-09,3097.490329583122
2008-10,2313.4184122293586
2008-11,2274.5083909322393
2008-12,2572.6125458104552
2009-01,2184.157811380786
2009-02,1951.4683438140119
2009-03,2096.4308648537303
2009-04,2440.7027308883726
2009-05,2752.4390579690703
2009-06,2863.5857750047485
2009-07,3265.7036167082183
2009-08,3466.3882663932077
2009-09,3644.198896566976
2009-10,3614.337758415381
2009-11,3771.750733692952
2009-12,3691.2837869916975
2010-01,3257.9954511618066
2010-02,3020.7583754326397
2010-03,3126.75031666993
2010-04,2976.191920884474
2010-05,2481.467001289434
2010-06,2476.8471114167396
2010-07,3020.8911512445575
2010-08,2854.502650883574
2010-09,3156.665259188536
2010-10,3303.842936659389
2010-11,2628.6648665489156
2010-12,2881.001716352856
2011-01,3272.462849517046
2011-02,3300.324021258357
2011-03,3273.3974292208695
2011-04,3534.0815053831475
2011-05,3337.1018326761887
2011-06,3327.464521538683
2011-07,3082.1379567813037
2011-08,2815.473835352766
2011-09,2584.9847515854444
2011-10,2811.29131377256
2011-11,2577.633007121978
2011-12,2527.2722328633695
2012-01,2554.9274320153913
2012-02,2600.404707950718
2012-03,2443.5881704645085
2012-04,2138.8026121220632
2012-05,1767.394577699105
2012-06,2137.6364411548066
2012-07,1985.3981891865117
2012-08,2247.223139589359
2012-09,2375.4395780375125
2012-10,2444.7012342945745
2012-11,2489.569076640721
2012-12,2603.165875342631
2013-01,2776.196166963428
2013-02,2613.3507122446
2013-03,2457.972135331573
2013-04,2711.4266723364135
2013-05,2633.284899405101
2013-06,2442.3421637012184
2013-07,2753.4618380028996
2013-08,2684.472981278569
2013-09,3068.8884046064577
2013-10,3352.008421238483
2013-11,3341.815306085559
2013-12,3418.3951126469683
2014-01,3350.1625742942433
2014-02,3499.3985561715544
2014-03,3581.7168062997534
2014-04,3687.815629147627
2014-05,3775.9959980314243
2014-06,3838.5815516302246
2014-07,3715.4596189064623
2014-08,3665.639003041134
2014-09,3551.3231783155707
2014-10,3411.7669160429455
2014-11,3513.366134007682
2014-12,3259.4254895727454
2015-01,3049.8079702158284
2015-02,3267.8341298094247
2015-03,3240.769209550873
2015-04,3354.003918352111
2015-05,3243.7363053995255
2015-06,3174.445821673737
2015-07,3291.094060350856
2015-08,3053.1914899816948
2015-09,2821.494894976081
2015-10,3022.9823145564465
2015-11,2914.5699383372844
2015-12,2749.505033008658
2016-01,2534.3173714098475
2016-02,2442.184544068175
2016-03,2637.0142225353575
2016-04,2773.404355252106
2016-05,2702.7350500375014
2016-06,2434.7748257475646
2016-07,2590.6683602413746
2016-08,2624.6764055877143
2016-09,2661.6998980672124
2016-10,2747.995785283695
2016-11,2514.909795571518
2016-12,2721.413033555215
2017-01,2794.923173006854
2017-02,2809.4085473224063
2017-03,3123.1881111370026
2017-04,3265.181043
2017-05,3417.300054
2017-06,3369.496419
2017-07,3526.907416
2017-08,3484.157559
2017-09,3513.448729
2017-10,3516.852185
2017-11,3495.445249
2017-12,3457.48025
2018-01,3766.254958
2018-02,3464.469433
2018-03,3397.915246
2018-04,3492.0578473919854
2018-05,3168.011341996423
2018-06,3249.817382192937
2018-07,3373.134426680301
2018-08,3173.714067082475
2018-09,3172.7235594793538
2018-10,2957.0663648820682
2018-11,3011.9932998045906
2018-12,2897.788945075683
2019-01,3087.658853084434
2019-02,3151.5031368568166
2019-03,3100.51623906005
2019-04,3231.337503590015
2019-05,3035.7835855447784
2019-06,3182.0679914808125
2019-07,3047.578841099125
2019-08,2941.6773633857015
2019-09,3061.4845445806327
2019-10,3129.222921040964
2019-11,3115.6914976931043
2019-12,3245.196977997461
2020-01,3156.3212815456027
2020-02,2925.3253500896612
2020-03,2279.4275707523566
2020-04,2311.805628313572
2020-05,2410.972156231329
2020-06,2514.1055691541546
2020-07,2520.118733971061
2020-08,2561.5690996340895
2020-09,2419.225249803479
2020-10,2321.560672462888
2020-11,3007.0109884620806
2020-12,3089.9673586439767
2021-01,2949.5109483221404
2021-02,3103.6792698626773
2021-03,3119.580842021584
2021-04,3289.1751445127366
2021-05,3474.6757786966577
2021-06,3285.1737654010863
2021-07,3225.8230143554774
2021-08,3277.5893136899886
2021-09,3177.936183703993
2021-10,3300.597964968739
2021-11,2946.2039151565846
2021-12,3133.055207916204
2022-01,3083.877431701772
2022-02,3035.747307277965
2022-03,3003.2203463701953
2022-04,2924.5015663235813
2022-05,3066.3009852461882
2022-06,2750.402329810371
2022-07,2708.004886711598
2022-08,2593.8328465299605
2022-09,2363.646025072876
2022-10,2590.167222727112
2022-11,2836.9977787507573
2022-12,2904.902021739743
2023-01,3230.7732383729417
2023-02,3317.089704726125
2023-03,3359.8892451661413
2023-04,3455.0306399798073
2023-05,3259.0904349624943
2023-06,3547.1145885061014
2023-07,3621.7170187327506
