Date,PORTUGAL
1997-01,122.33886677
1997-02,123.71888364
1997-03,127.71256079
1997-04,127.96551146
1997-05,136.83998737
1997-06,146.77689172
1997-07,147.91964755
1997-08,138.64484215000002
1997-09,157.38013824
1997-10,152.29248654
1997-11,159.12390144
1997-12,163.25410917358806
1998-01,180.10451433082125
1998-02,199.81254421705052
1998-03,216.57919217120173
1998-04,233.33164309321592
1998-05,228.3501416448286
1998-06,211.40857360115263
1998-07,228.89467796314253
1998-08,197.6364434273061
1998-09,179.936272483208
1998-10,209.6069156238789
1998-11,202.72920822394815
1998-12,208.0841533386431
1999-01,216.34421798942182
1999-02,201.6677476302566
1999-03,188.0590132963106
1999-04,176.3957238283603
1999-05,180.18121403763575
1999-06,170.50524125886318
1999-07,174.55660392985644
1999-08,169.77922081991517
1999-09,166.9660942861838
1999-10,170.1993122940539
1999-11,171.8446927740391
1999-12,189.6076769471764
2000-01,187.59470180982086
2000-02,209.21644839417343
2000-03,193.33048118523288
2000-04,176.5891718239943
2000-05,175.60354849453617
2000-06,185.89228794592955
2000-07,181.90301323018429
2000-08,175.50056398453032
2000-09,172.9524422849883
2000-10,156.25739238545825
2000-11,157.36768359873844
2000-12,170.084716485891
2001-01,180.7761715418976
2001-02,169.7167178598558
2001-03,154.25953521693785
2001-04,154.70476842147283
2001-05,139.58802162202247
2001-06,129.87375081562254
2001-07,134.67741144197905
2001-08,130.0572856219066
2001-09,129.646090736673
2001-10,134.1792647603071
2001-11,132.91215375280507
2001-12,132.74843975169037
2002-01,124.11265230588417
2002-02,121.51074340825761
2002-03,127.58708686049309
2002-04,128.66604979518695
2002-05,129.9701112136305
2002-06,128.49828871519588
2002-07,112.71146583065685
2002-08,112.7292315575905
2002-09,90.90903179889847
2002-10,100.7928239667509
2002-11,113.73801197322264
2002-12,114.46881886736762
2003-01,112.6145190265857
2003-02,103.7664459491076
2003-03,107.76525083378398
2003-04,114.97698474663235
2003-05,126.31698816629311
2003-06,126.17767228646088
2003-07,122.09085220402704
2003-08,125.10673498772621
2003-09,136.3843840330543
2003-10,139.82515180878005
2003-11,152.15234336138988
2003-12,163.73405756084344
2004-01,167.45489964607359
2004-02,182.40861824942004
2004-03,178.83963165826944
2004-04,176.8775221922575
2004-05,172.71833633416918
2004-06,177.5201527148075
2004-07,169.29212925714924
2004-08,170.68910827463088
2004-09,181.25966090452442
2004-10,186.77631387670252
2004-11,197.02394601461282
2004-12,204.169554068141
2005-01,205.93973396498626
2005-02,205.3700642342381
2005-03,198.33118009054536
2005-04,193.8167069256036
2005-05,185.22015281207803
2005-06,180.38814628848596
2005-07,182.5938412983949
2005-08,189.11909923459604
2005-09,190.7466764073374
2005-10,184.1946182382393
2005-11,187.396768596732
2005-12,200.34520150091882
2006-01,208.55676433160977
2006-02,222.70673692841638
2006-03,242.92221271427078
2006-04,251.13089607839456
2006-05,241.54883333599253
2006-06,244.0817419305788
2006-07,247.44538109704632
2006-08,254.9155498584633
2006-09,261.5735032502778
2006-10,268.2078131655423
2006-11,282.1279319643044
2006-12,295.2476776615425
2007-01,299.6215397444354
2007-02,307.4992106611103
2007-03,308.743042980229
2007-04,334.8818260429439
2007-05,358.5413593051784
2007-06,363.2071974993444
2007-07,365.0116629006333
2007-08,344.8159527754824
2007-09,340.8175552509759
2007-10,378.11148469853686
2007-11,379.4013816382021
2007-12,366.1012120486788
2008-01,325.9334868766691
2008-02,318.6417152668765
2008-03,317.9370047244103
2008-04,330.67526541464946
2008-05,323.06856162225824
2008-06,273.21975333612477
2008-07,263.7256453837468
2008-08,244.7853176248297
2008-09,222.50581160619922
2008-10,164.09835888145153
2008-11,160.20458089325257
2008-12,175.16209654447326
2009-01,164.99234420957475
2009-02,151.79138599334476
2009-03,161.44067300331454
2009-04,177.67643594176184
2009-05,205.08711450054076
2009-06,203.78627719597688
2009-07,210.60039393052904
2009-08,225.97003195582113
2009-09,244.86281824642705
2009-10,245.00466474769289
2009-11,248.47833579352658
2009-12,245.9443267609824
2010-01,220.78468188079484
2010-02,207.5365077636218
2010-03,220.71168929466938
2010-04,201.224489373214
2010-05,183.2524375784393
2010-06,182.16326385057832
2010-07,202.0536969587299
2010-08,198.34888803831342
2010-09,219.57005501540038
2010-10,239.78330845280826
2010-11,205.59981550373072
2010-12,218.12261631374824
2011-01,230.58601403993435
2011-02,236.50383103337714
2011-03,237.11270069198198
2011-04,246.7946683831128
2011-05,243.09194065198756
2011-06,237.79407108813194
2011-07,225.50289261547533
2011-08,211.23014703065817
2011-09,185.4785129782599
2011-10,192.4473439506069
2011-11,175.65041928117745
2011-12,167.83937051668642
2012-01,161.93228756874547
2012-02,171.51809941938163
2012-03,170.58705025892093
2012-04,163.2375723543232
2012-05,132.68176276407877
2012-06,139.25001877489862
2012-07,135.20397791248453
2012-08,148.41020030249413
2012-09,157.37301733639205
2012-10,162.694109092065
2012-11,158.6789482703748
2012-12,173.76655315635332
2013-01,192.06946528911126
2013-02,175.91263359506644
2013-03,173.1987943148577
2013-04,192.06002871845692
2013-05,181.25286109225783
2013-06,172.01372364210306
2013-07,179.86162710742983
2013-08,181.76397310173775
2013-09,190.42985445864156
2013-10,191.54075356838007
2013-11,197.90219930941763
2013-12,192.861256982516
2014-01,187.99056470380265
2014-02,208.1012360072271
2014-03,211.61563780864776
2014-04,214.5388118483738
2014-05,211.4482883065161
2014-06,206.15625573717733
2014-07,173.53840853261883
2014-08,170.9156340345446
2014-09,154.7154227033816
2014-10,141.40873374050034
2014-11,133.12880725350104
2014-12,119.10790130018349
2015-01,117.9885243585193
2015-02,130.06026162044623
2015-03,127.7621775375695
2015-04,141.4860329621111
2015-05,135.09771501386192
2015-06,130.3174935276585
2015-07,130.19245653520898
2015-08,120.49215175498217
2015-09,115.26733858354773
2015-10,122.41504667371099
2015-11,114.39351653217794
2015-12,120.14786235404618
2016-01,117.06521943375768
2016-02,108.41972618946211
2016-03,124.0357875545545
2016-04,128.1514402272584
2016-05,123.3678159167268
2016-06,120.61523817500489
2016-07,127.56957165386338
2016-08,127.86469289585155
2016-09,128.19560917203438
2016-10,126.53610767445814
2016-11,117.61290718131048
2016-12,124.4574121163897
2017-01,123.64510917975964
2017-02,125.51441876297473
2017-03,134.72334589662185
2017-04,134.975486
2017-05,147.525674
2017-06,138.884608
2017-07,146.408969
2017-08,153.789645
2017-09,157.189082
2017-10,154.248034
2017-11,157.000237
2017-12,154.097651
2018-01,160.99198
2018-02,153.791896
2018-03,158.864776
2018-04,160.63546149557172
2018-05,160.10424706111797
2018-06,160.75472709652155
2018-07,168.72934980940386
2018-08,165.1141895090124
2018-09,159.8697883261523
2018-10,144.20730027184558
2018-11,139.67806976196465
2018-12,137.00080284010258
2019-01,143.84103868518275
2019-02,148.29515301753273
2019-03,151.01898692341038
2019-04,153.58490602697375
2019-05,147.1836584387425
2019-06,153.4242265165112
2019-07,152.6826171915065
2019-08,150.13426952359913
2019-09,155.93493930270313
2019-10,163.14532432702865
2019-11,161.69948435417908
2019-12,169.46427453462047
2020-01,177.4726095100622
2020-02,165.48009413477712
2020-03,147.24866913859782
2020-04,149.2931467069877
2020-05,164.25983043151456
2020-06,165.11172555560205
2020-07,168.38424655826884
2020-08,168.4287669248901
2020-09,159.50501028987236
2020-10,155.17139326769052
2020-11,175.4278780780202
2020-12,193.8969384093886
2021-01,190.11375456510328
2021-02,182.66616950338116
2021-03,185.61045427606916
2021-04,187.98392922688151
2021-05,198.3437684937214
2021-06,183.98828761045928
2021-07,182.60795647538987
2021-08,195.38487579313926
2021-09,190.6627709681942
2021-10,203.5553897448261
2021-11,191.15156747618008
2021-12,194.1936378887566
2022-01,186.45471786680145
2022-02,186.17240802524188
2022-03,198.6994132233651
2022-04,186.36314559366457
2022-05,196.0195593858736
2022-06,186.568758198087
2022-07,195.35478135760997
2022-08,188.47552868712174
2022-09,165.98843896998375
2022-10,172.18047199088798
2022-11,187.23552480853567
2022-12,194.58558633910727
2023-01,194.54838209888106
2023-02,188.68810039857212
2023-03,201.26077484966052
2023-04,209.485943698924
2023-05,189.1970373298355
2023-06,199.10971309615218
2023-07,198.8484393148637
