Date,POLAND SMALL CAP
2008-03,698.3397162120489
2008-04,681.7730031541132
2008-05,669.1300987099294
2008-06,572.8276816452725
2008-07,552.3109844344546
2008-08,524.5065104905425
2008-09,469.1470857409102
2008-10,328.4788772658879
2008-11,287.97463166395704
2008-12,248.16445257010352
2009-01,219.11781239518754
2009-02,186.36924098258248
2009-03,220.58173537523666
2009-04,285.2489772271402
2009-05,288.51532790829737
2009-06,293.7177984426642
2009-07,360.35092202383856
2009-08,426.00122553197315
2009-09,388.8796498437647
2009-10,375.328515996048
2009-11,388.93805623901204
2009-12,401.053403001343
2010-01,402.6602321407286
2010-02,407.6034147799064
2010-03,470.65565055633965
2010-04,465.9981967179063
2010-05,421.6344669545615
2010-06,396.13604031923336
2010-07,439.95329129126685
2010-08,441.5502904832961
2010-09,470.00758107310645
2010-10,488.46042699998316
2010-11,464.13973579825847
2010-12,482.5720339847447
2011-01,503.9158251137507
2011-02,514.980599199256
2011-03,506.18314661021776
2011-04,531.177686048728
2011-05,512.9564443843673
2011-06,487.03752386480295
2011-07,449.41956797423666
2011-08,372.76539377958136
2011-09,303.48630242313214
2011-10,339.82344466349576
2011-11,311.01542159564735
2011-12,307.0024914676661
2012-01,368.7594886704563
2012-02,387.7370424434503
2012-03,378.79769413506136
2012-04,366.76446620302386
2012-05,326.61998630111793
2012-06,342.9624397642691
2012-07,347.18498951265434
2012-08,333.4339074376307
2012-09,370.46794291073263
2012-10,369.23677715034717
2012-11,379.76992160520666
2012-12,408.83532857832836
2013-01,392.6596145946697
2013-02,385.9447088792047
2013-03,364.961753226449
2013-04,348.9874012352508
2013-05,382.0157411203797
2013-06,354.9205695448414
2013-07,382.07490991209136
2013-08,393.36035415498304
2013-09,416.0788132878158
2013-10,460.80508952162705
2013-11,476.3061229250239
2013-12,452.250696722581
2014-01,451.5510957502792
2014-02,474.8643497413149
2014-03,459.11197676972967
2014-04,460.91347437057226
2014-05,449.4442479680291
2014-06,451.1238460103164
2014-07,426.9653959863843
2014-08,423.7537743792958
2014-09,448.15668675796246
2014-10,450.37916204373494
2014-11,460.3902981239532
2014-12,426.23771885229337
2015-01,462.8053298416952
2015-02,471.3718807658487
2015-03,484.49966394349354
2015-04,492.3595241862488
2015-05,488.345014971465
2015-06,451.45118110744244
2015-07,478.2293693561872
2015-08,445.07385970432864
2015-09,453.6909870898192
2015-10,459.6414412691237
2015-11,443.18663536512935
2015-12,428.4978361241589
2016-01,390.2798895932086
2016-02,409.7006967554197
2016-03,424.91270686148215
2016-04,415.4529440938179
2016-05,392.5119188430501
2016-06,379.59124309722364
2016-07,422.0060445841438
2016-08,476.60628280907906
2016-09,502.4614129703101
2016-10,519.0274453526047
2016-11,512.0195734384905
2016-12,543.4705574977972
2017-01,603.6542906034449
2017-02,644.982631690867
2017-03,661.5632851126219
2017-04,678.8540545472814
2017-05,671.8020835551072
2017-06,697.6889902399026
2017-07,712.0962099355094
2017-08,715.4166428248208
2017-09,726.7702067216323
2017-10,720.6897826437589
2017-11,684.3495014974416
2017-12,692.3019989816069
2018-01,691.879584181267
2018-02,635.5495404472981
2018-03,608.8354747767861
2018-04,615.4166696849235
2018-05,600.4488453460741
2018-06,541.6784207358702
2018-07,578.1933439936842
2018-08,560.3660533976157
2018-09,530.5115799115999
2018-10,511.7316608263034
2018-11,532.3427208558617
2018-12,527.2791983459946
2019-01,567.9421812962079
2019-02,572.7935997549164
2019-03,558.212801343083
2019-04,553.2412130824052
2019-05,540.0499087422136
2019-06,589.0747449111614
2019-07,566.3322744647865
2019-08,541.7517538043014
2019-09,505.640187820965
2019-10,527.204045311068
2019-11,547.4175986146477
2019-12,568.167964741846
2020-01,544.6966408900729
2020-02,465.7583983657586
2020-03,385.61513242456033
2020-04,458.03672213971896
2020-05,481.1929415775157
2020-06,511.0139358466327
2020-07,512.4455318805468
2020-08,524.7263835911948
2020-09,501.8461723510529
2020-10,438.3275465794685
2020-11,530.4655071976034
2020-12,576.2279195480512
2021-01,596.3741473533851
2021-02,625.6904754993574
2021-03,602.5928405547129
2021-04,651.65389639775
2021-05,742.0750121626286
2021-06,736.083303210917
2021-07,743.1656216088553
2021-08,806.635240377813
2021-09,802.2722900684079
2021-10,872.7689704787692
2021-11,787.8394220039125
2021-12,794.0410221904908
2022-01,752.1711155804596
2022-02,672.3085216201922
2022-03,748.2768559564047
2022-04,690.6514977766237
2022-05,717.6342573147817
2022-06,674.5600645484172
2022-07,675.999094210049
2022-08,647.159455100983
2022-09,561.8210431149192
2022-10,622.3476248652244
2022-11,701.6008224232756
2022-12,712.600439948018
2023-01,772.3598294172325
2023-02,747.2113989971098
2023-03,740.4557958674516
2023-04,815.716311867868
2023-05,804.3968177915416
2023-06,878.5940265625956
2023-07,994.2287706145629
