Date,BRAZIL SMALL CAP
2016-02,630.5952958740704
2016-03,749.614806799579
2016-04,812.8141839023534
2016-05,764.9631481933352
2016-06,944.3059115100798
2016-07,1065.323764437946
2016-08,1059.2887765026785
2016-09,1058.1258904754698
2016-10,1205.786085500838
2016-11,1077.1302417262245
2016-12,1115.3033274561385
2017-01,1272.1799904685176
2017-02,1390.0630006969823
2017-03,1329.1888335818285
2017-04,1345.6020048657442
2017-05,1236.8930875669907
2017-06,1207.9415195223764
2017-07,1346.8777121226142
2017-08,1459.4727610727693
2017-09,1536.1941077432816
2017-10,1486.1419686755974
2017-11,1404.4173035348479
2017-12,1493.1114625040955
2018-01,1589.7025663038717
2018-02,1591.5765058862078
2018-03,1534.7793547877807
2018-04,1527.0455490975198
2018-05,1313.5148316919285
2018-06,1220.750627774706
2018-07,1324.7646620894998
2018-08,1161.3228252179958
2018-09,1179.0407663554604
2018-10,1451.6807017496606
2018-11,1453.6201846769914
2018-12,1470.6041619236025
2019-01,1715.2893349277408
2019-02,1644.9947253041153
2019-03,1604.46002686133
2019-04,1615.548784033593
2019-05,1670.7220819986144
2019-06,1776.6012456435055
2019-07,1976.370651369834
2019-08,1835.9985550439687
2019-09,1880.596586944044
2019-10,1955.4057403708944
2019-11,1965.4494466459093
2019-12,2278.9341379905813
2020-01,2247.6318082875855
2020-02,1974.4184032852634
2020-03,1063.7961371465506
2020-04,1170.1189593556473
2020-05,1211.6163262911427
2020-06,1355.4747776918473
2020-07,1471.406727337091
2020-08,1387.5132105740247
2020-09,1320.3855520984278
2020-10,1286.086926008378
2020-11,1548.6308363523763
2020-12,1680.5275306276258
2021-01,1573.7501030840733
2021-02,1519.7056861826989
2021-03,1640.2651944073193
2021-04,1755.4656334331137
2021-05,1918.9550482184234
2021-06,2078.5607135063246
2021-07,1916.351264449326
2021-08,1863.7314184892005
2021-09,1728.708621282573
2021-10,1479.8713097616364
2021-11,1461.7876057105575
2021-12,1538.0636357366354
2022-01,1690.9546802684906
2022-02,1677.3101636938527
2022-03,1977.6942618433736
2022-04,1834.2924904383326
2022-05,1873.8746838817501
2022-06,1483.8361012566936
2022-07,1608.005521868407
2022-08,1782.4439453018088
2022-09,1707.4057615225222
2022-10,1877.5616501025181
2022-11,1616.160842134427
2022-12,1504.6300166433837
2023-01,1613.07687748989
2023-02,1467.4149528943615
2023-03,1456.5514781260674
2023-04,1492.3235021787536
2023-05,1689.197569068993
2023-06,1878.484479146303
2023-07,1934.4860552782172
