Date,TURKEY SMALL CAP
2010-09,1245.9046122542672
2010-10,1303.8908282620912
2010-11,1279.308301152199
2010-12,1337.9895236656778
2011-01,1246.275885975122
2011-02,1197.1048596658623
2011-03,1306.615404781534
2011-04,1365.1991580584108
2011-05,1222.928421275598
2011-06,1190.9658074353408
2011-07,1112.9055803226843
2011-08,908.4992163820691
2011-09,947.3886132988428
2011-10,961.7551079891542
2011-11,891.490982524569
2011-12,849.2336281317321
2012-01,983.5899367494906
2012-02,1056.2914223850842
2012-03,1106.5891584123021
2012-04,1152.1014267158005
2012-05,1060.384683322269
2012-06,1153.2589815731274
2012-07,1236.64027484539
2012-08,1221.214636647546
2012-09,1193.5583736249646
2012-10,1223.7629704681153
2012-11,1262.0059939090916
2012-12,1325.0392315041215
2013-01,1361.8767193897713
2013-02,1397.2938324776262
2013-03,1492.5305885545567
2013-04,1504.5460564371162
2013-05,1474.550591156535
2013-06,1271.8911137170417
2013-07,1228.6393288738768
2013-08,1041.7132935484308
2013-09,1145.1488822100546
2013-10,1223.1397290561952
2013-11,1219.254690203533
2013-12,980.3868069731262
2014-01,898.8323357906398
2014-02,929.9910594108206
2014-03,967.0554179081555
2014-04,1062.2913136034074
2014-05,1113.3336562699028
2014-06,1114.3663113974278
2014-07,1152.667646932371
2014-08,1161.5406691860235
2014-09,1095.9798678086859
2014-10,1206.9406155221513
2014-11,1225.7861252254024
2014-12,1212.5298943656576
2015-01,1315.410987028117
2015-02,1284.5286926027336
2015-03,1253.5595974471178
2015-04,1244.0462989711712
2015-05,1242.1405044844587
2015-06,1186.3663154841045
2015-07,1129.8222549042955
2015-08,964.8416261102667
2015-09,912.4172642204636
2015-10,980.4561231486189
2015-11,1012.3483459720902
2015-12,974.1415513968094
2016-01,945.4132647766785
2016-02,971.926364692102
2016-03,1077.4634190606096
2016-04,1130.954947792864
2016-05,1020.1423114446239
2016-06,1025.4376534838036
2016-07,980.2021450587189
2016-08,1029.5797167250973
2016-09,1005.4204154076427
2016-10,1020.7504502305533
2016-11,898.8799549780814
2016-12,934.8556899226285
2017-01,911.1606294566627
2017-02,970.7346996310143
2017-03,969.6142870749754
2017-04,1032.0311358211097
2017-05,1042.4862579954681
2017-06,1054.2385316420705
2017-07,1113.7995535534405
2017-08,1142.0591343763635
2017-09,1042.7160074924554
2017-10,1049.0127378540872
2017-11,931.094241177051
2017-12,1101.544602343466
2018-01,1124.6942546440675
2018-02,1119.0971779551162
2018-03,1112.2383851452114
2018-04,1008.4518780855806
2018-05,935.1263842766629
2018-06,894.635529996508
2018-07,839.8903709406079
2018-08,616.2397010800269
2018-09,696.2166977178358
2018-10,669.8142480667235
2018-11,743.3283448866478
2018-12,688.124511754556
2019-01,786.4870278139855
2019-02,787.1687167499216
2019-03,692.7140535130204
2019-04,683.1787579652487
2019-05,671.9399226231276
2019-06,701.9666408533855
2019-07,754.9261587705892
2019-08,725.8538617632851
2019-09,801.8138763652021
2019-10,743.0236365453081
2019-11,812.2869880782728
2019-12,830.602615416748
2020-01,889.743806460238
2020-02,763.646177317787
2020-03,611.2440132549021
2020-04,671.9001265426056
2020-05,717.7994142826922
2020-06,803.4511535162684
2020-07,750.0443300054254
2020-08,663.0768006342906
2020-09,680.2451355418492
2020-10,626.0947542945738
2020-11,770.2106368613096
2020-12,921.1477683108789
2021-01,999.885537430124
2021-02,1016.9222101650813
2021-03,907.2161950241996
2021-04,914.9991091133002
2021-05,868.2782376261958
2021-06,802.9999415781369
2021-07,839.1263492365197
2021-08,894.5726822731834
2021-09,838.8552278844917
2021-10,837.5074219054427
2021-11,724.1164495464518
2021-12,730.6836504372692
2022-01,826.8752030411545
2022-02,729.9623305889443
2022-03,816.7402512925042
2022-04,948.058748518342
2022-05,912.6070572831857
2022-06,888.2472147236917
2022-07,946.3474150225113
2022-08,1085.3762327658148
2022-09,1117.4259522718492
2022-10,1333.2642894502526
2022-11,1648.3660413599794
2022-12,1790.5120951387144
2023-01,1553.0060822727667
2023-02,1671.1519609016032
2023-03,1416.4001403556786
2023-04,1329.2884166577176
2023-05,1385.646944115849
2023-06,1232.7922110278394
2023-07,1526.6051827522028
