Date,USA SMALL CAP
2018-09,429.02037223331536
2018-10,395.00363726617553
2018-11,402.5066543079094
2018-12,353.5643542385026
2019-01,393.3756782188397
2019-02,415.5168716012747
2019-03,416.9568168209339
2019-04,431.97286497022185
2019-05,401.9251407460081
2019-06,419.9095472403877
2019-07,435.1689579796528
2019-08,421.49018993290787
2019-09,432.97369565249915
2019-10,430.5598046181778
2019-11,452.9687281923817
2019-12,456.3394479488149
2020-01,449.82740416984296
2020-02,414.1093793182308
2020-03,320.45423999774863
2020-04,368.7030309889436
2020-05,388.87214334540636
2020-06,397.35489072339396
2020-07,392.38338070250774
2020-08,405.5228499701673
2020-09,401.4554281152912
2020-10,414.1114551767795
2020-11,470.0455612673095
2020-12,495.3619873950013
2021-01,517.6637380323888
2021-02,551.6121110250256
2021-03,581.4426057923071
2021-04,588.7315473599671
2021-05,579.0342290832524
2021-06,605.6344202623552
2021-07,592.5783651064634
2021-08,608.6561820360545
2021-09,601.8164387947966
2021-10,631.1451951983233
2021-11,620.6633962251607
2021-12,634.829208845839
2022-01,592.203389600069
2022-02,596.8145535775482
2022-03,609.8697639357538
2022-04,589.3195641234782
2022-05,580.9771892951889
2022-06,540.9564162998597
2022-07,613.7073181188068
2022-08,606.4039993273325
2022-09,563.205102874743
2022-10,615.7094331125977
2022-11,615.1276939257014
2022-12,557.7083666752933
2023-01,604.9253780358014
2023-02,608.5681208173661
2023-03,568.5473141216335
2023-04,551.5785958822682
2023-05,560.9707588971287
2023-06,595.1682163758492
2023-07,619.3527100934605
