Date,FINLAND SMALL CAP
2018-11,428.9620553235467
2018-12,409.9408031805295
2019-01,444.0649340193124
2019-02,459.7122037795721
2019-03,474.0263553713384
2019-04,491.79073520218697
2019-05,447.47299436722614
2019-06,485.9836875910949
2019-07,459.7584070565345
2019-08,457.9982693151913
2019-09,478.9616300373525
2019-10,509.3992394371837
2019-11,515.0404920343251
2019-12,524.9382380037382
2020-01,525.4033270068903
2020-02,497.6109149052119
2020-03,383.0588707760675
2020-04,449.21206950455576
2020-05,478.0887893764545
2020-06,477.53291165550905
2020-07,516.2949559738342
2020-08,541.8155140242922
2020-09,559.4927968038678
2020-10,558.1407565765944
2020-11,606.3986441575737
2020-12,637.5151116814375
2021-01,655.3307967873197
2021-02,663.4478126060568
2021-03,701.0514154411597
2021-04,746.175095550544
2021-05,741.3029756829366
2021-06,749.9364483071337
2021-07,789.0902074705799
2021-08,787.231210351502
2021-09,707.5465080122744
2021-10,736.0222036403223
2021-11,729.0271751180477
2021-12,752.1875385908462
2022-01,704.481482240046
2022-02,626.2087749823731
2022-03,615.8473495561379
2022-04,601.1283840479041
2022-05,606.8098041588659
2022-06,534.6465290427317
2022-07,587.8251612878126
2022-08,552.6547447581268
2022-09,488.5634780608616
2022-10,533.6846312177928
2022-11,571.2673248851622
2022-12,571.6024537738604
2023-01,616.0530414762153
2023-02,630.3081237465597
2023-03,607.871565955324
2023-04,626.5254649065196
2023-05,600.2924855342154
2023-06,586.9636093628334
2023-07,577.4371048403923
