Date,KOREA SMALL CAP
2008-08,651.0587940165111
2008-09,585.5276612205424
2008-10,416.08935564618196
2008-11,384.1464758355719
2008-12,448.0378574159995
2009-01,457.7634965347534
2009-02,408.6464015201366
2009-03,505.88579416992854
2009-04,646.0178963219626
2009-05,645.3293773932646
2009-06,611.6102900044508
2009-07,653.3171052966159
2009-08,657.3047466817353
2009-09,691.6018506361521
2009-10,656.6682755779693
2009-11,631.203770475154
2009-12,711.2273116823221
2010-01,686.4647814543038
2010-02,710.6179446255902
2010-03,765.1642141575085
2010-04,803.221502022888
2010-05,781.1028563664692
2010-06,811.7019294289486
2010-07,788.6043803904563
2010-08,789.0901457595501
2010-09,841.5093609473348
2010-10,867.5645053913419
2010-11,862.1628990735544
2010-12,880.8655651354949
2011-01,896.6269136742078
2011-02,832.0028975530416
2011-03,883.8515284197762
2011-04,886.5788410903741
2011-05,890.1491535072043
2011-06,906.2162589998779
2011-07,1004.548765534297
2011-08,900.758586525777
2011-09,782.8885849822533
2011-10,866.0718920844919
2011-11,851.2744608596975
2011-12,866.1368453117535
2012-01,914.4785771465743
2012-02,923.8063938288083
2012-03,880.722240502223
2012-04,840.4681955393357
2012-05,819.6478224967283
2012-06,846.8646128864863
2012-07,860.9800258758778
2012-08,899.5132570358707
2012-09,940.4749454187298
2012-10,915.2881217081687
2012-11,910.4609728221662
2012-12,912.7432506532163
2013-01,872.5915198786554
2013-02,947.0768951687286
2013-03,974.7269598692739
2013-04,979.5231102527674
2013-05,969.2193581180695
2013-06,870.0999399285179
2013-07,910.7830892903831
2013-08,882.3492768419916
2013-09,933.3981998862848
2013-10,939.184703012761
2013-11,930.4211746135177
2013-12,903.162465182581
2014-01,924.7788477052114
2014-02,928.6754050641127
2014-03,948.001609244841
2014-04,982.5983225071226
2014-05,996.9740238764394
2014-06,1002.155452964755
2014-07,1032.3413414034699
2014-08,1117.0205212035028
2014-09,1123.4224220502153
2014-10,1075.1779134038281
2014-11,1027.1745264139888
2014-12,1068.7731819238998
2015-01,1204.563385374281
2015-02,1257.1112402464325
2015-03,1367.56908843641
2015-04,1447.7835014748582
2015-05,1489.4175529494164
2015-06,1512.4924147512445
2015-07,1423.859398208119
2015-08,1343.846567955033
2015-09,1322.6216862218484
2015-10,1361.5758765869357
2015-11,1389.5586674677263
2015-12,1335.82929061057
2016-01,1296.4265327919052
2016-02,1209.379022772166
2016-03,1287.7895374678042
2016-04,1303.4844285281717
2016-05,1275.53339072791
2016-06,1288.8357281033677
2016-07,1326.997029623571
2016-08,1277.0472455721945
2016-09,1289.6709650977152
2016-10,1172.9063926117335
2016-11,1143.1442848148813
2016-12,1161.857930674474
2017-01,1149.2349997939607
2017-02,1243.1160661151353
2017-03,1268.2667171040744
2017-04,1249.689827536746
2017-05,1307.2113241235825
2017-06,1272.6780802048602
2017-07,1238.51822246181
2017-08,1214.8477665666987
2017-09,1174.4337379643237
2017-10,1297.4879183440783
2017-11,1392.7996146050164
2017-12,1417.4211163073248
2018-01,1489.768653025387
2018-02,1402.5217776148997
2018-03,1423.3339050456048
2018-04,1468.7071333387241
2018-05,1506.2662815527765
2018-06,1358.355761575462
2018-07,1304.7263064478743
2018-08,1366.4954807629479
2018-09,1384.2082158946955
2018-10,1125.5030515513708
2018-11,1236.8826447455074
2018-12,1216.2445358880075
2019-01,1267.1663488584556
2019-02,1294.7674421737647
2019-03,1269.9111142461136
2019-04,1259.6989314516125
2019-05,1132.6386766051105
2019-06,1135.572941811227
2019-07,1058.8711396363453
2019-08,1013.8433691696082
2019-09,1066.3543694276862
2019-10,1098.4232030568378
2019-11,1086.9807144821532
2019-12,1155.7995421423552
2020-01,1055.4448798615872
2020-02,980.7908478308142
2020-03,909.1317102007846
2020-04,1041.3209844765656
2020-05,1084.0540009253716
2020-06,1132.2888380952575
2020-07,1243.9554988204666
2020-08,1332.2790881289443
2020-09,1354.5396874207438
2020-10,1337.3987870570552
2020-11,1501.7887366442326
2020-12,1630.5338519545064
2021-01,1582.0907520679016
2021-02,1616.7304261570691
2021-03,1744.816252238241
2021-04,1824.1820461695872
2021-05,1863.8785866063986
2021-06,1975.4682039659008
2021-07,1943.7245147022645
2021-08,1941.4616775152401
2021-09,1921.308027818307
2021-10,1926.413463789009
2021-11,1823.8562832303103
2021-12,1941.5903871313933
2022-01,1689.9697237551495
2022-02,1729.6906895610766
2022-03,1817.4526286848838
2022-04,1797.6712186222055
2022-05,1772.0760495884172
2022-06,1462.2478150470977
2022-07,1577.461514646993
2022-08,1590.8803058661524
2022-09,1287.872504344182
2022-10,1309.8781661335845
2022-11,1466.8633020564982
2022-12,1409.0893554067313
2023-01,1521.8279200015145
2023-02,1510.237252018854
2023-03,1585.5343554262577
2023-04,1525.020173697244
2023-05,1587.3367421022451
2023-06,1608.589701210912
2023-07,1780.1595382144321
