Date,DENMARK SMALL CAP
2017-12,960.3319273788986
2018-01,974.994484371821
2018-02,986.5994483039143
2018-03,976.8816837466171
2018-04,1013.6642229031792
2018-05,1085.057319126789
2018-06,1137.7356212749078
2018-07,1206.2025004023044
2018-08,1189.030408953039
2018-09,1103.0220415347087
2018-10,984.947709771823
2018-11,903.1519024156416
2018-12,892.6995858457886
2019-01,970.1398613234313
2019-02,998.6741318752432
2019-03,1003.9225082840212
2019-04,1065.7711669197881
2019-05,971.0581515018634
2019-06,970.4073314874283
2019-07,957.9543104597275
2019-08,920.9006188740634
2019-09,940.6812960002935
2019-10,929.7708239978997
2019-11,1008.3110100247967
2019-12,1043.8454551136708
2020-01,1059.7688475575528
2020-02,1027.6697558002372
2020-03,860.0036479029145
2020-04,971.7461024448448
2020-05,1071.2008047962643
2020-06,1062.20832920733
2020-07,1101.4678159278114
2020-08,1175.5645246949991
2020-09,1173.0182418598206
2020-10,1126.3482653004849
2020-11,1255.8113196471897
2020-12,1325.4742556186327
2021-01,1259.842999718286
2021-02,1317.5314478583853
2021-03,1413.5970574224264
2021-04,1480.4719061764326
2021-05,1527.3935243135065
2021-06,1562.871298821736
2021-07,1614.9260015913587
2021-08,1627.2372507292189
2021-09,1548.9323588275752
2021-10,1602.7777579131189
2021-11,1535.0699932494454
2021-12,1578.285792311891
2022-01,1467.3454113565351
2022-02,1398.89905997785
2022-03,1419.205177580649
2022-04,1432.7121495519273
2022-05,1451.0695130616255
2022-06,1325.0059267703832
2022-07,1477.914534597516
2022-08,1402.0512386613516
2022-09,1259.7498186173389
2022-10,1350.6185504456992
2022-11,1439.3693674722874
2022-12,1442.3200053520666
2023-01,1476.1518957911003
2023-02,1546.4016631628356
2023-03,1502.7649101900777
2023-04,1551.9107166828505
2023-05,1547.3400465056084
2023-06,1573.9648825936447
2023-07,1535.9125220361552
