Date,UNITED ARAB EMIRATES DOMESTIC SMALL CAP
2019-07,1739.7440288771943
2019-08,1699.7257483761541
2019-09,1713.0720823151382
2019-10,1722.3927529771186
2019-11,1709.3421655871937
2019-12,1698.2010969415549
2020-01,1642.2409746901292
2020-02,1541.1997435308847
2020-03,1145.3844605794566
2020-04,1466.6825224245758
2020-05,1372.6678848843694
2020-06,1449.8062439559308
2020-07,1413.6479244113812
2020-08,1465.1950900456832
2020-09,1539.2974619730742
2020-10,1520.3216491584922
2020-11,1545.7835747161198
2020-12,1618.680894596493
2021-01,1713.077552192914
2021-02,1583.6563186140804
2021-03,1723.016234711345
2021-04,1714.1697461088872
2021-05,1781.784081426271
2021-06,1831.8619948469402
2021-07,1829.6034178642274
2021-08,2004.6122671483552
2021-09,1932.0819535675491
2021-10,1992.3222970250497
2021-11,2254.326703434696
2021-12,2315.584365680531
2022-01,2352.390624774224
2022-02,2374.498710850509
2022-03,2493.795785817288
2022-04,2885.060138025017
2022-05,2640.2283512570493
2022-06,2639.8817176060124
2022-07,2759.7922473192616
2022-08,2817.905251786199
2022-09,2809.6430908652233
2022-10,2777.6085663441104
2022-11,2629.6204933473987
2022-12,2502.2588115866006
2023-01,2529.9360971031506
2023-02,2739.6241206985183
2023-03,2528.700310964037
2023-04,2575.1025611702235
2023-05,2669.3446493370866
2023-06,2710.0754665838726
2023-07,2929.310738792712
