Date,BAHRAIN SMALL CAP
2019-07,3431.0354815575415
2019-08,3457.2502076817996
2019-09,3504.2634512027794
2019-10,3483.3694160764303
2019-11,3500.000858209463
2019-12,3500.59290333106
2020-01,3561.4198454065395
2020-02,3617.3251481028196
2020-03,3155.4113082931453
2020-04,3042.264562649519
2020-05,2870.8153823029493
2020-06,2925.2013928427646
2020-07,2814.318696810037
2020-08,2841.0867888344137
2020-09,2961.181037328995
2020-10,2843.0597481944073
2020-11,2776.633173876446
2020-12,2802.7560530532355
2021-01,2864.254303930002
2021-02,2839.270881139666
2021-03,2874.8911030704594
2021-04,2872.0076029894785
2021-05,2920.4510022192144
2021-06,3234.4503666383916
2021-07,3272.9830775004134
2021-08,3364.9266383960703
2021-09,3421.140422329877
2021-10,3708.9012753150746
2021-11,4183.947038289868
2021-12,4618.563617775096
2022-01,4748.573984146761
2022-02,4683.254485206062
2022-03,4820.044266392162
2022-04,5383.301465921527
2022-05,4903.155737406635
2022-06,4577.801180135438
2022-07,4896.327281193711
2022-08,5214.510676683599
2022-09,4859.333338418214
2022-10,4809.860964488677
2022-11,4740.334402739018
2022-12,4484.713168128988
2023-01,4461.057921393175
2023-02,4602.655955174556
2023-03,4616.011470238662
2023-04,5098.850486103489
2023-05,5847.845189604871
2023-06,5919.094653648685
2023-07,6555.501017456848
