Date,PHILIPPINES SMALL CAP
2018-07,1492.531576802494
2018-08,1487.0928458833018
2018-09,1378.7585001754135
2018-10,1417.4716655447216
2018-11,1460.1445691346294
2018-12,1495.2036287111962
2019-01,1597.431486698185
2019-02,1677.3283870513067
2019-03,1679.0198470639443
2019-04,1708.6175872401723
2019-05,1681.0749089585509
2019-06,1709.4085136595083
2019-07,1749.8494287961234
2019-08,1652.914892674129
2019-09,1630.6641573681122
2019-10,1625.2041389893384
2019-11,1648.6730625638916
2019-12,1575.1145458467424
2020-01,1440.810915883735
2020-02,1326.94407155699
2020-03,964.256280316605
2020-04,1022.2152136948829
2020-05,952.3900370236065
2020-06,1088.5985818036888
2020-07,965.4378333227303
2020-08,979.7439582317587
2020-09,1037.9721005659987
2020-10,1093.8942224876312
2020-11,1294.9418115638891
2020-12,1346.1249549177799
2021-01,1297.539213238613
2021-02,1337.9199877790882
2021-03,1324.2325749619129
2021-04,1275.5508891752825
2021-05,1289.6251537804176
2021-06,1369.9105349331653
2021-07,1283.7413566599025
2021-08,1361.5120596208826
2021-09,1417.5870493009493
2021-10,1581.4388453013942
2021-11,1614.0910525371787
2021-12,1561.457225621702
2022-01,1566.991249940081
2022-02,1563.8508362388488
2022-03,1513.9470656922208
2022-04,1501.1886588295206
2022-05,1444.7882979873623
2022-06,1308.077431068836
2022-07,1406.5333963890378
2022-08,1465.0672529300552
2022-09,1310.16901147626
2022-10,1321.5033632468853
2022-11,1406.6260241727582
2022-12,1382.474607304565
2023-01,1461.1837184224291
2023-02,1463.7849096660125
2023-03,1415.8287667108034
2023-04,1377.424747489374
2023-05,1358.290832706661
2023-06,1365.1082056073406
2023-07,1362.428216483581
