Date,ROMANIA
2013-02,551.9069436671093
2013-03,534.8777327543982
2013-04,503.1038651913891
2013-05,509.3547605891846
2013-06,507.39870845247
2013-07,520.9431662776371
2013-08,572.946971648607
2013-09,578.8199132470222
2013-10,577.9260645547017
2013-11,600.0704391602985
2013-12,613.6874686765999
2014-01,603.1725292675337
2014-02,612.9512227507914
2014-03,601.0291093202331
2014-04,631.2397222891823
2014-05,697.0258584895727
2014-06,723.742854756103
2014-07,708.1839124503672
2014-08,726.3434634492063
2014-09,703.8744155836125
2014-10,684.2623468107441
2014-11,658.7922346352923
2014-12,679.104284529962
2015-01,708.4688561008488
2015-02,716.2874421524698
2015-03,714.2310010563247
2015-04,775.2829735460726
2015-05,771.8354981711886
2015-06,771.5478143222781
2015-07,843.4858617070612
2015-08,768.2322026319998
2015-09,769.1936136790529
2015-10,805.2175847030209
2015-11,769.6366739142165
2015-12,766.1480904475183
2016-01,684.7648429740816
2016-02,720.6494994298783
2016-03,777.4616712490099
2016-04,744.3141731864573
2016-05,773.3078227707616
2016-06,791.143797332328
2016-07,849.1695690964165
2016-08,900.8125355045693
2016-09,885.0356162930237
2016-10,858.5146047283537
2016-11,871.79863039526
2016-12,900.1204486660557
2017-01,939.1831030177182
2017-02,1003.9902614428632
2017-03,1014.1642098265562
2017-04,1042.9760274145824
2017-05,1125.3896102419735
2017-06,1034.0393419471657
2017-07,1106.197443391374
2017-08,1067.2606793396644
2017-09,1039.0028397767676
2017-10,1037.9998235206208
2017-11,1034.5247490574177
2017-12,1013.6841826836564
2018-01,1110.3399176611947
2018-02,1136.1161154593817
2018-03,1193.1927698311836
2018-04,1184.2573897406244
2018-05,1106.6681590066742
2018-06,1174.3122689158238
2018-07,1194.0986354097904
2018-08,1245.953070236672
2018-09,1258.7625107869483
2018-10,1273.9010848048429
2018-11,1310.452288448976
2018-12,1083.4857037096463
2019-01,968.0770677673949
2019-02,1099.6805462673562
2019-03,1173.032604938459
2019-04,1236.0387375985467
2019-05,1289.0225019076613
2019-06,1393.6632322575315
2019-07,1480.2726172632972
2019-08,1469.6748949697558
2019-09,1516.5643656780219
2019-10,1503.495852377566
2019-11,1578.4582191056268
2019-12,1589.196385398634
2020-01,1557.520664549261
2020-02,1389.4710957602872
2020-03,1125.544804930851
2020-04,1165.9934208005473
2020-05,1277.887154828081
2020-06,1294.2369507567514
2020-07,1234.209703238706
2020-08,1374.9505783336797
2020-09,1365.9288516230117
2020-10,1263.0611549492246
2020-11,1439.1118420388448
2020-12,1488.235228474208
2021-01,1554.8384854642677
2021-02,1498.9605747625722
2021-03,1629.432761755896
2021-04,1656.4701010994606
2021-05,1713.6506411573819
2021-06,1761.692692131452
2021-07,1783.901606260642
2021-08,1861.847969588419
2021-09,1924.1322119048211
2021-10,1910.6540093869467
2021-11,1806.6161244562873
2021-12,1943.672353690297
2022-01,1960.4470422194618
2022-02,1931.168075299719
2022-03,1915.091780298806
2022-04,1934.1535403635833
2022-05,1975.7002345727808
2022-06,1965.428049573318
2022-07,2073.928615665565
2022-08,2078.4982105465006
2022-09,1752.0407854025766
2022-10,1809.2638618618082
2022-11,1991.5610767003595
2022-12,1900.4017532850585
2023-01,1991.0461511824892
2023-02,1996.1461947699554
2023-03,1931.5901061599163
2023-04,1954.7806337024156
2023-05,1998.0843868671338
2023-06,2107.9450774911866
2023-07,2282.272557052098
