Date,KUWAIT
2014-12,739.3381031837803
2015-01,796.2715242633656
2015-02,836.1885717822751
2015-03,798.9447793322106
2015-04,797.12172266923
2015-05,764.2617255079078
2015-06,759.5267920928007
2015-07,758.510439297831
2015-08,682.9733607968129
2015-09,694.5451180380479
2015-10,694.6483718125115
2015-11,723.1492449123533
2015-12,685.9052607694332
2016-01,617.509711980097
2016-02,644.2425543458173
2016-03,637.7158245362093
2016-04,643.3805372908669
2016-05,633.6218302416122
2016-06,611.6715197409139
2016-07,616.9303358610509
2016-08,607.5455231296886
2016-09,615.8644914525987
2016-10,642.9061305774544
2016-11,694.9661583392345
2016-12,727.6513747091027
2017-01,810.316568241507
2017-02,799.6045437634423
2017-03,789.1096083586538
2017-04,760.5184512464061
2017-05,740.4705192552219
2017-06,730.5687688281099
2017-07,756.7697650327933
2017-08,808.1685365776831
2017-09,826.2602567651853
2017-10,809.42907199535
2017-11,749.4878981303443
2017-12,754.7293686862016
2018-01,757.798712643707
2018-02,782.8963064613826
2018-03,796.4922890089614
2018-04,786.6773399118883
2018-05,794.1911030149597
2018-06,832.7263471239517
2018-07,896.4356870709995
2018-08,895.2086415691588
2018-09,909.2216020790265
2018-10,911.8423215149602
2018-11,926.0859193330122
2018-12,915.0599504313449
2019-01,931.4934533497908
2019-02,945.081686294706
2019-03,1051.529029472874
2019-04,1090.7151615883324
2019-05,1144.4943337507807
2019-06,1145.3623238131265
2019-07,1237.2932729760205
2019-08,1212.9741140263213
2019-09,1150.4883915234807
2019-10,1137.1385171368229
2019-11,1202.714650791325
2019-12,1265.4801104004962
2020-01,1277.7465943062903
2020-02,1225.3652632240994
2020-03,947.574804685501
2020-04,1013.1433958531993
2020-05,1037.9776700129269
2020-06,1069.3104008202818
2020-07,982.989334602093
2020-08,1049.13245519004
2020-09,1092.518712226115
2020-10,1087.6771521031062
2020-11,1055.2697132012784
2020-12,1045.2343382765614
2021-01,1107.3020309086771
2021-02,1070.193954760581
2021-03,1167.0412130368259
2021-04,1200.306457643821
2021-05,1206.7429822494314
2021-06,1266.765602382791
2021-07,1328.960008025071
2021-08,1387.0019465005664
2021-09,1412.6414263577688
2021-10,1451.3414238391179
2021-11,1444.6876056504784
2021-12,1472.0668063035644
2022-01,1565.0912576360217
2022-02,1603.556362455454
2022-03,1796.492600653304
2022-04,1902.0816173052565
2022-05,1774.3511822753524
2022-06,1764.1742258555125
2022-07,1869.423367107782
2022-08,1888.4819312022569
2022-09,1778.6274319504898
2022-10,1859.4217831483652
2022-11,1866.438077496858
2022-12,1726.4767235605277
2023-01,1701.727535053377
2023-02,1724.3968828735046
2023-03,1632.4827891612308
2023-04,1650.1092590776366
2023-05,1590.6591565257372
2023-06,1610.7407617488752
2023-07,1649.0909179476403
